doi_suffix,doi,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date
cs0930127,10.1042/cs0930127,https://doi.org/10.1042/cs0930127,Effects of Physical Training on Metabolic Control in Elderly Type 2 Diabetes Mellitus Patients,journal-article,False,8/1/97,1997.0,Clinical Science,"0143-5221,1470-8736",0143-5221,False,False,Portland Press Ltd.,False,closed,False,,,[],[],2021-04-21T17:43:27.185664,2,"[{'given': 'P.C.', 'family': 'Ligtenberg', 'sequence': 'first', 'affiliation': [{'name': 'Department of Internal Medicine, Diakonessen Hospital, Bosboomstraat 1, 3582 KE Utrecht, The Netherlands'}]}, {'given': 'J.B.L.', 'family': 'Hoekstra', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Internal Medicine, Diakonessen Hospital, Bosboomstraat 1, 3582 KE Utrecht, The Netherlands'}]}, {'given': 'E.', 'family': 'Bol', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Medical Physiology and Sports Medicine, University of Utrecht, The Netherlands'}]}, {'given': 'M.L.', 'family': 'Zonderland', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Medical Physiology and Sports Medicine, University of Utrecht, The Netherlands'}]}, {'given': 'D.W.', 'family': 'Erkelens', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Internal Medicine, University Hospital, University of Utrecht, PO Box 85500, 3508 GA Utrecht, The Netherlands'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
diacare.20.12.1814,10.2337/diacare.20.12.1814,https://doi.org/10.2337/diacare.20.12.1814,Exercise Responses in Patients With IDDM,journal-article,False,12/1/97,1997.0,Diabetes Care,"0149-5992,1935-5548",0149-5992,False,False,American Diabetes Association,False,closed,False,,,[],[],2021-01-15T11:13:07.209134,2,"[{'given': 'A.-M.', 'family': 'Nugent', 'sequence': 'first'}, {'given': 'I. C.', 'family': 'Steele', 'sequence': 'additional'}, {'given': 'F.', 'family': 'Al-Modaris', 'sequence': 'additional'}, {'given': 'S.', 'family': 'Vallely', 'sequence': 'additional'}, {'given': 'A.', 'family': 'Moore', 'sequence': 'additional'}, {'given': 'N. P. S.', 'family': 'Campbell', 'sequence': 'additional'}, {'given': 'P. M.', 'family': 'Bell', 'sequence': 'additional'}, {'given': 'K. D.', 'family': 'Buchanan', 'sequence': 'additional'}, {'given': 'E. R.', 'family': 'Trimble', 'sequence': 'additional'}, {'given': 'D. P.', 'family': 'Nicholls', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.156.1.9511021,10.1164/ajrccm.156.1.9511021,https://doi.org/10.1164/ajrccm.156.1.9511021,The Relationship Between Maximal Expiratory Flow and Increases of Maximal Exercise Capacity with Exercise Training,journal-article,False,7/1/97,1997.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-13T12:38:33.616942,2,"[{'given': 'TONY\u2002G.', 'family': 'BABB', 'sequence': 'first'}, {'given': 'KELLY\u2002A.', 'family': 'LONG', 'sequence': 'additional'}, {'given': 'JOSEPH\u2002R.', 'family': 'RODARTE', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
000177432,10.1159/000177432,https://doi.org/10.1159/000177432,Effect of Controlled Exercise Training in Coronary Artery Disease Patients with and without Left Ventricular Dysfunction Assessed by Cardiopulmonary Indices,journal-article,False,1/1/97,1997.0,Cardiology,"1421-9751,0008-6312",0008-6312,False,False,S. Karger AG,False,closed,False,,,[],[],2021-01-14T03:18:31.529528,2,"[{'given': 'Eliezer', 'family': 'Klainman', 'sequence': 'first'}, {'given': 'Gershon', 'family': 'Fink', 'sequence': 'additional'}, {'given': 'Nili', 'family': 'Zafrir', 'sequence': 'additional'}, {'given': 'Avi', 'family': 'Pinchas', 'sequence': 'additional'}, {'given': 'Shimon', 'family': 'Spitzer', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.156.5.97-02034,10.1164/ajrccm.156.5.97-02034,https://doi.org/10.1164/ajrccm.156.5.97-02034,Evaluation of Supported Upper Limb Exercise Capacity in Patients with Cystic Fibrosis,journal-article,False,11/1/97,1997.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-15T19:29:56.869892,2,"[{'given': 'JENNIFER\u2002A.', 'family': 'ALISON', 'sequence': 'first'}, {'given': 'JEFF\u2002A.', 'family': 'REGNIS', 'sequence': 'additional'}, {'given': 'PETER\u2002M.', 'family': 'DONNELLY', 'sequence': 'additional'}, {'given': 'ROGER\u2002D.', 'family': 'ADAMS', 'sequence': 'additional'}, {'given': 'JOHN\u2002R.', 'family': 'SUTTON', 'sequence': 'additional'}, {'given': 'PETER\u2002T.\u2002P.', 'family': 'BYE', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ijsn.7.3.197,10.1123/ijsn.7.3.197,https://doi.org/10.1123/ijsn.7.3.197,Does Exogenous Coenzyme Q10 Affect Aerobic Capacity in Endurance Athletes?,journal-article,False,9/1/97,1997.0,International Journal of Sport Nutrition,1050-1606,1050-1606,False,False,Human Kinetics,False,closed,False,,,[],[],2021-04-20T18:45:38.350731,2,"[{'given': 'Shane B.', 'family': 'Weston', 'sequence': 'first'}, {'given': 'Shi', 'family': 'Zhou', 'sequence': 'additional'}, {'given': 'Robert P.', 'family': 'Weatherby', 'sequence': 'additional'}, {'given': 'Susanne J.', 'family': 'Robson', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
jama.275.18.1424,10.1001/jama.275.18.1424,https://doi.org/10.1001/jama.275.18.1424,Energy expenditure with indoor exercise machines,journal-article,False,5/8/96,1996.0,JAMA: The Journal of the American Medical Association,"0098-7484,1538-3598",0098-7484,False,False,American Medical Association (AMA),False,closed,False,,,[],[],2021-01-13T18:40:30.429728,2,"[{'given': 'A. I.', 'family': 'Zeni', 'sequence': 'first'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
bf00262810,10.1007/bf00262810,https://doi.org/10.1007/bf00262810,"Cortisol, testosterone, and insulin action during intense swimming training in humans",journal-article,False,4/1/96,1996.0,European Journal of Applied Physiology and Occupational Physiology,"0301-5548,1439-6327",0301-5548,False,False,Springer Nature,False,closed,False,,,[],[],2021-01-19T11:27:35.523480,2,"[{'given': 'Gilian L.', 'family': 'Tyndall'}, {'given': 'Rick W.', 'family': 'Kobe'}, {'given': 'Joseph A.', 'family': 'Houmard'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
000177078,10.1159/000177078,https://doi.org/10.1159/000177078,Cardiopulmonary Exercise Response in Patients with Left Ventricular Dysfunction or Heart Failure: A Noninvasive Study by Gas Exchange and Impedance Cardiography Monitoring,journal-article,False,1/1/96,1996.0,Cardiology,"1421-9751,0008-6312",0008-6312,False,False,S. Karger AG,False,closed,False,,,[],[],2021-01-15T22:30:21.281000,2,"[{'given': 'Massimo', 'family': 'Romano', 'sequence': 'first'}, {'given': 'Ida', 'family': 'Monteforte', 'sequence': 'additional'}, {'given': 'Stefania', 'family': 'Cardei', 'sequence': 'additional'}, {'given': 'Anna', 'family': 'Lerro', 'sequence': 'additional'}, {'given': 'Giovanna', 'family': 'Celano', 'sequence': 'additional'}, {'given': 'Alfredo', 'family': 'Mazza', 'sequence': 'additional'}, {'given': 'Marianunzia', 'family': 'Capaldo', 'sequence': 'additional'}, {'given': 'Nella', 'family': 'Paglia', 'sequence': 'additional'}, {'given': 'Amalia', 'family': 'Campopiano', 'sequence': 'additional'}, {'given': 'Giuseppe', 'family': 'Lembo', 'sequence': 'additional'}, {'given': 'Bruno', 'family': 'Trimarco', 'sequence': 'additional'}, {'given': 'Mario', 'family': 'Condorelli', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ihj.37.865,10.1536/ihj.37.865,https://doi.org/10.1536/ihj.37.865,Coronary Microvascular Dysfunction is Associated with Ischemic-like Electrocardiogram during Exercise in Patients with Anginal Chest Pain and Normal Coronary Angiograms.,journal-article,False,1/1/96,1996.0,Japanese Heart Journal,"0021-4868,1348-673X",0021-4868,False,False,International Heart Journal (Japanese Heart Journal),False,closed,False,,,[],[],2021-04-22T21:45:11.345656,2,"[{'given': 'Jaw-Wen', 'family': 'CHEN', 'sequence': 'first', 'affiliation': [{'name': 'Division of Cardiology, Department of Medicine, Veterans General Hospital'}]}, {'given': 'Chih-Tai', 'family': 'TING', 'sequence': 'additional', 'affiliation': [{'name': 'National Yang-Ming University, School of Medicine'}]}, {'given': 'Ching-Iuan', 'family': 'CHEN', 'sequence': 'additional', 'affiliation': [{'name': 'Division of Cardiology, Department of Medicine, Veterans General Hospital'}]}, {'given': 'Guang-Yuan', 'family': 'MAR', 'sequence': 'additional', 'affiliation': [{'name': 'Division of Cardiology, Department of Medicine, Veterans General Hospital'}]}, {'given': 'Nai-Wei', 'family': 'HSU', 'sequence': 'additional', 'affiliation': [{'name': 'Division of Cardiology, Department of Medicine, Veterans General Hospital'}]}, {'given': 'Shih-Pu', 'family': 'WANG', 'sequence': 'additional', 'affiliation': [{'name': 'Division of Cardiology, Department of Medicine, Veterans General Hospital'}]}, {'given': 'Mau-Song', 'family': 'CHANG', 'sequence': 'additional', 'affiliation': [{'name': 'Division of Cardiology, Department of Medicine, Veterans General Hospital'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
diab.45.1.79,10.2337/diab.45.1.79,https://doi.org/10.2337/diab.45.1.79,Effect of Risk Factors on Exercise Capacity in NIDDM,journal-article,False,1/1/96,1996.0,Diabetes,"0012-1797,1939-327X",0012-1797,False,False,American Diabetes Association,False,closed,False,,,[],[],2021-01-15T11:14:38.784536,2,"[{'given': 'R. O.', 'family': 'Estacio', 'sequence': 'first'}, {'given': 'E. E.', 'family': 'Wolfel', 'sequence': 'additional'}, {'given': 'J. G.', 'family': 'Regensteiner', 'sequence': 'additional'}, {'given': 'B.', 'family': 'Jeffers', 'sequence': 'additional'}, {'given': 'E. P.', 'family': 'Havranek', 'sequence': 'additional'}, {'given': 'S.', 'family': 'Savage', 'sequence': 'additional'}, {'given': 'R. W.', 'family': 'Schrier', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.153.2.8564130,10.1164/ajrccm.153.2.8564130,https://doi.org/10.1164/ajrccm.153.2.8564130,Ventilatory responses to passive leg motion in children with congenital central hypoventilation syndrome.,journal-article,False,2/1/96,1996.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-13T15:29:23.114429,2,"[{'given': 'D', 'family': 'Gozal', 'sequence': 'first'}, {'given': 'C L', 'family': 'Marcus', 'sequence': 'additional'}, {'given': 'S L', 'family': 'Ward', 'sequence': 'additional'}, {'given': 'T G', 'family': 'Keens', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
diacare.19.6.569,10.2337/diacare.19.6.569,https://doi.org/10.2337/diacare.19.6.569,Increased Resting and Exercise-Induced Oxidative Stress in Young IDDM Men,journal-article,False,6/1/96,1996.0,Diabetes Care,"0149-5992,1935-5548",0149-5992,False,False,American Diabetes Association,False,closed,False,,,[],[],2021-01-15T11:24:59.571670,2,"[{'given': 'D. E.', 'family': 'Laaksonen', 'sequence': 'first'}, {'given': 'M.', 'family': 'Atalay', 'sequence': 'additional'}, {'given': 'L.', 'family': 'Niskanen', 'sequence': 'additional'}, {'given': 'M.', 'family': 'Uusitupa', 'sequence': 'additional'}, {'given': 'O.', 'family': 'Hanninen', 'sequence': 'additional'}, {'given': 'C. K.', 'family': 'Sen', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
diacare.19.6.575,10.2337/diacare.19.6.575,https://doi.org/10.2337/diacare.19.6.575,Glycemic Responses to Exercise in IDDM After Simple and Complex Carbohydrate Supplementation,journal-article,False,6/1/96,1996.0,Diabetes Care,"0149-5992,1935-5548",0149-5992,False,False,American Diabetes Association,False,closed,False,,,[],[],2021-01-15T11:16:22.336622,2,"[{'given': 'K.', 'family': 'Soo', 'sequence': 'first'}, {'given': 'S. M.', 'family': 'Furler', 'sequence': 'additional'}, {'given': 'K.', 'family': 'Samaras', 'sequence': 'additional'}, {'given': 'A. B.', 'family': 'Jenkins', 'sequence': 'additional'}, {'given': 'L. V.', 'family': 'Campbell', 'sequence': 'additional'}, {'given': 'D. J.', 'family': 'Chisholm', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.153.6.8665039,10.1164/ajrccm.153.6.8665039,https://doi.org/10.1164/ajrccm.153.6.8665039,Inspiratory muscle training and whole-body reconditioning in chronic obstructive pulmonary disease.,journal-article,False,6/1/96,1996.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-14T11:11:35.748956,2,"[{'given': 'M J', 'family': 'Berry', 'sequence': 'first'}, {'given': 'N E', 'family': 'Adair', 'sequence': 'additional'}, {'given': 'K S', 'family': 'Sevensky', 'sequence': 'additional'}, {'given': 'A', 'family': 'Quinby', 'sequence': 'additional'}, {'given': 'H M', 'family': 'Lever', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
bf02425477,10.1007/bf02425477,https://doi.org/10.1007/bf02425477,Hypoxic ventilatory response during rest and exercise after a Himalayan expedition,journal-article,False,5/1/96,1996.0,European Journal of Applied Physiology and Occupational Physiology,"0301-5548,1439-6327",0301-5548,False,False,Springer Nature,False,closed,False,,,[],[],2021-01-18T03:26:01.021554,2,"[{'given': 'J. M.', 'family': 'Steinacker'}, {'given': 'A.', 'family': 'Halder'}, {'given': 'Y.', 'family': 'Liu'}, {'given': 'A.', 'family': 'Thomas'}, {'given': 'M.', 'family': 'Stauch'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.153.4.8616560,10.1164/ajrccm.153.4.8616560,https://doi.org/10.1164/ajrccm.153.4.8616560,The effect of the absence of abdominal muscles on pulmonary function and exercise.,journal-article,False,4/1/96,1996.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-19T14:20:12.185584,2,"[{'given': 'J M', 'family': 'Ewig', 'sequence': 'first'}, {'given': 'N T', 'family': 'Griscom', 'sequence': 'additional'}, {'given': 'M E', 'family': 'Wohl', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajrccm.153.3.8630582,10.1164/ajrccm.153.3.8630582,https://doi.org/10.1164/ajrccm.153.3.8630582,Peripheral muscle weakness contributes to exercise limitation in COPD.,journal-article,False,3/1/96,1996.0,American Journal of Respiratory and Critical Care Medicine,"1073-449X,1535-4970",1073-449X,False,False,American Thoracic Society,False,closed,False,,,[],[],2021-01-17T18:21:11.928953,2,"[{'given': 'R', 'family': 'Gosselink', 'sequence': 'first'}, {'given': 'T', 'family': 'Troosters', 'sequence': 'additional'}, {'given': 'M', 'family': 'Decramer', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
0967-3334/17/4/009,10.1088/0967-3334/17/4/009,https://doi.org/10.1088/0967-3334/17/4/009,Validity and reliability of a timed 5 km cycle ergometer ride to predict maximum oxygen uptake,journal-article,False,11/1/96,1996.0,Physiological Measurement,"0967-3334,1361-6579",0967-3334,False,False,IOP Publishing,False,closed,False,,,[],[],2021-01-18T14:12:39.885727,2,"[{'given': 'Michael J', 'family': 'Buono', 'sequence': 'first'}, {'given': 'Tracy L', 'family': 'Borin', 'sequence': 'additional'}, {'given': 'Neil T', 'family': 'Sjoholm', 'sequence': 'additional'}, {'given': 'James A', 'family': 'Hodgdon', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
000177134,10.1159/000177134,https://doi.org/10.1159/000177134,Aerobic Capacity and Functional Classification of Patients with Severe Left-Ventricular Dysfunction,journal-article,False,1/1/96,1996.0,Cardiology,"1421-9751,0008-6312",0008-6312,False,False,S. Karger AG,False,closed,False,,,[],[],2021-01-17T04:40:11.792227,2,"[{'given': 'Katharina', 'family': 'Meyer', 'sequence': 'first'}, {'given': 'Samuel', 'family': 'Westbrook', 'sequence': 'additional'}, {'given': 'Matthias', 'family': 'Schwaibold', 'sequence': 'additional'}, {'given': 'Lothar', 'family': 'G&ouml;rnandt', 'sequence': 'additional'}, {'given': 'Manfred', 'family': 'Lehmann', 'sequence': 'additional'}, {'given': 'Helmut', 'family': 'Roskamm', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
archinte.1995.00430220101011,10.1001/archinte.1995.00430220101011,https://doi.org/10.1001/archinte.1995.00430220101011,Physiological Predictors of Increasing Total and Central Adiposity in Aging Men and Women,journal-article,False,12/11/95,1995.0,Archives of Internal Medicine,0003-9926,0003-9926,False,False,American Medical Association (AMA),False,closed,False,,,[],[],2021-01-13T03:26:10.691275,2,"[{'given': 'Eric T.', 'family': 'Poehlman', 'sequence': 'first'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
s-0031-1275975,10.1055/s-0031-1275975,https://doi.org/10.1055/s-0031-1275975,Plasma adenosine concentration during and after dynamic exercise in patients with chronic heart failure,journal-article,False,9/1/95,1995.0,International Journal of Angiology,"1061-1711,1615-5939",1061-1711,False,False,Thieme Publishing Group,False,closed,False,,,[],[],2021-01-15T10:48:29.754050,2,"[{'given': 'Shinobu', 'family': 'Matsui'}, {'given': 'Nobuki', 'family': 'Tamura'}, {'given': 'Noboru', 'family': 'Takekoshi'}, {'given': 'Eiji', 'family': 'Murakami'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
bmj.311.7004.544,10.1136/bmj.311.7004.544,https://doi.org/10.1136/bmj.311.7004.544,Exercise responses and psychiatric disorder in chronic fatigue syndrome,journal-article,False,8/26/95,1995.0,BMJ,"0959-8138,1468-5833",0959-8138,False,False,BMJ,True,green,True,,,"[{'updated': None, 'url': 'https://europepmc.org/articles/pmc2550606?pdf=render', 'url_for_pdf': 'https://europepmc.org/articles/pmc2550606?pdf=render', 'url_for_landing_page': 'https://europepmc.org/articles/pmc2550606', 'evidence': 'oa repository (via OAI-PMH doi match)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': True, 'pmh_id': 'oai:europepmc.org:mPsZqyu8a9z8E3oJAFSW', 'endpoint_id': 'b5e840539009389b1a6', 'repository_institution': 'PubMed Central - Europe PMC', 'oa_date': None}, {'updated': '2022-05-24T11:53:03.388644', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2550606', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2550606', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'publishedVersion', 'host_type': 'repository', 'is_best': False, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2021-11-28T02:50:50.825351,2,"[{'given': 'R. J M', 'family': 'Lane', 'sequence': 'first'}, {'given': 'A. P', 'family': 'Burgess', 'sequence': 'additional'}, {'given': 'J.', 'family': 'Flint', 'sequence': 'additional'}, {'given': 'M.', 'family': 'Riccio', 'sequence': 'additional'}, {'given': 'L. C', 'family': 'Archard', 'sequence': 'additional'}]",,https://europepmc.org/articles/pmc2550606?pdf=render,https://europepmc.org/articles/pmc2550606?pdf=render,https://europepmc.org/articles/pmc2550606,oa repository (via OAI-PMH doi match),,publishedVersion,repository,True,oai:europepmc.org:mPsZqyu8a9z8E3oJAFSW,b5e840539009389b1a6,PubMed Central - Europe PMC,,,https://europepmc.org/articles/pmc2550606?pdf=render,https://europepmc.org/articles/pmc2550606?pdf=render,https://europepmc.org/articles/pmc2550606,oa repository (via OAI-PMH doi match),,publishedVersion,repository,True,oai:europepmc.org:mPsZqyu8a9z8E3oJAFSW,b5e840539009389b1a6,PubMed Central - Europe PMC,
jama.1995.03520350062030,10.1001/jama.1995.03520350062030,https://doi.org/10.1001/jama.1995.03520350062030,Cardiac Demands of Heavy Snow Shoveling,journal-article,False,3/15/95,1995.0,JAMA: The Journal of the American Medical Association,0098-7484,0098-7484,False,False,American Medical Association (AMA),False,closed,False,,,[],[],2021-01-18T22:23:23.452639,2,"[{'given': 'Barry A.', 'family': 'Franklin', 'sequence': 'first'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ajot.49.5.405,10.5014/ajot.49.5.405,https://doi.org/10.5014/ajot.49.5.405,Gender Differences in Work Performance on the Baltimore Therapeutic Equipment Work Simulator,journal-article,False,5/1/95,1995.0,American Journal of Occupational Therapy,0272-9490,0272-9490,False,False,AOTA Press,False,closed,False,,,[],[],2021-01-17T21:04:43.786519,2,"[{'given': 'S.', 'family': 'Esmail', 'sequence': 'first'}, {'given': 'Y.', 'family': 'Bhambhani', 'sequence': 'additional'}, {'given': 'S.', 'family': 'Brintnell', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
an9952000867,10.1039/an9952000867,https://doi.org/10.1039/an9952000867,Acute exercise effects on urinary losses and serum concentrations of copper and zinc of moderately trained and untrained men consuming a controlled diet,journal-article,False,1/1/95,1995.0,The Analyst,"0003-2654,1364-5528",0003-2654,False,False,Royal Society of Chemistry (RSC),False,closed,False,,,[],[],2021-01-16T15:21:44.861035,2,"[{'given': 'Richard A.', 'family': 'Anderson', 'sequence': 'first'}, {'given': 'Noella A.', 'family': 'Bryden', 'sequence': 'additional'}, {'given': 'Marilyn M.', 'family': 'Polansky', 'sequence': 'additional'}, {'given': 'Patricia A.', 'family': 'Deuster', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
