doi,CR_status_code,full_text_SC,error,doi_suffix,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date
10.1139/h94-022,200,403.0,,h94-022,https://doi.org/10.1139/h94-022,The Laboratory Assessment of Endurance Performance in Cyclists,journal-article,False,9/1/94,1994.0,Canadian Journal of Applied Physiology,1066-7814,1066-7814,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-18T23:19:45.900291,2,"[{'given': 'Susan R.', 'family': 'Hopkins', 'sequence': 'first'}, {'given': 'Donald C.', 'family': 'McKenzie', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h94-011,200,403.0,,h94-011,https://doi.org/10.1139/h94-011,Cardiovascular Adaptations in 8- to 12-Year-Old Boys Following a 14-Week Running Program,journal-article,False,6/1/94,1994.0,Canadian Journal of Applied Physiology,1066-7814,1066-7814,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-17T17:51:40.453831,2,"[{'given': 'Anthony D.', 'family': 'Mahon', 'sequence': 'first'}, {'given': 'Paul', 'family': 'Vaccaro', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h94-013,200,403.0,,h94-013,https://doi.org/10.1139/h94-013,"Rowing Performance and Selected Descriptive, Field, and Laboratory Variables",journal-article,False,6/1/94,1994.0,Canadian Journal of Applied Physiology,1066-7814,1066-7814,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-18T05:43:34.398711,2,"[{'given': 'John F.', 'family': 'Kramer', 'sequence': 'first'}, {'given': 'Andrew', 'family': 'Leger', 'sequence': 'additional'}, {'given': 'Donald H.', 'family': 'Paterson', 'sequence': 'additional'}, {'given': 'Alan', 'family': 'Morrow', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h93-030,200,403.0,,h93-030,https://doi.org/10.1139/h93-030,Physiological Responses to Specific Maximal Exercise Tests for Cross-Country Skiing,journal-article,False,12/1/93,1993.0,Canadian Journal of Applied Physiology,1066-7814,1066-7814,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T22:47:33.044569,2,"[{'given': 'Phillip B.', 'family': 'Watts', 'sequence': 'first'}, {'given': 'Jon Eric', 'family': 'Sulentic', 'sequence': 'additional'}, {'given': 'Kip M.', 'family': 'Drobish', 'sequence': 'additional'}, {'given': 'Timothy P.', 'family': 'Gibbons', 'sequence': 'additional'}, {'given': 'Victoria S.', 'family': 'Newbury', 'sequence': 'additional'}, {'given': 'Martin D.', 'family': 'Hoffman', 'sequence': 'additional'}, {'given': 'Scott W.', 'family': 'Mittelstadt', 'sequence': 'additional'}, {'given': 'Kathleen P.', 'family': ""O'Hagan"", 'sequence': 'additional'}, {'given': 'Philip S.', 'family': 'Clifford', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h93-032,200,403.0,,h93-032,https://doi.org/10.1139/h93-032,Effect of Cardiac-Locomotor Coupling on the Metabolic Efficiency of Pedalling,journal-article,False,12/1/93,1993.0,Canadian Journal of Applied Physiology,1066-7814,1066-7814,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T14:53:02.950692,2,"[{'given': 'Jane E.', 'family': 'Donville', 'sequence': 'first'}, {'given': 'Timothy J.', 'family': 'Doherty', 'sequence': 'additional'}, {'given': 'R. Lee', 'family': 'Kirby', 'sequence': 'additional'}, {'given': 'Sanjay K.', 'family': 'Gupta', 'sequence': 'additional'}, {'given': 'Brian J.', 'family': 'Eastwood', 'sequence': 'additional'}, {'given': 'Donald A.', 'family': 'MacLeod', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h93-016,200,403.0,,h93-016,https://doi.org/10.1139/h93-016,Validity and Reliability of the Cosmed K2 to Measure Oxygen Uptake,journal-article,False,6/1/93,1993.0,Canadian Journal of Applied Physiology,1066-7814,1066-7814,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-19T13:04:17.699554,2,"[{'given': 'F.', 'family': 'Lothian', 'sequence': 'first'}, {'given': 'M. R.', 'family': 'Farrally', 'sequence': 'additional'}, {'given': 'C.', 'family': 'Mahoney', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h93-014,200,403.0,,h93-014,https://doi.org/10.1139/h93-014,Prediction of Maximal Oxygen Uptake From a Modified Canadian Aerobic Fitness Test,journal-article,False,6/1/93,1993.0,Canadian Journal of Applied Physiology,1066-7814,1066-7814,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-15T01:42:52.865347,2,"[{'given': 'Iris M. R.', 'family': 'Weller', 'sequence': 'first'}, {'given': 'Scott G.', 'family': 'Thomas', 'sequence': 'additional'}, {'given': 'Paul N.', 'family': 'Corey', 'sequence': 'additional'}, {'given': 'Michael H.', 'family': 'Cox', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/h93-003,200,403.0,,h93-003,https://doi.org/10.1139/h93-003,Effects of Recovery Duration and Blood Lactate Level on Power Output During Cycling,journal-article,False,3/1/93,1993.0,Canadian Journal of Applied Physiology,1066-7814,1066-7814,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T11:50:12.360696,2,"[{'given': 'Barbara E.', 'family': 'Ainsworth', 'sequence': 'first'}, {'given': 'Robert C.', 'family': 'Serfass', 'sequence': 'additional'}, {'given': 'Arthur S.', 'family': 'Leon', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/y93-019,200,403.0,,y93-019,https://doi.org/10.1139/y93-019,Cardiac output and left ventricular function in response to exercise in older men,journal-article,False,2/1/93,1993.0,Canadian Journal of Physiology and Pharmacology,"0008-4212,1205-7541",0008-4212,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T01:25:22.813765,2,"[{'given': 'Scott G.', 'family': 'Thomas', 'sequence': 'first'}, {'given': 'Donald H.', 'family': 'Paterson', 'sequence': 'additional'}, {'given': 'David A.', 'family': 'Cunningham', 'sequence': 'additional'}, {'given': 'Douglas G.', 'family': 'McLellan', 'sequence': 'additional'}, {'given': 'William J.', 'family': 'Kostuk', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/y90-208,200,403.0,,y90-208,https://doi.org/10.1139/y90-208,Training-induced alterations in muscle glycogen utilization in fibre-specific types during prolonged exercise,journal-article,False,10/1/90,1990.0,Canadian Journal of Physiology and Pharmacology,"0008-4212,1205-7541",0008-4212,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T10:33:49.191930,2,"[{'given': 'H. J.', 'family': 'Green', 'sequence': 'first'}, {'given': 'D.', 'family': 'Smith', 'sequence': 'additional'}, {'given': 'P.', 'family': 'Murphy', 'sequence': 'additional'}, {'given': 'I.', 'family': 'Fraser', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/y87-203,200,403.0,,y87-203,https://doi.org/10.1139/y87-203,Body temperature related factors diminishing the drive to exercise,journal-article,False,6/1/87,1987.0,Canadian Journal of Physiology and Pharmacology,"0008-4212,1205-7541",0008-4212,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-17T10:08:25.021394,2,"[{'given': 'K.', 'family': 'Brück', 'sequence': 'first'}, {'given': 'H.', 'family': 'Olschewski', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/y86-213,200,403.0,,y86-213,https://doi.org/10.1139/y86-213,The effect of brief physical exercise on free radical scavenging enzyme systems in human red blood cells,journal-article,False,9/1/86,1986.0,Canadian Journal of Physiology and Pharmacology,"0008-4212,1205-7541",0008-4212,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-15T06:11:53.816147,2,"[{'given': 'Hideki', 'family': 'Ohno', 'sequence': 'first'}, {'given': 'Yuzo', 'family': 'Sato', 'sequence': 'additional'}, {'given': 'Kohki', 'family': 'Yamashita', 'sequence': 'additional'}, {'given': 'Rikuo', 'family': 'Doi', 'sequence': 'additional'}, {'given': 'Katsura', 'family': 'Arai', 'sequence': 'additional'}, {'given': 'Takahito', 'family': 'Kondo', 'sequence': 'additional'}, {'given': 'Naoyuki', 'family': 'Taniguchi', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/y83-151,200,403.0,,y83-151,https://doi.org/10.1139/y83-151,Effects of oral propranolol and exercise protocol on indices of aerobic function in normal man,journal-article,False,9/1/83,1983.0,Canadian Journal of Physiology and Pharmacology,"0008-4212,1205-7541",0008-4212,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-18T10:00:43.365282,2,"[{'given': 'B.J.', 'family': 'MacFarlane', 'sequence': 'first'}, {'given': 'R. L.', 'family': 'Hughson', 'sequence': 'additional'}, {'given': 'H. J.', 'family': 'Green', 'sequence': 'additional'}, {'given': 'D. J.', 'family': 'Walters', 'sequence': 'additional'}, {'given': 'D. A.', 'family': 'Ranney', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/y67-111,200,403.0,,y67-111,https://doi.org/10.1139/y67-111,BICYCLE ERGOMETER MEASUREMENT OF MAXIMAL OXYGEN UPTAKE IN CHILDREN,journal-article,False,11/1/67,1967.0,Canadian Journal of Physiology and Pharmacology,"0008-4212,1205-7541",0008-4212,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-17T22:22:33.084498,2,"[{'given': 'Gordon R.', 'family': 'Cumming', 'sequence': 'first'}, {'given': 'Werner', 'family': 'Friesen', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/cjfas-57-s3-59,200,403.0,,cjfas-57-s3-59,https://doi.org/10.1139/cjfas-57-s3-59,Is social aggregation in aquatic crustaceans a strategy to conserve energy?,journal-article,False,1/1/00,2000.0,Canadian Journal of Fisheries and Aquatic Sciences,"1205-7533,0706-652X",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-15T14:51:06.961523,2,"[{'given': 'D.A.', 'family': 'Ritz'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/f2011-016,200,403.0,,f2011-016,https://doi.org/10.1139/f2011-016,"Changed cycling of P, N, Si, and DOC in Danish Lake Nordborg after aluminum treatment",journal-article,False,5/1/11,2011.0,Canadian Journal of Fisheries and Aquatic Sciences,"0706-652X,1205-7533",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-14T02:19:05.019711,2,"[{'given': 'Sara', 'family': 'Egemose', 'sequence': 'first', 'affiliation': [{'name': 'Institute of Biology, University of Southern Denmark, Campusvej 55, DK-5230 Odense M, Denmark.'}]}, {'given': 'Inmaculada', 'family': 'de Vicente', 'sequence': 'additional', 'affiliation': [{'name': 'Water Research Institute, University of Granada, C/Ramón y Cajal, 4, 18071 Granada, Spain.'}]}, {'given': 'Kasper', 'family': 'Reitzel', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Biology, University of Southern Denmark, Campusvej 55, DK-5230 Odense M, Denmark.'}]}, {'given': 'Mogens R.', 'family': 'Flindt', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Biology, University of Southern Denmark, Campusvej 55, DK-5230 Odense M, Denmark.'}]}, {'given': 'Frede Ø.', 'family': 'Andersen', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Biology, University of Southern Denmark, Campusvej 55, DK-5230 Odense M, Denmark.'}]}, {'given': 'Torben L.', 'family': 'Lauridsen', 'sequence': 'additional', 'affiliation': [{'name': 'National Environmental Research Institute, Department of Freshwater Ecology, Aarhus University, Vejlsøvej 25, DK- 8600 Silkeborg, Denmark.'}]}, {'given': 'Martin', 'family': 'Søndergaard', 'sequence': 'additional', 'affiliation': [{'name': 'National Environmental Research Institute, Department of Freshwater Ecology, Aarhus University, Vejlsøvej 25, DK- 8600 Silkeborg, Denmark.'}]}, {'given': 'Erik', 'family': 'Jeppesen', 'sequence': 'additional', 'affiliation': [{'name': 'National Environmental Research Institute, Department of Freshwater Ecology, Aarhus University, Vejlsøvej 25, DK- 8600 Silkeborg, Denmark.'}]}, {'given': 'Henning S.', 'family': 'Jensen', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Biology, University of Southern Denmark, Campusvej 55, DK-5230 Odense M, Denmark.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/f07-079,200,403.0,,f07-079,https://doi.org/10.1139/f07-079,Metabolic rate and tissue reserves in gilthead sea bream (Sparus aurata) under thermal fluctuations and fasting and their capacity for recovery,journal-article,False,7/1/07,2007.0,Canadian Journal of Fisheries and Aquatic Sciences,"0706-652X,1205-7533",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-13T15:02:22.215464,2,"[{'given': 'Antoni', 'family': 'Ibarz', 'sequence': 'first'}, {'given': 'Josefina', 'family': 'Blasco', 'sequence': 'additional'}, {'given': 'Mònica', 'family': 'Sala-Rabanal', 'sequence': 'additional'}, {'given': 'Ángeles', 'family': 'Gallardo', 'sequence': 'additional'}, {'given': 'Anna', 'family': 'Redondo', 'sequence': 'additional'}, {'given': 'Jaume', 'family': 'Fernández-Borràs', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/cjfas-54-3-566,200,,'link',cjfas-54-3-566,https://doi.org/10.1139/cjfas-54-3-566,"Effects of training on respiratory gas e×change, nitrogenous waste e×cretion, and fuel usage during aerobic swimming in juvenile rainbow trout (<I>Oncorhynchus mykiss</I>)",journal-article,False,1/1/97,1997.0,Canadian Journal of Fisheries and Aquatic Sciences,"1205-7533,0706-652X",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-04-24T12:47:06.289283,2,"[{'given': 'R.F.', 'family': 'Lauff', 'sequence': 'first'}, {'given': 'C.M.', 'family': 'Wood', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/f02-046,200,403.0,,f02-046,https://doi.org/10.1139/f02-046,Increased metabolic cost of swimming and consequent alterations to circadian activity in rainbow trout (Oncorhynchus mykiss) exposed to dietary copper,journal-article,False,5/1/02,2002.0,Canadian Journal of Fisheries and Aquatic Sciences,"0706-652X,1205-7533",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T20:38:28.145993,2,"[{'given': 'H A', 'family': 'Campbell', 'sequence': 'first'}, {'given': 'R D', 'family': 'Handy', 'sequence': 'additional'}, {'given': 'D W', 'family': 'Sims', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/z05-035,200,403.0,,z05-035,https://doi.org/10.1139/z05-035,Cardiovascular adjustments during locomotion in penguins,journal-article,False,3/1/05,2005.0,Canadian Journal of Zoology,"0008-4301,1480-3283",0008-4301,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T06:21:19.382406,2,"[{'given': 'Jonathan', 'family': 'Green', 'sequence': 'first'}, {'given': 'Anthony', 'family': 'Woakes', 'sequence': 'additional'}, {'given': 'Ian', 'family': 'Boyd', 'sequence': 'additional'}, {'given': 'Patrick', 'family': 'Butler', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/cjfas-58-6-1113,200,403.0,,cjfas-58-6-1113,https://doi.org/10.1139/cjfas-58-6-1113,Effects of acclimation to brackish water on tolerance of salinity challenge by young-of-the-year Adriatic sturgeon (<i>Acipenser naccarii</i>),journal-article,False,1/1/01,2001.0,Canadian Journal of Fisheries and Aquatic Sciences,"1205-7533,0706-652X",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-15T18:03:45.085648,2,"[{'given': 'D.J.', 'family': 'McKenzie'}, {'given': 'E.', 'family': 'Cataldi'}, {'given': 'P.', 'family': 'Romano'}, {'given': 'E.W.', 'family': 'Taylor'}, {'given': 'S.', 'family': 'Cataudella'}, {'given': 'P.', 'family': 'Bronzi'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/b05-004,200,403.0,,b05-004,https://doi.org/10.1139/b05-004,Effect of α- and β-cyclodextrins on the photochemical activity of thylakoid membranes and photosystem II particles from barley (Hordeum vulgare): oxygen evolution and whole chain electron transport,journal-article,False,3/1/05,2005.0,Canadian Journal of Botany,0008-4026,0008-4026,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-16T20:03:29.595291,2,"[{'given': 'S', 'family': 'Dudekula', 'sequence': 'first'}, {'given': 'G', 'family': 'Sridharan', 'sequence': 'additional'}, {'given': 'M', 'family': 'Fragata', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/cjfas-2013-0450,200,403.0,,cjfas-2013-0450,https://doi.org/10.1139/cjfas-2013-0450,Physiology and performance of wild and domestic strains of diploid and triploid rainbow trout (Oncorhynchus mykiss) in response to environmental challenges,journal-article,False,1/1/15,2015.0,Canadian Journal of Fisheries and Aquatic Sciences,"0706-652X,1205-7533",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-17T02:29:07.760286,2,"[{'given': 'Mark A.', 'family': 'Scott', 'sequence': 'first', 'affiliation': [{'name': 'Department of Zoology, The University of British Columbia, 6270 University Blvd., Vancouver, BC V6T 1Z4, Canada.'}, {'name': 'Department of Biosciences, The University of Oslo, 1041 Blindern, Oslo, Norway, 0316.'}]}, {'given': 'Rashpal S.', 'family': 'Dhillon', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Zoology, The University of British Columbia, 6270 University Blvd., Vancouver, BC V6T 1Z4, Canada.'}]}, {'given': 'Patricia M.', 'family': 'Schulte', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Zoology, The University of British Columbia, 6270 University Blvd., Vancouver, BC V6T 1Z4, Canada.'}]}, {'given': 'Jeffrey G.', 'family': 'Richards', 'sequence': 'additional', 'affiliation': [{'name': 'Department of Zoology, The University of British Columbia, 6270 University Blvd., Vancouver, BC V6T 1Z4, Canada.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/f05-126,200,403.0,,f05-126,https://doi.org/10.1139/f05-126,Metabolic rates and swimming performance of adult Fraser River sockeye salmon (Oncorhynchus nerka) after a controlled infection withParvicapsula minibicornis,journal-article,False,9/1/05,2005.0,Canadian Journal of Fisheries and Aquatic Sciences,"0706-652X,1205-7533",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-07-18T01:31:48.041374,2,"[{'given': 'G N', 'family': 'Wagner', 'sequence': 'first'}, {'given': 'S G', 'family': 'Hinch', 'sequence': 'additional'}, {'given': 'L J', 'family': 'Kuchel', 'sequence': 'additional'}, {'given': 'A', 'family': 'Lotto', 'sequence': 'additional'}, {'given': 'S RM', 'family': 'Jones', 'sequence': 'additional'}, {'given': 'D A', 'family': 'Patterson', 'sequence': 'additional'}, {'given': 'J S', 'family': 'Macdonald', 'sequence': 'additional'}, {'given': 'G Van Der', 'family': 'Kraak', 'sequence': 'additional'}, {'given': 'M', 'family': 'Shrimpton', 'sequence': 'additional'}, {'given': 'K K', 'family': 'English', 'sequence': 'additional'}, {'given': 'S', 'family': 'Larsson', 'sequence': 'additional'}, {'given': 'S J', 'family': 'Cooke', 'sequence': 'additional'}, {'given': 'M C', 'family': 'Healey', 'sequence': 'additional'}, {'given': 'A P', 'family': 'Farrell', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/z05-181,200,403.0,,z05-181,https://doi.org/10.1139/z05-181,"Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon (Oncorhynchus gorbuscha) compared with those of sockeye salmon (Oncorhynchus nerka)",journal-article,False,1/1/06,2006.0,Canadian Journal of Zoology,"0008-4301,1480-3283",0008-4301,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-04-26T10:59:32.386978,2,"[{'given': 'Meaghan J', 'family': 'MacNutt', 'sequence': 'first'}, {'given': 'Scott G', 'family': 'Hinch', 'sequence': 'additional'}, {'given': 'Chris G', 'family': 'Lee', 'sequence': 'additional'}, {'given': 'James R', 'family': 'Phibbs', 'sequence': 'additional'}, {'given': 'Andrew G', 'family': 'Lotto', 'sequence': 'additional'}, {'given': 'Michael C', 'family': 'Healey', 'sequence': 'additional'}, {'given': 'Anthony P', 'family': 'Farrell', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/f05-007,200,403.0,,f05-007,https://doi.org/10.1139/f05-007,A model of total swimming costs in turbulent flow for juvenile Atlantic salmon (Salmo salar),journal-article,False,5/1/05,2005.0,Canadian Journal of Fisheries and Aquatic Sciences,"0706-652X,1205-7533",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-04-26T22:28:24.786951,2,"[{'given': 'Eva C', 'family': 'Enders', 'sequence': 'first'}, {'given': 'Daniel', 'family': 'Boisclair', 'sequence': 'additional'}, {'given': 'André G', 'family': 'Roy', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/f03-101,200,403.0,,f03-101,https://doi.org/10.1139/f03-101,The effect of turbulence on the cost of swimming for juvenile Atlantic salmon (Salmo salar),journal-article,False,9/1/03,2003.0,Canadian Journal of Fisheries and Aquatic Sciences,"0706-652X,1205-7533",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-14T19:19:30.879364,2,"[{'given': 'Eva C', 'family': 'Enders', 'sequence': 'first'}, {'given': 'Daniel', 'family': 'Boisclair', 'sequence': 'additional'}, {'given': 'André G', 'family': 'Roy', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/f09-062,200,403.0,,f09-062,https://doi.org/10.1139/f09-062,Potential methods for measuring the activity patterns and energy use of Atlantic cod (Gadus morhua),journal-article,False,7/1/09,2009.0,Canadian Journal of Fisheries and Aquatic Sciences,"0706-652X,1205-7533",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-01-13T06:34:40.633881,2,"[{'given': 'Matthew J.', 'family': 'Gollock', 'sequence': 'first', 'affiliation': [{'name': 'Ocean Sciences Centre, Memorial University of Newfoundland, St. John’s, NL\xa0A1C\xa05S7, Canada.'}, {'name': 'Centre for Aquaculture and Environmental Research (CAER), 4160 Marine Drive, West Vancouver, BC\xa0V7V\xa01N6, Canada; Faculty of Land and Food Systems, 2357 Main Mall, The University of British Columbia, Vancouver, BC\xa0V6T\xa01Z4, Canada.'}, {'name': 'Department of Biological Sciences, University of Calgary, 2500 University Drive NW, Calgary, AB\xa0T2N\xa01N4, Canada.'}, {'name': 'Department of Integrative Biology, University of Guelph, Guelph, ON\xa0N1G\xa02W1, Canada.'}]}, {'given': 'Kristopher J.', 'family': 'Hunter', 'sequence': 'additional', 'affiliation': [{'name': 'Ocean Sciences Centre, Memorial University of Newfoundland, St. John’s, NL\xa0A1C\xa05S7, Canada.'}, {'name': 'Centre for Aquaculture and Environmental Research (CAER), 4160 Marine Drive, West Vancouver, BC\xa0V7V\xa01N6, Canada; Faculty of Land and Food Systems, 2357 Main Mall, The University of British Columbia, Vancouver, BC\xa0V6T\xa01Z4, Canada.'}, {'name': 'Department of Biological Sciences, University of Calgary, 2500 University Drive NW, Calgary, AB\xa0T2N\xa01N4, Canada.'}, {'name': 'Department of Integrative Biology, University of Guelph, Guelph, ON\xa0N1G\xa02W1, Canada.'}]}, {'given': 'Douglas A.', 'family': 'Syme', 'sequence': 'additional', 'affiliation': [{'name': 'Ocean Sciences Centre, Memorial University of Newfoundland, St. John’s, NL\xa0A1C\xa05S7, Canada.'}, {'name': 'Centre for Aquaculture and Environmental Research (CAER), 4160 Marine Drive, West Vancouver, BC\xa0V7V\xa01N6, Canada; Faculty of Land and Food Systems, 2357 Main Mall, The University of British Columbia, Vancouver, BC\xa0V6T\xa01Z4, Canada.'}, {'name': 'Department of Biological Sciences, University of Calgary, 2500 University Drive NW, Calgary, AB\xa0T2N\xa01N4, Canada.'}, {'name': 'Department of Integrative Biology, University of Guelph, Guelph, ON\xa0N1G\xa02W1, Canada.'}]}, {'given': 'Marcus', 'family': 'Freeman', 'sequence': 'additional', 'affiliation': [{'name': 'Ocean Sciences Centre, Memorial University of Newfoundland, St. John’s, NL\xa0A1C\xa05S7, Canada.'}, {'name': 'Centre for Aquaculture and Environmental Research (CAER), 4160 Marine Drive, West Vancouver, BC\xa0V7V\xa01N6, Canada; Faculty of Land and Food Systems, 2357 Main Mall, The University of British Columbia, Vancouver, BC\xa0V6T\xa01Z4, Canada.'}, {'name': 'Department of Biological Sciences, University of Calgary, 2500 University Drive NW, Calgary, AB\xa0T2N\xa01N4, Canada.'}, {'name': 'Department of Integrative Biology, University of Guelph, Guelph, ON\xa0N1G\xa02W1, Canada.'}]}, {'given': 'R. Scott', 'family': 'McKinley', 'sequence': 'additional', 'affiliation': [{'name': 'Ocean Sciences Centre, Memorial University of Newfoundland, St. John’s, NL\xa0A1C\xa05S7, Canada.'}, {'name': 'Centre for Aquaculture and Environmental Research (CAER), 4160 Marine Drive, West Vancouver, BC\xa0V7V\xa01N6, Canada; Faculty of Land and Food Systems, 2357 Main Mall, The University of British Columbia, Vancouver, BC\xa0V6T\xa01Z4, Canada.'}, {'name': 'Department of Biological Sciences, University of Calgary, 2500 University Drive NW, Calgary, AB\xa0T2N\xa01N4, Canada.'}, {'name': 'Department of Integrative Biology, University of Guelph, Guelph, ON\xa0N1G\xa02W1, Canada.'}]}, {'given': 'A. Kurt', 'family': 'Gamperl', 'sequence': 'additional', 'affiliation': [{'name': 'Ocean Sciences Centre, Memorial University of Newfoundland, St. John’s, NL\xa0A1C\xa05S7, Canada.'}, {'name': 'Centre for Aquaculture and Environmental Research (CAER), 4160 Marine Drive, West Vancouver, BC\xa0V7V\xa01N6, Canada; Faculty of Land and Food Systems, 2357 Main Mall, The University of British Columbia, Vancouver, BC\xa0V6T\xa01Z4, Canada.'}, {'name': 'Department of Biological Sciences, University of Calgary, 2500 University Drive NW, Calgary, AB\xa0T2N\xa01N4, Canada.'}, {'name': 'Department of Integrative Biology, University of Guelph, Guelph, ON\xa0N1G\xa02W1, Canada.'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/f04-211,200,403.0,,f04-211,https://doi.org/10.1139/f04-211,"The costs of habitat utilization of wild, farmed, and domesticated juvenile Atlantic salmon (Salmo salar)",journal-article,False,12/1/04,2004.0,Canadian Journal of Fisheries and Aquatic Sciences,"0706-652X,1205-7533",0706-652X,False,False,Canadian Science Publishing,False,closed,False,,,[],[],2021-05-01T04:06:35.928578,2,"[{'given': 'Eva C', 'family': 'Enders', 'sequence': 'first'}, {'given': 'Daniel', 'family': 'Boisclair', 'sequence': 'additional'}, {'given': 'André G', 'family': 'Roy', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
