doi,publisher_status_code,error,doi_suffix,doi_url,title,genre,is_paratext,published_date,year,journal_name,journal_issns,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa,oa_status,has_repository_copy,best_oa_location,first_oa_location,oa_locations,oa_locations_embargoed,updated,data_standard,z_authors,best_oa_location.updated,best_oa_location.url,best_oa_location.url_for_pdf,best_oa_location.url_for_landing_page,best_oa_location.evidence,best_oa_location.license,best_oa_location.version,best_oa_location.host_type,best_oa_location.is_best,best_oa_location.pmh_id,best_oa_location.endpoint_id,best_oa_location.repository_institution,best_oa_location.oa_date,first_oa_location.updated,first_oa_location.url,first_oa_location.url_for_pdf,first_oa_location.url_for_landing_page,first_oa_location.evidence,first_oa_location.license,first_oa_location.version,first_oa_location.host_type,first_oa_location.is_best,first_oa_location.pmh_id,first_oa_location.endpoint_id,first_oa_location.repository_institution,first_oa_location.oa_date
10.1016/j.jbmt.2019.05.031,400,,j.jbmt.2019.05.031,https://doi.org/10.1016/j.jbmt.2019.05.031,Does whole body vibration training improve heart rate variability in kidney transplants patients? A randomized clinical trial,journal-article,False,4/1/20,2020.0,Journal of Bodywork and Movement Therapies,1360-8592,1360-8592,False,False,Elsevier BV,False,closed,False,,,[],[],2021-04-02T22:16:10.278296,2,"[{'given': 'Tuíra O.', 'family': 'Maia', 'sequence': 'first'}, {'given': 'Dulciane N.', 'family': 'Paiva', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-5301-7741', 'given': 'Dário C.', 'family': 'Sobral Filho', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Frederico C.B.', 'family': 'Cavalcanti', 'sequence': 'additional'}, {'given': 'Lívia G.', 'family': 'Rocha', 'sequence': 'additional'}, {'given': 'Camila C.A.', 'family': 'Andrade', 'sequence': 'additional'}, {'given': 'Aluísio R.A.', 'family': 'Macedo Júnior', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-3093-7481', 'given': 'Patrícia E.M.', 'family': 'Marinho', 'sequence': 'additional', 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.mhpa.2020.100327,400,,j.mhpa.2020.100327,https://doi.org/10.1016/j.mhpa.2020.100327,A randomized control trial investigating high-intensity interval training and mental health: A novel non-responder phenotype related to anxiety in young adults,journal-article,False,3/1/20,2020.0,Mental Health and Physical Activity,1755-2966,1878-0199,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-16T12:45:54.686596,2,"[{'given': 'Kristen M.', 'family': 'Lucibello', 'sequence': 'first'}, {'given': 'Emily M.', 'family': 'Paolucci', 'sequence': 'additional'}, {'given': 'Jeffrey D.', 'family': 'Graham', 'sequence': 'additional'}, {'given': 'Jennifer J.', 'family': 'Heisz', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.orthtr.2019.10.001,400,,j.orthtr.2019.10.001,https://doi.org/10.1016/j.orthtr.2019.10.001,Running on the hypogravity treadmill AlterG® does not reduce the magnitude of peak tibial impact accelerations,journal-article,False,12/1/19,2019.0,Sports Orthopaedics and Traumatology,0949-328X,0949-328X,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-15T03:04:33.915929,2,"[{'given': 'Olaf', 'family': 'Ueberschär', 'sequence': 'first'}, {'given': 'Daniel', 'family': 'Fleckenstein', 'sequence': 'additional'}, {'given': 'Jan C.', 'family': 'Wüstenfeld', 'sequence': 'additional'}, {'given': 'Frank', 'family': 'Warschun', 'sequence': 'additional'}, {'given': 'Roberto', 'family': 'Falz', 'sequence': 'additional'}, {'given': 'Bernd', 'family': 'Wolfarth', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scispo.2019.04.005,400,,j.scispo.2019.04.005,https://doi.org/10.1016/j.scispo.2019.04.005,Relationship between oxygen pulse and arteriovenous oxygen difference in healthy subjects: Effect of exercise intensity,journal-article,False,12/1/19,2019.0,Science & Sports,0765-1597,0765-1597,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-17T03:17:33.131662,2,"[{'given': 'N.', 'family': 'Gmada', 'sequence': 'first'}, {'given': 'B.', 'family': 'Al-Hadabi', 'sequence': 'additional'}, {'given': 'R.', 'family': 'Haj Sassi', 'sequence': 'additional'}, {'given': 'B.', 'family': 'Abdel Samia', 'sequence': 'additional'}, {'given': 'E.', 'family': 'Bouhlel', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.arbres.2018.12.008,400,,j.arbres.2018.12.008,https://doi.org/10.1016/j.arbres.2018.12.008,Prediction of Maximal Oxygen Uptake From Submaximal Exercise Testing in Chronic Respiratory Patients. New Perspectives,journal-article,False,10/1/19,2019.0,Archivos de Bronconeumología,0300-2896,0300-2896,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-19T06:38:02.030894,2,"[{'given': 'Marcos', 'family': 'Matabuena', 'sequence': 'first'}, {'given': 'Philip R.', 'family': 'Hayes', 'sequence': 'additional'}, {'given': 'Luis', 'family': 'Puente-Maestu', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.jcjd.2018.08.193,400,,j.jcjd.2018.08.193,https://doi.org/10.1016/j.jcjd.2018.08.193,Effect of Aerobic and Resistance Exercise on Glycemic Control in Adults With Type 1 Diabetes,journal-article,False,8/1/19,2019.0,Canadian Journal of Diabetes,1499-2671,1499-2671,False,False,Elsevier BV,True,green,True,,,"[{'updated': '2022-05-24T07:46:55.433577', 'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6591112', 'url_for_pdf': None, 'url_for_landing_page': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6591112', 'evidence': 'oa repository (via pmcid lookup)', 'license': None, 'version': 'acceptedVersion', 'host_type': 'repository', 'is_best': True, 'pmh_id': None, 'endpoint_id': None, 'repository_institution': None, 'oa_date': None}]",[],2021-03-27T06:49:41.694484,2,"[{'ORCID': 'http://orcid.org/0000-0001-9612-1314', 'given': 'Ravi', 'family': 'Reddy', 'sequence': 'first', 'authenticated-orcid': False}, {'given': 'Amanda', 'family': 'Wittenberg', 'sequence': 'additional'}, {'given': 'Jessica R.', 'family': 'Castle', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0003-1618-8290', 'given': 'Joseph', 'family': 'El Youssef', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Kerri', 'family': 'Winters-Stone', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0003-0897-8268', 'given': 'Melanie', 'family': 'Gillingham', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Peter G.', 'family': 'Jacobs', 'sequence': 'additional'}]",2022-05-24T07:46:55.433577,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6591112,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6591112,oa repository (via pmcid lookup),,acceptedVersion,repository,True,,,,,2022-05-24T07:46:55.433577,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6591112,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6591112,oa repository (via pmcid lookup),,acceptedVersion,repository,True,,,,
10.1016/j.eujim.2019.05.004,400,,j.eujim.2019.05.004,https://doi.org/10.1016/j.eujim.2019.05.004,Combined strength and plyometric exercise training improves running economy and muscle elastic energy storage and re-use in young untrained women,journal-article,False,6/1/19,2019.0,European Journal of Integrative Medicine,1876-3820,1876-3820,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-19T02:19:23.861090,2,"[{'given': 'Balázs', 'family': 'Meszler', 'sequence': 'first'}, {'given': 'Tamás', 'family': 'Atlasz', 'sequence': 'additional'}, {'given': 'Bernadette', 'family': 'Misovics', 'sequence': 'additional'}, {'given': 'Bettina', 'family': 'Botka', 'sequence': 'additional'}, {'given': 'Edina', 'family': 'Szabó', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-7047-7088', 'given': 'Márk', 'family': 'Váczi', 'sequence': 'additional', 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scispo.2018.08.006,400,,j.scispo.2018.08.006,https://doi.org/10.1016/j.scispo.2018.08.006,Physical activity improves cardiovascular capacity and prevents decline in lung function caused by smoking: Efficacy of the intermittent and continuous training Program,journal-article,False,4/1/19,2019.0,Science & Sports,0765-1597,0765-1597,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-18T13:01:36.642317,2,"[{'given': 'A.', 'family': 'Koubaa', 'sequence': 'first'}, {'given': 'A.', 'family': 'Elloumi', 'sequence': 'additional'}, {'given': 'H.', 'family': 'Trabelsi', 'sequence': 'additional'}, {'given': 'L.', 'family': 'Masmoudi', 'sequence': 'additional'}, {'given': 'Z.', 'family': 'Sahnoun', 'sequence': 'additional'}, {'given': 'A.', 'family': 'Hakim', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.hlc.2018.07.015,400,,j.hlc.2018.07.015,https://doi.org/10.1016/j.hlc.2018.07.015,Implications of Cardio-Respiratory Fitness on the Performance of Exercise Tests,journal-article,False,4/1/19,2019.0,"Heart, Lung and Circulation",1443-9506,1443-9506,False,False,Elsevier BV,False,closed,False,,,[],[],2021-03-27T06:37:56.013440,2,"[{'given': 'Michael', 'family': 'Jelinek', 'sequence': 'first'}, {'given': 'Kenneth', 'family': 'Hossack', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scispo.2018.04.013,400,,j.scispo.2018.04.013,https://doi.org/10.1016/j.scispo.2018.04.013,Sedentary behavior and physical activity classification using accelerometer cut points in 9–11-year-old children,journal-article,False,2/1/19,2019.0,Science & Sports,0765-1597,0765-1597,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-18T02:06:42.940374,2,"[{'given': 'B.', 'family': 'Al-Hadabi', 'sequence': 'first'}, {'given': 'R.', 'family': 'Haj Sassi', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.clnesp.2018.08.005,400,,j.clnesp.2018.08.005,https://doi.org/10.1016/j.clnesp.2018.08.005,"Impact to short-term high intensity intermittent training on different storages of body fat, leptin and soluble leptin receptor levels in physically active non-obese men: A pilot investigation",journal-article,False,12/1/18,2018.0,Clinical Nutrition ESPEN,2405-4577,2405-4577,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T05:58:30.634803,2,"[{'given': 'Renan Santos', 'family': 'Caldeira', 'sequence': 'first'}, {'given': 'Valéria Leme Gonçalves', 'family': 'Panissa', 'sequence': 'additional'}, {'given': 'Daniela Sayuri', 'family': 'Inoue', 'sequence': 'additional'}, {'given': 'Eduardo Zapaterra', 'family': 'Campos', 'sequence': 'additional'}, {'given': 'Paula Alves', 'family': 'Monteiro', 'sequence': 'additional'}, {'given': 'Bruna de Melo', 'family': 'Giglio', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-2979-9819', 'given': 'Gustavo Duarte', 'family': 'Pimentel', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0003-4836-1238', 'given': 'Peter', 'family': 'Hofmann', 'sequence': 'additional', 'authenticated-orcid': False}, {'ORCID': 'http://orcid.org/0000-0002-9645-1003', 'given': 'Fábio Santos', 'family': 'Lira', 'sequence': 'additional', 'authenticated-orcid': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scispo.2018.04.004,400,,j.scispo.2018.04.004,https://doi.org/10.1016/j.scispo.2018.04.004,Effects of strength training on bioenergetics parameters determined at velocity corresponding to maximal oxygen uptake in endurance runners,journal-article,False,12/1/18,2018.0,Science & Sports,0765-1597,0765-1597,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-18T10:09:47.514557,2,"[{'given': 'M.', 'family': 'Damasceno', 'sequence': 'first'}, {'given': 'L.', 'family': 'Pasqua', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-6063-1694', 'given': 'A.', 'family': 'Gáspari', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'G.', 'family': 'Araújo', 'sequence': 'additional'}, {'given': 'F.', 'family': 'de-Oliveira', 'sequence': 'additional'}, {'given': 'A.', 'family': 'Lima-Silva', 'sequence': 'additional'}, {'given': 'R.', 'family': 'Bertuzzi', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/s2352-3026(18)30163-7,400,,s2352-3026_._18_._30163-7,https://doi.org/10.1016/s2352-3026(18)30163-7,Moderate-intensity endurance-exercise training in patients with sickle-cell disease without severe chronic complications (EXDRE): an open-label randomised controlled trial,journal-article,False,11/1/18,2018.0,The Lancet Haematology,2352-3026,2352-3026,False,False,Elsevier BV,False,closed,False,,,[],[],2022-05-20T15:07:37.719258,2,"[{'given': 'Barnabas', 'family': 'Gellen', 'sequence': 'first'}, {'given': 'Laurent A', 'family': 'Messonnier', 'sequence': 'additional'}, {'given': 'Frédéric', 'family': 'Galactéros', 'sequence': 'additional'}, {'given': 'Etienne', 'family': 'Audureau', 'sequence': 'additional'}, {'given': 'Angèle N', 'family': 'Merlet', 'sequence': 'additional'}, {'given': 'Thomas', 'family': 'Rupp', 'sequence': 'additional'}, {'given': 'Sandrine', 'family': 'Peyrot', 'sequence': 'additional'}, {'given': 'Cyril', 'family': 'Martin', 'sequence': 'additional'}, {'given': 'Léonard', 'family': 'Féasson', 'sequence': 'additional'}, {'given': 'Pablo', 'family': 'Bartolucci', 'sequence': 'additional'}, {'given': 'Anoosha', 'family': 'Habibi', 'sequence': 'additional'}, {'given': 'Emma', 'family': 'Guillet', 'sequence': 'additional'}, {'given': 'Justine', 'family': 'Gellen-Dautremer', 'sequence': 'additional'}, {'given': 'Jean-Antoine', 'family': 'Ribeil', 'sequence': 'additional'}, {'given': 'Jean-Benoit', 'family': 'Arlet', 'sequence': 'additional'}, {'given': 'Sarah', 'family': 'Mattioni', 'sequence': 'additional'}, {'given': 'Jugurtha', 'family': 'Berkenou', 'sequence': 'additional'}, {'given': 'Noemie', 'family': 'Delrieux', 'sequence': 'additional'}, {'given': 'François', 'family': 'Lionnet', 'sequence': 'additional'}, {'given': 'Jean-François', 'family': 'Grenot', 'sequence': 'additional'}, {'given': 'Jose', 'family': 'Mira', 'sequence': 'additional'}, {'given': 'Arthur', 'family': 'Peyrard', 'sequence': 'additional'}, {'given': 'Roxane', 'family': 'Lacroix', 'sequence': 'additional'}, {'given': 'Arnauld', 'family': 'Garcin', 'sequence': 'additional'}, {'given': 'Gaetana', 'family': 'Di Liberto', 'sequence': 'additional'}, {'given': 'Christophe', 'family': 'Hourdé', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.apunts.2017.11.003,400,,j.apunts.2017.11.003,https://doi.org/10.1016/j.apunts.2017.11.003,Determining the ventilatory inter-threshold area in individuals with different endurance capacities,journal-article,False,7/1/18,2018.0,Apunts. Medicina de l'Esport,1886-6581,1886-6581,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-17T04:58:44.469388,2,"[{'given': 'Irma Lorenzo', 'family': 'Capellá', 'sequence': 'first'}, {'given': 'Pedro J.', 'family': 'Benito Peinado', 'sequence': 'additional'}, {'given': 'María I.', 'family': 'Barriopedro Moro', 'sequence': 'additional'}, {'given': 'J. Butragueño', 'family': 'Revenga', 'sequence': 'additional'}, {'given': 'Nuno Koch', 'family': 'Esteves', 'sequence': 'additional'}, {'given': 'Francisco J.', 'family': 'Calderón Montero', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scispo.2018.01.004,400,,j.scispo.2018.01.004,https://doi.org/10.1016/j.scispo.2018.01.004,Artefactual incidence ofV˙O2plateau andV˙O2maxin historical studies,journal-article,False,6/1/18,2018.0,Science & Sports,0765-1597,0765-1597,False,False,Elsevier BV,False,closed,False,,,[],[],2021-03-26T06:44:54.371224,2,"[{'given': 'Rachel', 'family': 'Barr', 'sequence': 'first'}, {'given': 'Cain C.T.', 'family': 'Clark', 'sequence': 'additional'}, {'given': 'Jo', 'family': 'Corbett', 'sequence': 'additional'}, {'given': 'Stephen B.', 'family': 'Draper', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.bspc.2017.09.018,400,,j.bspc.2017.09.018,https://doi.org/10.1016/j.bspc.2017.09.018,ECG response to submaximal exercise from the perspective of Golden Ratio harmonic rhythm,journal-article,False,2/1/18,2018.0,Biomedical Signal Processing and Control,1746-8094,1746-8094,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-13T05:36:32.659737,2,"[{'given': 'Constantin', 'family': 'Ciucurel', 'sequence': 'first'}, {'given': 'Luminita', 'family': 'Georgescu', 'sequence': 'additional'}, {'given': 'Elena Ioana', 'family': 'Iconaru', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2017.09.005,400,,j.resp.2017.09.005,https://doi.org/10.1016/j.resp.2017.09.005,With age a lower individual breathing reserve is associated with a higher maximal heart rate,journal-article,False,1/1/18,2018.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-16T03:30:18.926628,2,"[{'given': 'Martin', 'family': 'Burtscher', 'sequence': 'first'}, {'given': 'Hannes', 'family': 'Gatterer', 'sequence': 'additional'}, {'given': 'Martin', 'family': 'Faulhaber', 'sequence': 'additional'}, {'given': 'Johannes', 'family': 'Burtscher', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.apunts.2017.06.003,400,,j.apunts.2017.06.003,https://doi.org/10.1016/j.apunts.2017.06.003,Physiological and performance responses to high-intensity interval training in female inline speed skaters,journal-article,False,10/1/17,2017.0,Apunts. Medicina de l'Esport,1886-6581,1886-6581,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-12T22:33:26.782914,2,"[{'given': 'Sara', 'family': 'Fereshtian', 'sequence': 'first'}, {'given': 'Mohsen', 'family': 'Sheykhlouvand', 'sequence': 'additional'}, {'given': 'Scott', 'family': 'Forbes', 'sequence': 'additional'}, {'given': 'Hamid', 'family': 'Agha-Alinejad', 'sequence': 'additional'}, {'given': 'Mohammadali', 'family': 'Gharaat', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.mhpa.2017.06.002,400,,j.mhpa.2017.06.002,https://doi.org/10.1016/j.mhpa.2017.06.002,Randomised controlled trial (RCT) of daily aerobic exercise for inpatient cannabis withdrawal: A study protocol,journal-article,False,10/1/17,2017.0,Mental Health and Physical Activity,1755-2966,1878-0199,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T06:30:34.882899,2,"[{'given': 'David J.', 'family': 'Allsop', 'sequence': 'first'}, {'given': 'Kieron', 'family': 'Rooney', 'sequence': 'additional'}, {'given': 'Jonathon C.', 'family': 'Arnold', 'sequence': 'additional'}, {'given': 'Anjali K.', 'family': 'Bhardwaj', 'sequence': 'additional'}, {'given': 'Raimondo', 'family': 'Bruno', 'sequence': 'additional'}, {'given': 'Delwyn J.', 'family': 'Bartlett', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-1776-3974', 'given': 'Mark', 'family': 'Montebello', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'Thomas', 'family': 'Arkell', 'sequence': 'additional'}, {'given': 'Elisha', 'family': 'Richards', 'sequence': 'additional'}, {'given': 'Jessica', 'family': 'Gugusheff', 'sequence': 'additional'}, {'given': 'Sally', 'family': 'Rooke', 'sequence': 'additional'}, {'given': 'Wendy', 'family': 'Kerley', 'sequence': 'additional'}, {'given': 'Bridin', 'family': 'Murnion', 'sequence': 'additional'}, {'given': 'Paul', 'family': 'Haber', 'sequence': 'additional'}, {'given': 'Iain S.', 'family': 'McGregor', 'sequence': 'additional'}, {'given': 'Nicholas', 'family': 'Lintzeris', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scispo.2017.04.010,400,,j.scispo.2017.04.010,https://doi.org/10.1016/j.scispo.2017.04.010,The effects of active recovery and carbohydrate intake on HRV during 48 hours in athletes after a vigorous-intensity physical activity,journal-article,False,10/1/17,2017.0,Science & Sports,0765-1597,0765-1597,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-16T12:49:14.729637,2,"[{'given': 'D.', 'family': 'Aras', 'sequence': 'first'}, {'given': 'B.', 'family': 'Karakoc', 'sequence': 'additional'}, {'given': 'M.', 'family': 'Koz', 'sequence': 'additional'}, {'given': 'O.', 'family': 'Bizati', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scispo.2016.12.002,400,,j.scispo.2016.12.002,https://doi.org/10.1016/j.scispo.2016.12.002,Effects of type of exercise along with caloric restriction on plasma apelin 36 and HOMA-IR in overweight men,journal-article,False,9/1/17,2017.0,Science & Sports,0765-1597,0765-1597,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-12T22:56:10.761480,2,"[{'given': 'M.', 'family': 'Galedari', 'sequence': 'first'}, {'given': 'M.A.', 'family': 'Azarbayjani', 'sequence': 'additional'}, {'given': 'M.', 'family': 'Peeri', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.resp.2017.03.007,400,,j.resp.2017.03.007,https://doi.org/10.1016/j.resp.2017.03.007,The association between cardiorespiratory fitness and pulmonary diffusing capacity,journal-article,False,7/1/17,2017.0,Respiratory Physiology & Neurobiology,1569-9048,1569-9048,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-13T05:34:07.523847,2,"[{'given': 'Gerald S.', 'family': 'Zavorsky', 'sequence': 'first'}, {'given': 'James M.', 'family': 'Smoliga', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scispo.2017.01.002,400,,j.scispo.2017.01.002,https://doi.org/10.1016/j.scispo.2017.01.002,"Body composition, blood pressure and cardiorespiratory functional capacity in elite athletes",journal-article,False,6/1/17,2017.0,Science & Sports,0765-1597,0765-1597,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-16T09:50:29.431584,2,"[{'given': 'T.', 'family': 'Durmic', 'sequence': 'first'}, {'given': 'M.', 'family': 'Djelic', 'sequence': 'additional'}, {'given': 'D.', 'family': 'Lovic', 'sequence': 'additional'}, {'given': 'T.', 'family': 'Gavrilovic', 'sequence': 'additional'}, {'given': 'A.', 'family': 'Cirkovic', 'sequence': 'additional'}, {'given': 'M.', 'family': 'Zdravkovic', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.hlc.2016.10.015,400,,j.hlc.2016.10.015,https://doi.org/10.1016/j.hlc.2016.10.015,Right Ventricular Response During Exercise in Patients with Chronic Obstructive Pulmonary Disease,journal-article,False,6/1/17,2017.0,"Heart, Lung and Circulation",1443-9506,1443-9506,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-14T06:07:39.974016,2,"[{'given': 'Diego A.', 'family': 'Rodríguez', 'sequence': 'first'}, {'given': 'Antonio', 'family': 'Sancho-Muñoz', 'sequence': 'additional'}, {'given': 'Anna', 'family': 'Rodó-Pin', 'sequence': 'additional'}, {'given': 'Anna', 'family': 'Herranz', 'sequence': 'additional'}, {'given': 'Joaquim', 'family': 'Gea', 'sequence': 'additional'}, {'given': 'Jordi', 'family': 'Bruguera', 'sequence': 'additional'}, {'given': 'Lluis', 'family': 'Molina', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.bspc.2017.02.011,400,,j.bspc.2017.02.011,https://doi.org/10.1016/j.bspc.2017.02.011,Predicting physiological parameters in fatiguing bicycling exercises using muscle activation timing,journal-article,False,5/1/17,2017.0,Biomedical Signal Processing and Control,1746-8094,1746-8094,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-19T11:47:46.892683,2,"[{'given': 'Petras', 'family': 'Ražanskas', 'sequence': 'first'}, {'given': 'Antanas', 'family': 'Verikas', 'sequence': 'additional'}, {'given': 'Per-Arne', 'family': 'Viberg', 'sequence': 'additional'}, {'given': 'M. Charlotte', 'family': 'Olsson', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.echo.2016.11.013,400,,j.echo.2016.11.013,https://doi.org/10.1016/j.echo.2016.11.013,Mechanical Dispersion by Strain Echocardiography: A Novel Tool to Diagnose Hypertrophic Cardiomyopathy in Athletes,journal-article,False,3/1/17,2017.0,Journal of the American Society of Echocardiography,0894-7317,0894-7317,False,False,Elsevier BV,False,closed,False,,,[],[],2022-03-24T02:00:46.220081,2,"[{'given': 'Frédéric', 'family': 'Schnell', 'sequence': 'first'}, {'given': 'David', 'family': 'Matelot', 'sequence': 'additional'}, {'given': 'Magalie', 'family': 'Daudin', 'sequence': 'additional'}, {'given': 'Gaelle', 'family': 'Kervio', 'sequence': 'additional'}, {'given': 'Philippe', 'family': 'Mabo', 'sequence': 'additional'}, {'given': 'François', 'family': 'Carré', 'sequence': 'additional'}, {'given': 'Erwan', 'family': 'Donal', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scispo.2016.04.003,400,,j.scispo.2016.04.003,https://doi.org/10.1016/j.scispo.2016.04.003,Impact of aerobic water running training on peripheral immune-endocrine markers of overweight-obese women,journal-article,False,2/1/17,2017.0,Science & Sports,0765-1597,0765-1597,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-17T22:12:53.249930,2,"[{'given': 'A.', 'family': 'Colato', 'sequence': 'first'}, {'given': 'L.', 'family': 'Fraga', 'sequence': 'additional'}, {'given': 'G.', 'family': 'Dorneles', 'sequence': 'additional'}, {'given': 'P.', 'family': 'Vianna', 'sequence': 'additional'}, {'given': 'J.A.B.', 'family': 'Chies', 'sequence': 'additional'}, {'given': 'A.', 'family': 'Peres', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.scispo.2016.06.007,400,,j.scispo.2016.06.007,https://doi.org/10.1016/j.scispo.2016.06.007,Comparison between peak oxygen consumption and its associated speed determined through an incremental test and a 400-m effort: Implication for swimming training prescription,journal-article,False,2/1/17,2017.0,Science & Sports,0765-1597,0765-1597,False,False,Elsevier BV,False,closed,False,,,[],[],2021-01-18T04:08:11.436765,2,"[{'given': 'E.Z.', 'family': 'Campos', 'sequence': 'first'}, {'given': 'C.A.', 'family': 'Kalva-Filho', 'sequence': 'additional'}, {'ORCID': 'http://orcid.org/0000-0002-6778-3877', 'given': 'J.P.', 'family': 'Loures', 'sequence': 'additional', 'authenticated-orcid': False}, {'given': 'F.B.', 'family': 'Manchado-Gobatto', 'sequence': 'additional'}, {'given': 'A.M.', 'family': 'Zagatto', 'sequence': 'additional'}, {'given': 'M.', 'family': 'Papoti', 'sequence': 'additional'}]",,,,,,,,,,,,,,,,,,,,,,,,,,
