doi,_merge
10.1152/jappl.1993.74.5.2318,right_only
10.1111/1523-1747.ep12358715,right_only
10.1097/00003246-199307000-00010,right_only
10.1016/0003-9993(93)90029-A,right_only
10.1055/s-2007-1021188,right_only
10.1016/1053-0770(93)90094-2,right_only
10.1007/BF00602354,right_only
10.1016/0006-291X(92)92355-2,right_only
10.1016/0002-9149(92)90591-L,right_only
10.1007/BF02333015,right_only
10.1016/0002-9149(92)90865-V,right_only
10.1007/BF00705064,right_only
10.1016/0006-2952(92)90593-8,right_only
10.1080/07448481.1992.10392819,right_only
10.1111/j.1527-3466.1992.tb00261.x,right_only
10.1016/s0749-3797(18)30781-5,right_only
10.1055/s-2007-1024564,right_only
10.1152/jappl.1992.73.6.2709,right_only
10.1055/s-2007-1024567,right_only
10.1109/10.184703,right_only
10.1016/0026-0495(92)90315-2,right_only
10.1249/00005768-199209000-00013,right_only
10.1203/00006450-199211000-00003,right_only
10.1378/chest.101.5_supplement.199s,right_only
10.1249/00005768-199204000-00013,right_only
10.1152/jappl.1992.73.1.200,right_only
10.1249/00005768-199209000-00014,right_only
10.1152/jappl.1992.73.5.1720,right_only
10.1055/s-2007-1021257,right_only
10.1152/jappl.1992.72.2.706,right_only
10.1016/0168-1656(92)90132-S,right_only
10.7164/antibiotics.45.548,right_only
10.1249/00005768-199203000-00013,right_only
10.1111/j.1365-2796.1992.tb00494.x,right_only
10.1093/ajcn/55.4.777,right_only
10.1007/BF02067117,right_only
10.1097/00008483-199211000-00008,right_only
10.1249/00005768-199211000-00013,right_only
10.1007/BF00626607,right_only
10.1007/BF00634976,right_only
10.2170/jjphysiol.41.397,right_only
10.1177/0734242X9100900164,right_only
10.1080/02701367.1991.10608730,right_only
10.1123/ijsn.1.3.240,right_only
10.2114/ahs1983.10.155,right_only
10.1055/s-2007-1024659,right_only
10.1152/jappl.1991.70.2.895,right_only
10.1016/0378-3782(91)90156-W,right_only
10.1249/00005768-199103000-00018,right_only
10.1007/BF00635625,right_only
10.1249/00005768-199102000-00010,right_only
10.1111/j.1600-0838.1991.tb00286.x,right_only
10.1016/0021-9290(91)90178-P,right_only
10.1007/BF00635632,right_only
10.1111/j.1475-097X.1991.tb00674.x,right_only
10.1016/0031-9384(91)90344-N,right_only
10.1515/jpme.1991.19.1-2.121,right_only
10.1152/jappl.1991.70.5.1983,right_only
10.1055/s-2007-1024715,right_only
10.1249/00005768-199104000-00016,right_only
10.1016/0891-5849(91)90044-4,right_only
10.1177/000331979104200605,right_only
10.1007/BF01806295,right_only
10.1007/BF02990717,right_only
10.1016/0002-9149(90)91158-3,right_only
10.1007/BF00357594,right_only
10.1016/0006-2952(90)90304-4,right_only
10.1016/0006-2952(90)90110-7,right_only
10.1016/0005-2728(90)90164-Y,right_only
10.1007/BF00145813,right_only
10.1007/BF00846030,right_only
10.1249/00005768-199012000-00016,right_only
10.1002/jor.1100080606,right_only
10.1055/s-2007-1024761,right_only
10.1249/00005768-199006000-00019,right_only
10.1055/s-2007-1024782,right_only
10.1016/S0091-6749(05)80186-1,right_only
10.1055/s-2007-1024837,right_only
10.1097/00005373-199002000-00003,right_only
10.1055/s-2007-1024820,right_only
10.7600/jspfsm1949.39.243,right_only
10.1210/jcem-70-2-461,right_only
10.1007/BF02388626,right_only
10.1007/BF00572183,right_only
10.1055/s-2007-1024821,right_only
10.1093/ptj/70.1.18,right_only
10.1016/0002-9149(89)90342-1,right_only
10.1002/anr.1790020412,right_only
10.1097/00004424-198912000-00011,right_only
10.1007/BF00717743,right_only
10.1097/00005344-198914110-00005,right_only
10.1111/j.1527-3466.1989.tb00534.x,right_only
10.1080/02701367.1989.10607445,right_only
10.2519/jospt.1989.10.9.350,right_only
10.1111/j.1748-1716.1989.tb08592.x,right_only
10.1123/apaq.6.1.58,right_only
10.1249/00005768-198902000-00014,right_only
10.1177/036354658901700216,right_only
10.1249/00005768-198902000-00012,right_only
10.1249/00005768-198910000-00011,right_only
10.1249/00005768-198910000-00012,right_only
10.1002/jbmr.5650040318,right_only
10.1002/jbmr.5650040410,right_only
10.1164/ajrccm/139.6.1424,right_only
10.1001/archpedi.1989.02150180051019,right_only
10.1016/0167-0115(89)90260-7,right_only
10.1249/00005768-198906000-00016,right_only
10.1093/oxfordjournals.jbchem.a122777,right_only
10.1007/BF01076000,right_only
10.1016/0167-4889(88)90191-7,right_only
10.1093/eurheartj/9.suppl_l.54,right_only
10.1152/jappl.1988.65.6.2506,right_only
10.2114/ahs1983.7.231,right_only
10.1016/0888-6296(88)90262-1,right_only
10.1152/jappl.1988.65.6.2518,right_only
10.1055/s-2007-1024991,right_only
10.1055/s-2007-1025007,right_only
10.1055/s-2007-1024984,right_only
10.2165/00007256-198805040-00003,right_only
10.1093/ajcn/47.2.192,right_only
10.1055/s-2007-1025012,right_only
10.1152/jappl.1988.64.3.1017,right_only
10.2114/ahs1983.7.15,right_only
10.3109/13813458809079635,right_only
10.1123/apaq.5.4.285,right_only
10.1055/s-2007-1025022,right_only
10.1123/apaq.5.1.49,right_only
10.1080/00913847.1988.11709555,right_only
10.3109/03093648809078203,right_only
10.1097/00004356-198709000-00018,right_only
10.1111/j.1748-1716.1987.tb08227.x,right_only
10.1080/02640418708729782,right_only
10.1097/00003086-198711000-00015,right_only
10.1055/s-2008-1025692,right_only
10.1080/00913847.1987.11702061,right_only
10.1055/s-2008-1025647,right_only
10.1055/s-2008-1025648,right_only
10.1152/jappl.1987.63.3.1236,right_only
10.1080/00913847.1987.11702082,right_only
10.1152/jappl.1987.62.5.2051,right_only
10.2165/00003495-198734010-00003,right_only
10.1080/02701367.1987.10605443,right_only
10.1152/ajpendo.1987.252.2.e189,right_only
10.1055/s-2008-1025635,right_only
10.1016/0192-0561(87)90104-4,right_only
10.1016/0026-0495(87)90184-3,right_only
10.1016/S0006-291X(86)80339-4,right_only
10.1007/BF02189469,right_only
10.1007/BF00421639,right_only
10.1007/BF02343797,right_only
10.1007/BF02343795,right_only
10.1007/BF00194590,right_only
10.1055/s-2008-1025778,right_only
10.1055/s-2008-1025764,right_only
10.1152/jappl.1986.61.4.1475,right_only
10.1055/s-2008-1025765,right_only
10.1080/02640418608732105,right_only
10.1210/jcem-62-1-174,right_only
10.1055/s-2008-1025728,right_only
10.1080/02701367.1986.10605392,right_only
10.1080/00913847.1986.11709027,right_only
10.1177/036354658601400112,right_only
10.1152/jappl.1986.60.3.777,right_only
10.1111/j.1748-1716.1986.tb07881.x,right_only
10.1007/BF00422952,right_only
10.1007/BF02337182,right_only
10.1007/BF02335931,right_only
10.1007/BF00426301,right_only
10.1007/BF00426304,right_only
10.1007/BF00383753,right_only
10.1080/02701367.1985.10605371,right_only
10.1093/geronj/40.6.703,right_only
10.1055/s-2008-1025853,right_only
10.1007/BF02623294,right_only
10.1080/02701367.1985.10605367,right_only
10.1080/02701367.1985.10605365,right_only
10.1080/02701367.1985.10605339,right_only
10.1016/S0039-6109(16)43683-2,right_only
10.7547/87507315-75-10-513,right_only
10.1055/s-2008-1025823,right_only
10.1016/S0735-1097(85)80424-1,right_only
10.1080/02701367.1985.10608438,right_only
10.1249/00005768-198502000-00021,right_only
10.1111/j.1399-6576.1985.tb02154.x,right_only
10.1080/02701367.1985.10608431,right_only
10.1152/jappl.1985.58.4.1263,right_only
10.1016/0021-9290(85)90277-5,right_only
10.1080/00140138508963118,right_only
10.1055/s-2008-1025915,right_only
10.1093/eurheartj/5.suppl_e.21,right_only
10.1038/sc.1984.31,right_only
10.1055/s-2008-1025916,right_only
10.1080/02701367.1984.10608419,right_only
10.1055/s-2008-1025913,right_only
10.1016/0003-6870(84)90199-6,right_only
10.1080/02701367.1984.10608409,right_only
10.1002/jcp.1041190115,right_only
10.1055/s-2008-1025887,right_only
10.1016/0009-2797(84)90041-3,right_only
10.1055/s-2008-1025888,right_only
10.1249/00005768-198408000-00009,right_only
10.1152/jappl.1984.57.3.640,right_only
10.2337/diab.33.9.851,right_only
10.1152/jappl.1984.57.1.44,right_only
10.1016/0091-6749(84)90450-0,right_only
10.1007/978-1-4757-4862-8_9,right_only
10.1249/00005768-198406000-00014,right_only
10.1152/jappl.1984.57.1.176,right_only
10.1016/0006-2952(83)90305-2,right_only
10.1093/toxsci/3.4.215,right_only
10.1080/15298668391405292,right_only
10.1007/BF00580261,right_only
10.1097/00004356-198309000-00002,right_only
10.1016/0021-9150(83)90198-3,right_only
10.1016/0026-0495(83)90058-6,right_only
10.1249/00005768-198315060-00009,right_only
10.1249/00005768-198315060-00007,right_only
10.1080/00913847.1986.11708535,right_only
10.1055/s-2008-1026019,right_only
10.1249/00005768-198315030-00007,right_only
10.1055/s-2008-1026034,right_only
10.1152/ajpregu.1983.245.2.r117,right_only
10.1177/001872088302500104,right_only
10.1161/01.CIR.67.4.896,right_only
10.1161/01.CIR.68.2.360,right_only
10.1111/j.1651-2227.1983.tb09727.x,right_only
10.1093/ajcn/37.3.407,right_only
10.1152/jappl.1983.55.1.230,right_only
10.2337/diabetes.32.5.408,right_only
10.1152/jappl.1983.54.5.1314,right_only
10.1111/j.1475-097X.1983.tb00685.x,right_only
10.1152/jappl.1983.54.1.13,right_only
10.2337/diab.32.10.965,right_only
10.1152/jappl.1983.55.4.1178,right_only
10.1007/BF00441292,right_only
10.1016/0024-3205(82)90637-3,right_only
10.1152/jappl.1982.53.5.1184,right_only
10.1080/03014468200006001,right_only
10.1378/chest.82.5.543,right_only
10.1161/01.CIR.66.6.1256,right_only
10.2337/diacare.31.12.1044,right_only
10.1016/0167-4943(82)90021-8,right_only
10.1249/00005768-198201000-00013,right_only
10.1161/01.CIR.65.5.894,right_only
10.1111/1523-1747.ep12500035,right_only
10.1016/0161-5890(82)90298-X,right_only
10.1111/j.1748-1716.1982.tb07054.x,right_only
10.1111/j.1651-2227.1982.tb09561.x,right_only
10.1007/BF00422475,right_only
10.1111/j.1365-2133.1981.tb01016.x,right_only
10.1080/02701367.1981.10607889,right_only
10.1080/02701367.1981.10607894,right_only
10.1016/S0091-679X(08)61514-9,right_only
10.1080/02701367.1981.10607869,right_only
10.1080/00140138108924894,right_only
10.1111/j.1365-2362.1981.tb02114.x,right_only
10.1111/j.1748-1716.1981.tb06820.x,right_only
10.1016/0091-7435(81)90021-9,right_only
10.1007/BF00421088,right_only
10.1016/0006-291X(80)90548-3,right_only
10.1007/BF00421837,right_only
10.1249/00005768-198025000-00010,right_only
10.1111/j.1365-2265.1980.tb03415.x,right_only
10.1080/02701367.1980.10608076,right_only
10.3109/00365518009091528,right_only
10.1111/j.1365-2605.1980.tb00092.x,right_only
10.1016/0002-9149(80)90752-3,right_only
10.1111/j.1471-4159.1980.tb11244.x,right_only
10.1007/BF00426942,right_only
10.1007/BF00429740,right_only
10.1080/00207147908407567,right_only
10.1007/BF00421153,right_only
10.1007/BF02443831,right_only
10.1016/0014-5793(79)80050-2,right_only
10.1046/j.1537-2995.1979.19680104095.x,right_only
10.1249/00005768-197901130-00009,right_only
10.2466/pms.1979.49.3.843,right_only
10.1080/10671315.1979.10615599,right_only
10.1080/10671315.1979.10615601,right_only
10.1080/00140137908924618,right_only
10.1111/j.1440-1681.1979.tb00021.x,right_only
10.1111/j.1748-1716.1979.tb06328.x,right_only
10.1080/00140137908924590,right_only
10.1016/0049-3848(79)90032-X,right_only
10.1177/036354657900700110,right_only
10.1007/BF00421448,right_only
10.1007/BF00421451,right_only
10.1007/BF00421711,right_only
10.1007/BF00420987,right_only
10.1111/j.1399-6576.1978.tb01386.x,right_only
10.1080/00140137808931808,right_only
10.1126/science.209541,right_only
10.1097/00007632-197812000-00003,right_only
10.1016/0016-5085(78)90761-8,right_only
10.1007/BF00421751,right_only
10.1007/BF00421694,right_only
10.1007/BF01552966,right_only
10.1111/j.1749-6632.1977.tb38209.x,right_only
10.1007/BF00561133,right_only
10.1152/jappl.1977.43.3.440,right_only
10.1055/s-0038-1651919,right_only
10.1016/0026-2862(77)90106-6,right_only
10.1007/BF00561422,right_only
10.1111/j.1749-6632.1977.tb38242.x,right_only
10.1111/j.1749-6632.1977.tb38243.x,right_only
10.1111/j.1749-6632.1977.tb38224.x,right_only
10.1111/j.1749-6632.1977.tb38220.x,right_only
10.1111/j.1749-6632.1977.tb38223.x,right_only
10.1111/j.1749-6632.1977.tb38222.x,right_only
10.1111/j.1749-6632.1977.tb38215.x,right_only
10.1111/j.1749-6632.1977.tb38182.x,right_only
10.1111/j.1749-6632.1977.tb38193.x,right_only
10.1111/j.1749-6632.1977.tb38192.x,right_only
10.1249/00005768-197721000-00006,right_only
10.1080/10671315.1977.10762151,right_only
10.1161/01.STR.8.3.331,right_only
10.1249/00005768-197721000-00007,right_only
10.1016/S0300-595X(76)80028-X,right_only
10.1080/10671315.1976.10615344,right_only
10.1249/00005768-197600820-00015,right_only
10.1080/10671315.1976.10615408,right_only
10.1249/00005768-197600830-00006,right_only
10.1249/00005768-197621000-00014,right_only
10.1016/S0074-7742(08)60703-5,right_only
10.1080/00140137608931583,right_only
10.1152/jappl.1976.41.1.46,right_only
10.1007/BF00999928,right_only
10.1007/BF01905618,right_only
10.1016/0010-7824(75)90019-0,right_only
10.1016/S0300-9629(75)80157-5,right_only
10.1111/j.1432-1033.1975.tb02383.x,right_only
10.1177/036354657500300301,right_only
10.1249/00005768-197500740-00008,right_only
10.1016/0010-468X(75)90017-3,right_only
10.1080/10671315.1975.10616689,right_only
10.1159/000180519,right_only
10.1080/10671315.1975.10615327,right_only
10.1080/10671315.1975.10615315,right_only
10.1080/10671315.1974.10615282,right_only
10.1249/00005768-197423000-00010,right_only
10.1177/000456327401100139,right_only
10.1080/10671315.1974.10615270,right_only
10.1016/0006-2952(73)90156-1,right_only
10.1016/0014-5793(73)80152-8,right_only
10.1080/10671188.1973.10615177,right_only
10.1152/jappl.1973.35.1.1,right_only
10.1152/jappl.1973.34.5.670,right_only
10.1111/j.1432-1033.1972.tb02556.x,right_only
10.1016/s0015-0282(16)39371-2,right_only
10.1016/S0003-4975(10)65214-9,right_only
10.1161/01.STR.3.4.441,right_only
10.1152/jappl.1972.32.6.869,right_only
10.1111/j.1365-2362.1972.tb00646.x,right_only
10.1016/s0015-0282(16)38822-7,right_only
10.1111/j.1651-2227.1971.tb05698.x,right_only
10.1249/00005768-197100340-00004,right_only
10.1210/jcem-33-2-371,right_only
10.1530/acta.0.0660558,right_only
10.1016/0002-9149(71)90085-3,right_only
10.1080/0002889708506247,right_only
10.1113/jphysiol.1970.sp009097,right_only
10.2170/jjphysiol.20.118,right_only
10.1249/00005768-197023000-00001,right_only
10.1016/0021-9290(70)90003-5,right_only
10.1080/10671188.1970.10614949,right_only
10.1002/jcp.1040740110,right_only
10.1080/10671188.1969.10614826,right_only
10.1080/10671188.1969.10616661,right_only
10.1007/BF00699624,right_only
10.1002/cpt196892168,right_only
10.1177/001872086700900613,right_only
10.1080/00140136608964413,right_only
10.1152/jappl.1954.7.1.31,right_only
10.7600/jspfsm.58.265,right_only
10.1016/j.scispo.2004.07.004,right_only
10.1080/19424280902993001,right_only
10.7600/jspfsm1949.47.327,right_only
10.1177/1754337119867546,right_only
10.1590/1517-86922014200601665,right_only
10.1007/s12283-016-0209-7,right_only
10.1515/bhk-2015-0002,right_only
10.14529/hsm180401,right_only
10.1590/S1517-86922008000600010,right_only
10.1016/j.scispo.2012.06.004,right_only
10.5016/1980-6574.2011v17n1p71,right_only
10.51371/issn.1840-2976.2021.15.S1.2,right_only
10.1590/S1980-65742012000300002,right_only
10.1007/s00300-015-1818-5,right_only
10.1590/S1517-86922013000600010,right_only
10.1016/j.apunts.2011.02.008,right_only
10.1016/j.scispo.2011.04.007,right_only
10.1080/19424280.2013.873487,right_only
10.14529/hsm200101,right_only
10.1016/S0765-1597(00)80034-9,right_only
10.5672/apunts.2014-0983.es.(2011/2).104.02,right_only
10.1016/S0380-1330(04)70330-5,right_only
10.22376/ijpbs/lpr.2021.11.4.L42-46,right_only
10.3866/PKU.WHXB20090934,right_only
10.1515/biol-2016-0041,right_only
10.1590/S1517-86922013000300008,right_only
10.5672/apunts.2014-0983.es.(2018/2).132.07,right_only
10.1590/S1517-86922013000600005,right_only
10.5232/ricyde2006.00504,right_only
10.1016/j.scispo.2007.04.007,right_only
10.1590/S1517-86922008000400007,right_only
10.7600/jspfsm.55.117,right_only
10.1016/S0967-0637(00)00102-3,right_only
10.1002/ejlt.201300301,right_only
10.5960/dzsm.2012.012,right_only
10.53350/pjmhs2115102933,right_only
10.1016/j.jtherbio.2011.10.005,right_only
10.2331/fishsci.63.655,right_only
10.1590/S1517-86922010000400009,right_only
10.23736/S0025-7826.16.02911-2,right_only
10.1080/19424280.2015.1130754,right_only
10.5604/20831862.1003273,right_only
10.1016/j.jembe.2004.04.002,right_only
10.1590/S1517-86922011000500012,right_only
10.5232/ricyde2016.04505,right_only
10.3727/194982413X13844488879050,right_only
10.1046/j.1444-2906.2001.00338.x,right_only
10.1029/2021JG006705,right_only
10.1016/S0022-0981(01)00381-1,right_only
10.3920/CEP180034,right_only
10.15561/26649837.2021.0408,right_only
10.1016/j.aquaeng.2009.07.004,right_only
10.1111/j.1095-8649.2006.01143.x,right_only
10.1016/j.cej.2010.09.011,right_only
10.1016/j.scispo.2008.03.001,right_only
10.3233/IES-160618,right_only
10.1590/S1980-65742013000200010,right_only
10.1007/s10641-008-9395-x,right_only
10.1002/crat.201100110,right_only
10.1111/j.1095-8649.2006.01225.x,right_only
10.1590/1517-8692202026062019_0015,right_only
10.1016/j.apsusc.2010.10.152,right_only
10.1079/SSR2003151,right_only
10.1016/S0765-1597(98)80450-4,right_only
10.14529/hsm210107,right_only
10.1016/S0144-8609(98)00012-0,right_only
10.1055/s-2003-814988,right_only
10.1016/j.matlet.2019.06.034,right_only
10.2983/035.038.0323,right_only
10.1016/j.cemconcomp.2010.09.014,right_only
10.1016/j.jallcom.2021.160997,right_only
10.1016/j.dsr2.2008.07.018,right_only
10.1590/S1517-86922008000400014,right_only
10.1016/j.apsusc.2011.05.068,right_only
10.1590/S1980-65742013000200018,right_only
10.6119/JMST-013-1220-9,right_only
10.1515/hukin-2015-0182,right_only
10.1080/19424280.2014.918184,right_only
10.1007/s10498-021-09401-6,right_only
10.1016/j.electacta.2010.11.093,right_only
10.2307/1382978,right_only
10.1080/19424280.2015.1018342,right_only
10.1016/j.csr.2007.10.010,right_only
10.13040/IJPSR.0975-8232.11(11).5775-82,right_only
10.1016/j.scispo.2006.04.004,right_only
10.14198/jhse.2021.16.Proc4.23,right_only
10.1111/j.1365-2427.2004.01280.x,right_only
10.30554/archmed.20.1.3476.2020,right_only
10.1016/S0022-0981(01)00308-2,right_only
10.15666/aeer/1702_31993214,right_only
10.1016/S0022-0981(97)00073-7,right_only
10.1080/02640418308729657,right_only
10.19163/2307-9266-2019-7-3-148-157,right_only
10.7600/jspfsm.54.133,right_only
10.1111/j.1095-8649.1998.tb00467.x,right_only
10.1016/S0765-1597(02)00175-2,right_only
10.1590/1517-869220152104147864,right_only
10.53350/pjmhs211572193,right_only
10.7600/jspfsm.60.147,right_only
10.12873/383vasquez,right_only
10.1002/(SICI)1097-010X(19961101)276:4<254::AID-JEZ2>3.0.CO;2-N,right_only
10.1007/s10008-019-04385-4,right_only
10.1002/celc.201600830,right_only
10.1016/j.cap.2009.01.012,right_only
10.20964/2021.06.41,right_only
10.1016/S0765-1597(01)00100-9,right_only
10.1016/j.jallcom.2020.155721,right_only
10.1149/1945-7111/abcffd,right_only
10.1016/j.ensm.2018.07.022,right_only
10.7600/jspfsm.58.395,right_only
10.1016/j.electacta.2018.10.010,right_only
10.1142/S1793604718500686,right_only
10.5232/ricyde2021.06502,right_only
10.1016/S1146-609X(99)00143-5,right_only
10.2175/106143096X128018,right_only
10.7600/jspfsm1949.52.575,right_only
10.1016/j.apsusc.2019.144876,right_only
10.1117/1.JNP.12.016009,right_only
10.7600/jspfsm.59.107,right_only
10.1016/j.electacta.2010.10.012,right_only
10.20964/2020.08.05,right_only
10.1016/j.theochem.2006.11.008,right_only
10.1016/j.apunts.7016.03.001,right_only
10.1166/sam.2014.1923,right_only
10.3920/CEP12002,right_only
10.14198/jhse.2020.154.11,right_only
10.1016/S0765-1597(01)00117-4,right_only
10.1016/j.scispo.2019.04.004,right_only
10.1590/S1517-86922010000100011,right_only
10.22621/cfn.v117i3.746,right_only
10.1590/S1517-86922011000100008,right_only
10.1007/s11051-010-0141-x,right_only
10.1111/j.1439-0426.1992.tb00668.x,right_only
10.1016/S0967-0637(02)00036-5,right_only
10.1590/1517-86922014200301879,right_only
10.7600/jspfsm1949.48.385,right_only
10.3389/fmars.2020.00426,right_only
10.3390/batteries5020046,right_only
10.1002/nafm.10366,right_only
10.1016/j.jpowsour.2015.01.049,right_only
10.1590/S1517-86922009000200010,right_only
10.1016/j.ecss.2016.02.012,right_only
10.3354/meps143173,right_only
10.1103/PhysRevB.75.195102,right_only
10.1149/2.1261712jes,right_only
10.1016/j.jembe.2005.06.017,right_only
10.1088/0022-3727/48/13/135101,right_only
10.3390/geosciences9020066,right_only
10.2306/scienceasia1513-1874.2010.36.012,right_only
10.15561/26649837.2020.0207,right_only
10.3354/meps122121,right_only
10.3354/meps09888,right_only
10.1007/s10533-005-2074-5,right_only
10.7600/jspfsm.59.191,right_only
10.1016/j.ceramint.2013.07.020,right_only
10.1016/j.jembe.2007.08.003,right_only
10.1007/s11581-016-1741-y,right_only
10.20964/2021.08.45,right_only
10.1007/s12649-016-9762-3,right_only
10.1021/acs.energyfuels.9b03049,right_only
10.1016/0022-0981(94)90068-X,right_only
10.1016/S1353-2561(03)00036-7,right_only
10.1007/s11082-019-2022-6,right_only
10.5016/1980-6574.2011v17n1p209,right_only
10.1163/156855309X420057,right_only
10.1039/c6ta11194g,right_only
10.1016/j.seppur.2014.11.046,right_only
10.1007/s10853-020-04968-x,right_only
10.1149/1.2048393,right_only
10.1016/j.poly.2006.10.032,right_only
10.1029/2001GB001461,right_only
10.1590/1517-869220172305169032,right_only
10.1051/epjap:2002035,right_only
10.5714/CL.2015.16.3.219,right_only
10.1364/OME.430751,right_only
10.1002/APP.45934,right_only
10.3354/meps163285,right_only
10.1016/0305-0491(95)02044-6,right_only
10.1002/celc.201902131,right_only
10.1016/j.jpowsour.2012.08.036,right_only
10.1016/j.elecom.2012.10.007,right_only
10.1152/ajpheart.1992.263.6.H1811,right_only
10.1016/j.hydromet.2006.03.040,right_only
10.1016/j.elecom.2008.12.017,right_only
10.1109/TCST.2015.2473821,right_only
10.1080/19424280.2011.639095,right_only
10.1111/1365-2435.13876,right_only
10.1016/j.tet.2008.07.047,right_only
10.3390/app10228076,right_only
10.1016/0300-9629(95)02068-3,right_only
10.1016/0300-9629(92)90543-Y,right_only
10.1134/S0036024419070252,right_only
10.1080/19443994.2015.1040852,right_only
10.1023/A:1004378520526,right_only
10.2118/148088-PA,right_only
10.1016/S0141-0229(98)00014-3,right_only
10.1139/cjfas-57-S3-59,right_only
10.1016/j.scispo.2016.03.002,right_only
10.1139/z92-186,right_only
10.2514/1.39798,right_only
10.7600/jspfsm.56.115,right_only
10.1016/j.electacta.2014.06.099,right_only
10.7600/jspfsm1949.50.491,right_only
10.1007/s00227-008-1016-x,right_only
10.1016/j.scispo.2011.09.003,right_only
10.1023/A:1007730308184,right_only
10.1016/j.carbon.2016.02.011,right_only
10.18494/SAM.2021.3607,right_only
10.1016/0765-1597(96)89369-5,right_only
10.1039/c8ta02090f,right_only
10.1007/BF00349133,right_only
10.1016/j.jelechem.2020.114395,right_only
10.1111/1365-2435.12882,right_only
10.1007/s11664-011-1851-2,right_only
10.1002/celc.201500386,right_only
10.1134/S0026261720030169,right_only
10.1016/j.aquaculture.2007.04.038,right_only
10.1006/jcat.1996.0377,right_only
10.1149/1945-7111/ac49d0,right_only
10.1016/j.jembe.2013.05.015,right_only
10.1111/j.1469-7998.1996.tb05293.x,right_only
10.1080/00958970500262270,right_only
10.1029/2009WR009012,right_only
10.1139/Z09-031,right_only
10.1080/00945719408001311,right_only
10.1093/icesjms/fsz060,right_only
10.7600/jspfsm1949.47.73,right_only
10.1080/19443994.2013.822331,right_only
10.1039/c5ta02674a,right_only
10.1016/S0167-2738(00)00449-5,right_only
10.1029/2020GB006623,right_only
10.1016/j.electacta.2014.10.035,right_only
10.1115/1.4037532,right_only
10.1111/1752-1688.12907,right_only
10.1002/aelm.202200078,right_only
10.1016/j.electacta.2019.04.069,right_only
10.1039/c8ta11375k,right_only
10.1016/j.seta.2014.12.008,right_only
10.1016/j.jpowsour.2014.07.099,right_only
10.1080/09593331908616667,right_only
10.1149/1945-7111/ac5ad3,right_only
10.1016/j.jpowsour.2018.09.077,right_only
10.1016/j.electacta.2011.02.083,right_only
10.1039/d2ta00324d,right_only
10.1016/j.electacta.2019.135192,right_only
10.1007/s11044-013-9384-5,right_only
10.1039/c4ra12339e,right_only
10.1007/BF00779171,right_only
10.3390/app12052649,right_only
10.1021/acssuschemeng.0c03297,right_only
10.3390/en14133812,right_only
10.1016/0009-2614(92)85200-T,right_only
10.7600/jspfsm.57.577,right_only
10.5672/apunts.2014-0983.es.(2015/3).121.06,right_only
10.2478/v10101-011-0012-7,right_only
10.1006/jfbi.2001.1767,right_only
10.1111/mms.12460,right_only
10.1111/eff.12286,right_only
10.7600/jspfsm.54.169,right_only
10.1016/j.fuel.2015.07.073,right_only
10.1016/j.porgcoat.2016.12.018,right_only
10.1016/0304-5102(93)E0225-6,right_only
10.1016/S0742-8413(96)00131-4,right_only
10.3354/meps196087,right_only
10.1002/cnma.202200027,right_only
10.1002/ente.201900488,right_only
10.1016/j.jpcs.2020.109447,right_only
10.1016/j.electacta.2019.04.032,right_only
10.1016/j.apsusc.2008.08.048,right_only
10.1055/s-0029-1233455,right_only
10.1023/A:1017017810099,right_only
10.1086/physzool.66.3.30163697,right_only
10.3354/meps203067,right_only
10.1016/j.apenergy.2016.12.129,right_only
10.29359/BJHPA.10.4.13,right_only
10.1007/BF00779170,right_only
10.1590/S1517-86922008000500005,right_only
10.1152/ajpcell.1993.265.5.C1340,right_only
10.1080/19443994.2015.1040853,right_only
10.1098/rstb.1997.0065,right_only
10.1006/anbe.2003.2250,right_only
10.1111/j.1540-8183.1996.tb00637.x,right_only
10.1016/j.apsusc.2018.08.101,right_only
10.1002/aqc.3689,right_only
10.1016/j.poly.2007.08.031,right_only
10.1111/are.12082,right_only
10.1007/s10641-021-01119-2,right_only
10.23751/pn.v23iS1.11414,right_only
10.1139/F2011-016,right_only
10.7600/jspfsm1949.47.199,right_only
10.1007/s12274-021-3564-z,right_only
10.1016/j.carbon.2015.09.057,right_only
10.1149/2.1011915jes,right_only
10.1016/j.jssc.2006.12.014,right_only
10.1016/j.carbon.2013.04.038,right_only
10.1016/j.jpowsour.2020.228590,right_only
10.1166/jmihi.2020.3062,right_only
10.1016/j.nanoen.2016.02.004,right_only
10.1111/j.1600-0706.2011.19380.x,right_only
10.1016/j.jpowsour.2019.01.079,right_only
10.1016/S1886-6581(07)70031-2,right_only
10.3354/meps197067,right_only
10.1016/j.electacta.2018.09.023,right_only
10.1007/s11332-020-00634-6,right_only
10.1139/F07-079,right_only
10.1039/c2ta00351a,right_only
10.1111/j.1365-2109.2005.01347.x,right_only
10.1016/j.scispo.2007.06.009,right_only
10.1007/s10499-013-9716-8,right_only
10.1021/acsaem.0c01479,right_only
10.1519/SSC.0000000000000188,right_only
10.1016/j.apsusc.2020.146685,right_only
10.1002/jctb.5354,right_only
10.3390/su7010195,right_only
10.1007/s002270050714,right_only
10.1016/j.molstruc.2011.06.026,right_only
10.1007/s00227-013-2365-7,right_only
10.1017/S009483730001397X,right_only
10.1086/physzool.65.3.30157967,right_only
10.1021/acs.energyfuels.0c00999,right_only
10.1016/j.scispo.2007.06.010,right_only
