txt_file,o2_uptake,vo2_units,gas_collection_methods,estimated_vo2,gas_data
s00421-018-4034-5,True,False,False,False,m
ag.2017.001,True,True,True,False,y
journal.pone.0167263,True,True,True,False,y
jcm7090272,True,False,False,False,m
japplphysiol.00353.2015,True,True,False,False,m
s00421-010-1719-9,True,True,False,True,m
bf00421649,True,False,True,False,y
j.jjcc.2016.01.002,True,True,True,False,y
19390211.2018.1472708,True,True,False,False,m
j.jvs.2004.06.025,True,True,False,False,m
1414-431x20176400,True,True,False,False,m
ijspp.2016-0557,True,False,True,False,y
jhse.2011.62.13,True,False,False,False,m
bf01875590,False,False,False,False,n
s00421-011-2068-z,True,True,False,False,m
pes.2013-0152,True,True,True,False,y
nu11010179,True,True,False,False,m
00005768-199804000-00007,True,False,False,False,m
thx.43.11.911,True,False,True,True,y
euhj.1998.1447,True,True,False,True,m
apnm-2017-0097,True,True,True,False,y
s00421-009-1182-7,True,True,False,False,m
j.ebiom.2019.10.017,True,True,False,False,m
oajsm.s39688,True,True,True,True,y
bf00377697,True,True,True,False,y
jsc.0000000000002374,True,True,False,False,m
ijspp.8.1.70,True,False,True,False,y
sj.sc.3102054,True,True,False,False,m
psyp.12868,True,True,True,False,y
s40798-016-0057-9,True,True,False,True,m
fphar.2016.00150,True,True,True,False,y
bjsm.28.4.261,True,True,True,False,y
s00421-012-2396-7,False,False,False,False,n
s00421-004-1086-5,True,False,False,False,m
ajrccm.162.5.2003057,True,False,True,False,y
bf00626607,True,False,False,False,m
01.cir.101.10.1152,True,False,True,False,y
japplphysiol.00314.2020,True,True,True,False,y
s00227-014-2526-3,True,False,False,False,m
fphys.2021.627320,True,True,False,True,m
1742-4755-5-10,True,True,False,False,m
japplphysiol.00201.2019,True,False,False,False,m
s00421-007-0525-5,True,True,True,True,y
jeb.099432,True,False,False,True,m
pl00013801,True,True,False,False,m
jbc.m207229200,True,True,False,True,m
1471-244x-11-188,True,True,True,True,y
000444145,True,True,False,False,m
journal.pone.0194843,True,True,False,False,m
apnm-2018-0101,True,True,False,False,m
s00421-021-04677-6,True,True,True,False,y
nu13103556,True,False,True,True,y
01.cir.0000048143.25023.87,False,False,False,False,n
jcm9051380,True,True,False,True,m
s1517-86922013000300001,True,True,False,False,m
bhk-2018-0005,True,True,False,True,m
s41598-021-91565-w,True,True,True,False,y
s12966-021-01096-w,True,True,False,False,m
apnm-2016-0518,True,True,False,False,m
s00421-014-2914-x,True,True,True,False,y
01.cir.74.2.245,True,True,False,True,m
cj.a2018.0099,True,False,False,False,m
j.niox.2014.09.158,True,True,False,False,m
00004356-200509000-00006,True,True,False,True,m
s00421-021-04808-z,True,True,True,True,y
s40064-016-1845-x,True,True,False,False,m
s00244-006-0051-1,True,False,False,False,m
s00421-002-0696-z,True,True,False,False,m
bf02783171,True,True,False,False,m
jsc.0b013e318234e872,True,True,False,True,m
fphys.2020.600888,True,False,False,False,m
1414-431x20187837,True,True,True,False,y
jeb.078196,True,False,True,False,y
bf00776597,True,True,False,False,m
jab.2016-0071,True,True,False,False,m
tcst.2007.912116,True,False,True,True,y
s004210050255,True,False,False,False,m
s00421-015-3280-z,True,True,True,False,y
bjsm.2005.018101,True,True,True,False,y
s00421-021-04768-4,True,True,True,False,y
s004210050533,True,False,False,False,m
01.cir.80.4.769,True,True,True,True,y
s11332-018-0480-z,True,False,False,False,m
s00421-020-04407-4,True,True,True,False,y
bjsm.2004.016550,True,True,True,False,y
s00421-002-0678-1,True,False,False,False,m
s00360-007-0156-5,True,False,False,False,m
ijerph182111323,True,True,False,False,m
ijerph182111445,True,True,True,True,y
ajpendo.2000.278.2.e316,True,False,False,False,m
0733464817746757,True,True,False,True,m
jme-16-0078,True,False,False,False,m
jcj.64.27,False,False,False,False,n
metabo11120828,True,True,False,False,m
mss.0000000000001195,True,False,False,False,m
s004210050269,True,True,True,False,y
1062-6050-49.5.04,True,True,False,True,m
s00421-012-2374-0,True,True,True,False,y
fneur.2019.00654,True,True,False,False,m
srep09403,True,False,False,False,m
sc.1995.93,True,False,False,False,m
ajpregu.00031.2019,True,True,True,True,y
02701367.2013.784720,True,False,True,False,y
s00421-008-0688-8,True,True,False,False,m
j.rmed.2014.12.002,True,True,False,True,m
fphys.2017.00868,True,True,True,True,y
01.cir.22.4.559,True,False,False,False,m
s00421-006-0342-2,True,False,True,True,y
ijerph18052401,True,True,True,False,y
j.rmed.2005.12.001,True,True,True,False,y
bf00636603,True,False,False,False,m
j.rmed.2016.11.015,True,False,True,True,y
nu12092832,True,False,True,False,y
sj.sc.3101776,True,True,False,False,m
japplphysiol.01042.2017,True,True,False,False,m
apnm-2015-0562,True,False,False,False,m
0018720817730179,True,False,False,False,m
fphys.2021.665462,True,True,True,False,y
s40064-015-1041-4,True,True,False,False,m
fphys.2018.00021,True,True,True,False,y
oajsm.s45024,True,True,True,False,y
dao02056,True,False,False,True,m
fped.2021.802645,True,True,True,False,y
ijspp.2014-0075,True,True,False,False,m
s004210050240,True,False,False,False,m
mcb.00980-07,True,False,False,False,m
apnm-2015-0238,True,True,False,False,m
respcare.06363,True,False,False,False,m
physiolsci.rp011906,True,True,False,False,m
ahs.v13i1.2,True,True,False,True,m
fphys.2018.01465,True,True,True,True,y
0309364613490444,True,True,False,True,m
bjsm.27.2.107,True,True,False,False,m
s00380-005-0824-x,True,False,True,False,y
s00421-005-1330-7,True,True,True,False,y
bmjdrc-2015-000124,True,True,True,False,y
jeb.000992,True,False,False,False,m
s00421-010-1484-9,True,True,False,False,m
01.mss.0000084422.49491.2c,True,False,True,False,y
s00421-009-1254-8,True,True,False,False,m
s12902-019-0394-z,True,True,True,True,y
fphys.2021.712629,True,True,True,False,y
j.bbi.2007.12.003,True,True,False,False,m
bf00374176,True,False,False,False,m
01.cir.33.2.249,True,False,False,False,m
euhj.2000.2425,True,True,True,True,y
ijerph19052927,True,True,False,False,m
journal.pone.0144691,True,True,False,False,m
meps11780,True,False,False,False,m
bjsm.33.1.14,True,True,True,False,y
copd.s285812,True,True,True,False,y
journal.pone.0255724,True,True,True,True,y
a-1686-9068,True,True,True,True,y
bf02337178,True,False,False,False,m
s00198-019-04908-9,False,False,False,False,n
sj.ijo.0801037,True,True,False,False,m
s1413-35552008000300006,True,True,True,False,y
s00421-014-2895-9,True,True,True,False,y
bf00808445,True,False,False,False,m
jcem.84.7.5853,True,False,False,False,m
pl00013800,True,False,False,False,m
j.neuroimage.2013.06.062,True,False,False,False,m
s12967-021-02819-0,True,True,False,False,m
01.cir.0000049746.29175.3f,True,False,False,False,m
sms.12246,True,True,True,False,y
jpa2.30.29,True,False,False,False,m
sj.sc.3101206,True,True,True,False,y
arm.2012.36.3.379,True,False,False,False,m
108680810x12674612014905,True,False,False,False,m
ajcn.2009.28162,True,True,False,False,m
s00421-008-0850-3,True,True,True,True,y
bjsm.18.3.212,True,False,True,False,y
nu8040223,True,True,True,True,y
09031936.94.07010023,True,True,False,False,m
circulationaha.106.174375,True,False,True,True,y
s00421-005-0117-1,True,True,True,True,y
jssm.2021.310,True,True,True,True,y
hr.2016.177,False,False,False,False,n
j.cardfail.2010.02.006,True,True,True,True,y
j.rmed.2010.05.016,True,True,False,True,m
journal.pone.0080348,True,True,True,False,y
s00221-007-1240-5,True,False,False,False,m
medicina57101117,True,True,True,True,y
s00421-017-3708-8,True,False,True,True,y
01.hyp.33.6.1385,True,True,False,False,m
s11325-017-1477-6,True,True,False,False,m
bjsm.2006.026989,True,False,True,False,y
bf00377696,True,True,True,True,y
fphys.2019.00650,True,True,True,False,y
s004210050056,True,True,True,False,y
bjn19950072,True,False,False,False,m
00003495-198427010-00003,False,False,False,False,n
k.52.1.2,True,True,True,True,y
bjsm.2006.030866,True,False,False,False,m
ijgm.s5533,True,True,False,True,m
s00421-008-0969-2,True,True,True,False,y
s00421-011-2304-6,True,True,True,False,y
s00421-005-1332-5,True,True,False,False,m
16501977-2343,True,False,True,False,y
sleep.3770,True,True,True,False,y
s00421-009-1038-1,True,True,False,False,m
09031936.98.12051040,True,True,False,False,m
bf02505805,True,True,True,False,y
japplphysiol.00218.2017,True,True,True,False,y
s00421-006-0143-7,True,True,False,False,m
j.bbi.2010.07.239,True,True,True,False,y
s00167-015-3709-2,False,False,False,False,n
mss.0000000000001355,True,True,False,True,m
0309364615588344,True,True,True,True,y
nu8030049,True,True,True,False,y
s11357-014-9665-9,True,False,True,False,y
s40814-021-00941-w,True,True,False,False,m
1471-2474-15-163,True,False,True,False,y
s00421-004-1296-x,True,False,False,False,m
j.rmed.2013.04.009,True,False,True,False,y
s00421-019-04138-1,True,False,False,False,m
sc.2015.33,True,True,True,False,y
1743-7075-7-65,True,True,True,False,y
j.niox.2014.10.006,True,True,True,False,y
nu9020167,True,True,True,False,y
2047487318776079,True,False,False,False,m
c6fo00611f,True,True,True,True,y
jpa2.26.59,True,True,False,True,m
bjsm.2002.004374,True,True,True,True,y
ajpheart.00818.2016,True,False,False,False,m
s004210050678,True,True,False,False,m
apnm-2015-0614,True,True,True,True,y
ijerph16234858,True,True,True,True,y
s00421-015-3264-z,True,True,False,True,m
s00421-003-0937-9,True,True,True,False,y
j.medengphy.2015.02.001,True,False,True,False,y
journal.pone.0059561,True,False,False,False,m
fphys.2019.00730,True,True,True,False,y
ijerph18030870,True,True,True,False,y
journal.pone.0070865,True,True,False,True,m
journal.pone.0031187,True,False,True,False,y
s004210050650,True,True,True,False,y
psm.2011.05.1897,True,True,False,True,m
s00421-009-0982-0,False,False,False,False,n
bjsm.21.1.18,True,False,False,False,m
j.jelekin.2010.09.002,True,True,False,True,m
bf02524798,False,False,False,False,n
s21072535,True,True,True,True,y
s00508-020-01635-8,True,True,False,False,m
pku.whxb20090934,True,False,False,False,m
jbc.m407120200,True,False,False,True,m
mss.0000000000001553,True,True,False,True,m
fpsyt.2014.00119,True,True,True,False,y
fphys.2021.693733,True,True,False,True,m
s00421-006-0348-9,False,False,False,False,n
japplphysiol.01141.2014,True,False,True,True,y
17461391.2020.1867650,True,False,True,True,y
jbc.ra118.006684,True,False,False,False,m
bjsm.2008.056085,True,True,True,False,y
s00421-016-3351-9,False,False,False,False,n
27.29.pms.118k28w7,True,True,False,True,m
s10484-011-9156-z,True,False,False,False,m
fphys.2020.558910,True,True,False,True,m
mss.0000000000001209,True,True,False,False,m
s00421-010-1455-1,True,True,True,False,y
s00421-016-3449-0,True,True,True,True,y
s12283-017-0249-7,True,False,False,False,m
s00421-010-1410-1,True,False,False,False,m
fphys.2015.00354,True,True,True,False,y
s00421-012-2430-9,True,True,True,True,y
j.physbeh.2017.05.014,True,True,True,False,y
journal.pone.0255308,True,True,True,True,y
s00421-014-2980-0,True,True,True,True,y
s-0033-1355381,False,True,False,False,n
s004210000259,True,True,True,False,y
j.niox.2017.05.005,True,True,True,False,y
s004210050308,True,True,True,True,y
bf00357618,True,False,False,False,m
fphys.2018.01539,True,True,False,False,m
hcr.0000000000000156,True,True,False,False,m
ijspp.2020-0856,True,False,False,True,m
s00520-012-1600-y,True,False,False,False,m
ijspp.2016-0185,True,True,True,True,y
s0066-782x2010000100012,True,True,False,False,m
09031936.00193411,True,True,False,True,m
jsc.0000000000003447,True,True,True,True,y
fphys.2018.00155,True,True,True,False,y
bf01313429,False,False,False,False,n
fphys.2018.01505,True,False,True,True,y
s004210050334,False,False,False,False,n
bf00315417,False,False,False,False,n
s00421-007-0652-z,True,True,False,False,m
s00360-009-0344-6,True,False,False,True,m
1414-431x20154529,True,True,False,False,m
bjsm.2006.032334,True,True,False,False,m
journal.pone.0201598,True,True,True,True,y
nu11020440,True,False,False,False,m
ejcn.2009.100,True,True,False,False,m
j.apmr.2013.03.018,True,False,True,False,y
biology11040573,True,True,False,False,m
s00421-006-0147-3,True,True,False,False,m
jcm10194527,True,True,True,False,y
ijspp.2017-0620,True,True,True,False,y
bf00334426,True,False,False,False,m
meta.2002.34028,True,True,False,False,m
internalmedicine.49.3094,True,True,True,True,y
circulationaha.112.094292,True,False,False,False,m
bf00699625,True,False,True,False,y
tad-2005-17207,True,True,False,True,m
bf00640636,True,True,True,True,y
hcr.0000000000000181,True,True,True,False,y
s00431-013-2025-4,True,True,False,True,m
nu8040196,True,True,True,True,y
s00421-020-04374-w,True,False,True,False,y
jc.2017-01561,True,True,False,False,m
hrt.34.9.919,True,False,False,False,m
fphys.2019.01189,True,True,False,True,m
s00421-020-04459-6,True,True,True,False,y
s0100-879x2006000200018,True,True,False,False,m
pteridines-2019-0003,True,True,False,False,m
00005768-199910000-00010,False,False,False,False,n
s0066-782x2010005000155,True,True,True,False,y
ap.12015,True,False,True,False,y
s0007114513001001,True,False,True,False,y
nu11030690,True,True,True,True,y
mss.0000000000000301,True,False,True,True,y
02640414.2020.1792115,True,True,True,False,y
s00421-011-1890-7,True,False,False,False,m
s00421-021-04601-y,True,False,False,False,m
s00421-007-0530-8,True,False,True,False,y
2047487318777777,True,True,True,False,y
s1677-55382008000300007,True,True,True,False,y
j.cmet.2018.12.007,True,True,False,False,m
bjsm.31.3.235,True,False,False,False,m
bf00863392,True,False,False,False,m
apnm-2019-0062,True,True,True,True,y
hrt.2003.026567,True,True,False,False,m
bf00334418,True,True,False,False,m
jeb.154245,True,False,True,True,y
jc.2015-1339,True,False,False,False,m
ijspp.4.1.29,True,True,True,True,y
s004210050493,True,False,False,False,m
bjsm.25.1.38,True,True,False,False,m
apnm-2016-0335,True,True,True,False,y
23120541.00314-2021,True,True,False,False,m
jappl.1998.85.4.1556,True,True,False,True,m
mss.0b013e3181fb3793,True,False,True,False,y
23120541.00101-2016,True,True,True,False,y
1414-431x20186486,True,True,True,False,y
2060.104.2017.1.6,True,True,False,False,m
s000180050086,False,False,False,False,n
s00421-009-1320-2,True,True,True,False,y
dc12-2467,True,False,True,False,y
jappl.1999.87.2.491,True,True,True,False,y
jsc.0b013e31818efc1a,False,False,False,False,n
s0100-879x2005000700018,True,True,False,False,m
journal.pone.0139056,True,True,False,False,m
s00421-015-3167-z,True,False,False,False,m
journal.pone.0052191,True,True,False,False,m
jsc.0b013e3182a73c0e,True,True,False,True,m
bf00421514,True,False,False,False,m
journal.pone.0191870,True,False,False,True,m
circheartfailure.109.879684,True,True,False,False,m
s00520-002-0400-1,True,False,False,False,m
s00421-002-0781-3,True,True,False,False,m
jpts.26.1631,True,True,True,False,y
s00421-013-2607-x,False,False,False,False,n
s1368980015002566,True,True,False,True,m
s004210050450,True,False,False,False,m
adc.65.8.865,True,True,False,True,m
japplphysiol.01137.2017,True,True,True,False,y
s004210100501,True,False,False,False,m
bf00618488,True,False,False,False,m
s00134-014-3218-7,True,False,False,False,m
bf00298719,True,False,False,False,m
mss.0b013e31824079d0,True,False,True,False,y
fphys.2021.631637,True,True,True,False,y
fphys.2018.00143,True,True,True,True,y
ptj.20110310,True,True,True,False,y
s0007114508975619,True,False,False,False,m
chest.123.5.1416,True,True,True,False,y
circoutcomes.110.939371,True,False,False,False,m
s00421-002-0637-x,True,True,True,True,y
01.cir.79.3.491,True,True,False,True,m
s41467-019-13869-w,False,False,False,False,n
s00421-014-2993-8,True,True,True,False,y
sc.2017.34,True,True,True,True,y
mss.0b013e318279a9f2,True,True,True,False,y
s-0035-1569284,True,True,False,False,m
s00424-006-0082-5,True,True,True,True,y
ijspp.2019-0987,True,True,True,False,y
1880-6805-32-6,True,False,False,False,m
s00421-009-1296-y,True,True,False,False,m
s00421-017-3745-3,True,True,False,False,m
s00421-019-04241-3,True,False,False,False,m
circimaging.114.002487,True,False,True,False,y
s00421-021-04636-1,True,False,False,False,m
s13300-021-01005-1,True,False,False,False,m
nu10101558,True,True,False,True,m
j.physbeh.2017.08.009,True,False,True,False,y
s-0033-1333748,True,True,True,True,y
s00421-010-1582-8,True,False,True,False,y
01.cir.62.1.55,True,True,True,True,y
s00421-009-1322-0,True,True,True,False,y
1743-0003-11-71,True,False,True,True,y
s00421-002-0681-6,False,False,False,False,n
smj.0000000000000282,True,True,False,True,m
sj.sc.3100907,True,True,True,False,y
bjsports-2017-097982,True,True,False,True,m
mss.0000000000001223,True,True,True,False,y
bjsm.2005.017806,True,True,False,True,m
2060.103.2016.3.1,True,True,True,True,y
s11332-019-00543-3,False,False,False,False,n
jci.insight.158037,True,False,False,True,m
j.metabol.2008.01.005,True,True,False,False,m
s-2007-972897,True,True,False,False,m
s004210050134,True,False,False,False,m
bf02425484,True,False,False,False,m
nu14010149,True,True,True,False,y
journal.pone.0151671,True,True,False,True,m
ijerph17249554,True,True,True,False,y
sj.ijo.0802845,True,True,False,False,m
biology11010144,True,False,False,False,m
s00421-011-2191-x,True,True,False,False,m
j.metabol.2022.155178,True,False,False,False,m
s00421-008-0961-x,True,True,False,False,m
nu7075219,True,True,True,False,y
ijerph182412958,True,True,True,False,y
journal.pone.0180216,True,False,False,False,m
bf00626770,False,False,False,False,n
sc.2011.129,True,True,False,True,m
s00221-018-5364-6,True,True,True,False,y
bf02937421,True,False,True,False,y
fphys.2019.01362,True,True,False,True,m
j.rmed.2009.04.015,True,True,False,False,m
journal.pone.0196299,True,True,True,False,y
j.wem.2013.06.007,True,True,False,False,m
fphys.2020.607302,True,True,True,False,y
s00421-002-0706-1,True,True,True,False,y
bf00375054,True,False,False,False,m
journal.pone.0125053,True,True,True,False,y
ec-17-0323,True,False,True,False,y
journal.pone.0226290,True,False,True,False,y
japplphysiol.01437.2012,True,True,False,False,m
s00421-011-2285-5,True,True,True,False,y
bf03324987,True,False,False,False,m
heart.86.2.183,True,True,True,False,y
s0100-879x2005000900011,True,False,False,False,m
sc.2015.19,True,False,True,True,y
j.jspd.2016.06.002,False,False,False,False,n
s00223-003-0070-0,True,True,True,False,y
dhm48.1.40-44,True,False,False,False,m
sms.13199,True,True,False,False,m
jeb.00927,True,False,False,False,m
ajpendo.1998.274.3.e510,True,False,False,False,m
h2012-077,True,False,True,False,y
circj.71.1418,True,True,False,False,m
s00421-002-0687-0,True,True,True,True,y
j.msard.2018.12.018,True,False,True,False,y
s18010264,True,False,False,False,m
ijms21228531,True,True,True,False,y
hukin-2018-0014,True,True,True,False,y
jappl.1997.82.5.1411,True,True,True,False,y
bf02396575,True,True,True,False,y
01.mss.0000142411.27685.72,True,True,True,False,y
nu8100639,True,True,False,False,m
16000617.0101-2018,True,True,True,True,y
sj.ijo.0801586,True,True,False,True,m
nre-192792,True,True,True,True,y
s00421-016-3422-y,True,False,False,False,m
j.nut.2015.06.013,True,False,True,False,y
apnm-2013-0263,True,True,True,False,y
bf00599516,True,False,False,False,m
j.resp.2018.11.008,True,False,False,False,m
s00421-016-3467-y,True,False,False,False,m
s13102-022-00455-9,True,True,True,False,y
hr.2011.78,True,True,True,False,y
01.cir.88.4.1456,True,True,False,False,m
jc.2008-0368,True,True,False,True,m
ijspp.2017-0597,True,True,True,True,y
bf00626610,True,True,False,False,m
journal.pone.0238051,True,True,False,False,m
fpsyg.2019.03026,True,False,False,True,m
s00421-006-0242-5,True,True,False,True,m
fgene.2021.736876,True,False,False,False,m
journal.pone.0104710,True,True,False,False,m
ijspp.2018-0818,True,True,True,True,y
nu7010293,True,True,True,False,y
j.jsams.2011.05.001,True,False,False,True,m
s00421-017-3741-7,True,True,False,True,m
s004210050281,True,False,False,False,m
s00467-009-1259-x,True,False,True,True,y
journal.pone.0161375,True,True,True,False,y
nu13113746,True,True,False,False,m
bf00421448,True,False,False,False,m
09031936.02.00492001,True,True,True,False,y
fphys.2016.00564,True,True,False,False,m
ijsnem.2018-0054,True,True,False,False,m
milmed-d-14-00363,True,False,False,False,m
bmjopen-2018-028749,True,True,True,False,y
s40279-021-01476-z,True,True,True,False,y
fphys.2018.00962,True,False,False,False,m
pl00013802,True,True,True,False,y
s00774-018-0947-7,True,True,False,False,m
tjem.238.33,True,False,True,False,y
00913847.2015.1037231,True,True,False,False,m
jbc.m109.030130,True,False,False,False,m
s00421-020-04347-z,False,False,False,False,n
s0100-879x2006005000046,True,True,False,False,m
09031936.00069408,True,False,True,True,y
ajpregu.00396.2016,True,True,True,True,y
jospt.2002.32.7.347,True,False,False,False,m
bio.051581,True,False,True,False,y
s00484-019-01791-1,True,True,True,False,y
ijspp.2019-0367,True,True,True,True,y
ijgm.s355589,True,True,True,True,y
s00421-009-1237-9,False,False,False,False,n
hjh.0000000000002002,True,False,False,False,m
hukin-2015-0112,True,False,False,False,m
s00586-010-1561-0,True,True,False,True,m
s40798-016-0060-1,True,True,True,False,y
jeb.064543,True,False,False,True,m
s0022-4707.16.06644-5,True,True,True,False,y
ijerph17207559,True,True,False,False,m
ijerph18115760,True,True,True,False,y
pes.2018-0218,True,True,True,False,y
s004210100461,True,True,True,True,y
journal.pone.0114729,True,True,True,False,y
s004210000313,True,True,False,False,m
bjsm.2005.019208,True,True,True,False,y
acs.jproteome.6b00892,True,True,False,False,m
s12970-017-0172-0,True,True,True,True,y
ijerph19084422,True,True,True,False,y
fphys.2019.00450,True,True,True,False,y
s00421-011-2186-7,True,True,False,False,m
hrt.78.1.39,True,False,False,False,m
metabo10030087,True,True,True,False,y
nur.20042,True,False,False,False,m
s00380-018-1138-0,True,False,False,False,m
s00421-004-1166-6,True,True,True,True,y
s00421-010-1785-z,False,False,False,False,n
s00421-009-1027-4,True,False,False,False,m
ajpendo.00134.2001,True,True,False,True,m
ijerph18052371,True,True,True,False,y
09031936.00110108,True,False,False,False,m
bjsm.2004.017103,True,True,True,False,y
k.50.2.13,True,True,False,False,m
mss.0b013e3181c37458,True,True,True,False,y
j.1399-3003.2000.16f10.x,True,True,False,False,m
milmed-d-11-00225,True,True,False,True,m
j.scispo.2014.07.012,True,True,False,True,m
ijsnem.2015-0345,True,True,False,False,m
hypertensionaha.112.197780,True,True,False,False,m
2047487320921317,True,True,False,False,m
s00421-021-04843-w,True,True,True,False,y
s00421-009-1239-7,True,False,False,True,m
sc.2011.97,True,True,True,False,y
journal.pone.0201389,True,True,True,True,y
ijspp.2015-0076,True,True,True,False,y
sc.2015.120,True,True,True,False,y
1475-925x-13-145,True,False,True,True,y
bf00423289,True,True,False,True,m
bj2450551,True,False,False,False,m
sports5040089,True,True,False,False,m
036.103.2016.2.9,True,True,True,False,y
s00360-008-0265-9,False,False,False,False,n
ijspp.2018-0399,True,True,False,False,m
s00421-016-3406-y,True,True,False,False,m
s00421-016-3517-5,True,True,True,False,y
journal.pone.0052769,True,True,True,False,y
thx.35.5.347,True,True,True,True,y
jwh.2010.2042,True,False,False,False,m
bf00599701,True,True,True,True,y
s41394-020-00346-6,True,False,True,False,y
apnm-2021-0563,True,True,False,True,m
ijo.2015.215,False,False,False,False,n
rspb.2015.0025,True,False,False,False,m
s00421-009-1345-6,True,False,False,False,m
fphys.2021.702439,True,True,True,False,y
ijerph19063535,True,True,True,True,y
s00421-014-2977-8,True,True,True,True,y
fpubh.2021.666019,True,True,True,False,y
s00421-009-1300-6,False,False,False,False,n
journal.pone.0257124,True,True,True,True,y
bmj.311.7001.361,False,False,False,False,n
s12970-019-0318-3,True,True,True,False,y
apnm-2016-0240,True,True,False,False,m
fphys.2018.00963,True,False,True,False,y
journal.pone.0135057,True,True,False,True,m
s00421-002-0717-y,True,False,False,False,m
s00421-012-2427-4,True,False,True,False,y
app11178062,True,True,True,False,y
sj.sc.3101946,True,False,True,True,y
bf00430222,False,False,False,False,n
s00394-015-0977-z,True,True,True,True,y
s00392-017-1133-y,True,True,False,False,m
healthcare9060637,True,False,True,True,y
02640410801930200,True,False,True,False,y
pes.24.3.347,True,True,True,False,y
a-0997-6650,True,True,True,True,y
s00408-012-9432-6,True,True,False,True,m
s00592-007-0251-9,True,False,False,False,m
hcr.0000000000000551,True,True,True,False,y
1550-2783-7-28,True,True,False,False,m
j.rmed.2005.03.007,True,True,True,False,y
s00421-004-1075-8,True,False,True,False,y
01.cir.0000138398.77550.62,True,False,False,False,m
s00421-008-0820-9,True,True,True,True,y
bf03033271,False,False,False,False,n
63328,True,False,False,True,m
s1413-35552007000400008,True,True,True,True,y
fphys.2022.850768,True,True,True,False,y
1550-2783-7-14,True,False,False,False,m
hrt.61.1.23,True,False,False,True,m
fphys.2017.00499,True,False,True,False,y
fphys.2020.00197,True,True,False,False,m
s0007114521002208,True,False,False,False,m
s10103-016-2011-y,True,True,True,True,y
jea.je20130076,True,False,False,True,m
02640410802676687,True,True,False,True,m
apha.12529,True,False,True,False,y
2052-1847-6-2,True,False,True,False,y
s00421-010-1615-3,True,True,False,True,m
milmed.173.9.817,True,True,False,False,m
hrt.55.5.439,True,True,False,True,m
s40618-021-01699-x,True,False,False,False,m
jpa.23.163,True,True,False,False,m
bmjopen-2013-004094,True,True,False,False,m
02640414.2021.1880171,True,True,False,False,m
ptj.20070022,True,True,True,False,y
copd.s35637,True,True,True,True,y
ijerph14050473,True,True,True,False,y
metabo9100230,True,True,False,False,m
mbp.0000000000000508,True,True,False,False,m
s41598-021-91618-0,True,True,True,False,y
ppul.21418,True,True,False,False,m
bf00635876,True,False,False,False,m
jbc.273.45.29530,True,False,False,True,m
hrt.2003.028167,True,True,False,False,m
jcm10112423,True,True,True,True,y
jc.2013-1229,True,True,False,False,m
fjc.0b013e3181911913,True,True,False,True,m
nu9020164,True,True,True,False,y
j.ebiom.2022.103842,True,False,False,False,m
s00421-007-0403-1,True,False,False,False,m
00007256-200737040-00031,True,False,False,False,m
s00421-004-1285-0,True,False,True,False,y
sc.2015.30,True,True,False,True,m
j.ejcts.2010.01.008,True,True,True,False,y
journal.pone.0165310,True,True,True,False,y
s11010-011-0864-8,True,False,False,False,m
journal.pone.0220192,True,True,True,False,y
journal.pone.0237388,True,True,True,True,y
s00421-002-0622-4,True,False,False,False,m
nu13010058,True,False,True,False,y
s00246-002-0046-2,True,True,False,False,m
bjsm.37.2.140,True,False,True,False,y
ihj.16-015,True,True,False,False,m
sj.ijo.0800909,True,True,False,True,m
fphys.2021.599514,True,False,True,False,y
thx.47.12.1019,True,False,False,False,m
16501977-1098,True,True,True,True,y
2052-1847-6-21,True,False,True,True,y
ijms21145162,True,True,True,False,y
mss.0b013e3181d479f2,True,True,True,True,y
ajpendo.00059.2019,True,False,False,False,m
bjsm.21.1.27,True,False,False,True,m
bjsm.20.1.27,True,True,False,False,m
fphys.2018.01738,True,True,True,False,y
bjsm.37.2.154,True,True,False,False,m
1550-2783-5-11,True,True,False,True,m
bf00999940,True,True,False,False,m
s004210050647,True,False,False,False,m
sam.2021.3607,True,False,False,True,m
circimaging.110.962571,True,False,True,False,y
s00415-016-8310-1,True,True,True,False,y
fphys.2018.01062,True,True,True,True,y
1472-6874-14-62,True,True,False,False,m
heartjnl-2019-314797,True,True,True,True,y
bf00379055,True,True,False,False,m
nu12030843,True,True,False,False,m
h11-097,True,True,True,False,y
s00421-008-0682-1,True,False,False,True,m
23120541.00825-2020,True,True,True,False,y
bjsm.2006.026815,True,False,True,False,y
ptj.20060351,True,True,False,False,m
s00421-004-1048-y,True,False,False,False,m
nu14040780,True,True,True,False,y
fphys.2015.00419,True,True,False,False,m
jsc.0000000000001910,True,True,False,False,m
s40798-021-00382-y,True,False,False,False,m
19390211.2020.1811443,True,True,False,True,m
j.jcf.2004.11.004,True,False,True,True,y
17461391.2020.1771428,True,True,True,True,y
s00421-012-2521-7,False,False,False,False,n
j.jsams.2020.09.011,True,True,False,False,m
ajpendo.00126.2018,True,False,False,False,m
jhse.2014.94.05,True,True,True,False,y
jcm9061889,True,True,False,True,m
bf01015222,True,False,False,False,m
hrt.78.6.564,True,True,False,False,m
bjsm.27.4.237,True,True,False,False,m
s00421-003-0935-y,True,True,False,False,m
s004210050479,True,False,False,False,m
s00431-021-04029-8,True,True,False,True,m
bjsm.33.5.352,True,True,False,True,m
s00421-016-3483-y,False,False,False,False,n
sc.2010.139,True,True,False,True,m
02640414.2018.1487115,True,False,True,True,y
