doi_suffix,mc_db,mc_db_text
ajpregu.00258.2015,False,False
s-2003-37201,False,False
jsc.0000000000000406,False,False
phy2.14916,False,False
h02-033,False,False
ppul.20073,False,False
s0022-3476_._88_._80059-3,False,False
oxfordjournals.eurheartj.a060482,['mixing chamber'],"['mnnesoabostatitisticsuseron01august2022 10 watts. respiratory gases were measured with various systems and all had to be sampled at least every 30 s. four centres used a breath by breath system (cpx of medical graphic corporation), the others used a MIXING CHAMBER (sensormedics horizon ii, ergoscreen jaeger, oxycon mijnhardt). the following graphs were constructed with appropriate scales: minute ventilation (ve) plotted against time; carbon dioxide production (vco2) plotted against time; respiratory exchange ']"
chest.120.4.1218,False,False
s41598-020-76008-2,False,False
00005768-199804000-00002,False,False
j.1399-3003.1999.14b05.x,False,False
mss.0000000000002894,False,False
bjsm.2009.061325,False,False
jospt.1998.27.2.154,False,False
s00421-009-1263-7,False,False
j.nutres.2004.02.001,False,False
02640414.2017.1374707,False,False
00005768-199905000-00015,False,False
journal.pone.0186926,False,False
japplphysiol.00537.2016,False,False
japplphysiol.00722.2009,False,False
oby.2003.38,False,False
jappl.2001.90.6.2319,False,False
japplphysiol.00779.2011,False,False
j.jelekin.2015.08.006,False,False
mbp.0000000000000255,False,False
ijspp.2020-0517,False,False
japplphysiol.00607.2004,False,False
bjsm.34.4.297,False,False
01.mss.0000142403.93205.35,False,False
jsc.0000000000001122,['mixing chamber'],"['ting data. participants wore a head unit and mouth piece that stabilized a one-way valve around their mouth. breath-by-breath oxygen and carbon dioxide values were analyzed through a sampling line after the gases pass through a heated pneumotach and MIXING CHAMBER. repeated sprint ability testing. the participants performed a4 minute warm-up at a selfselected intensity interspersed with 4 submaximal sprints lasting 4 to 6 seconds on a cycle ergometer. after the warm-up, participants were asked to perform 3 ma']"
s00421-015-3128-6,False,False
16501970213238,False,False
japplphysiol.00606.2004,False,False
journal.pone.0154135,False,False
s00421-006-0214-9,False,False
01.mss.0000228942.55152.84,False,False
journal.pone.0235567,False,False
annalsats.201309-311oc,False,False
j.1600-0838.2008.00778.x,False,False
mss.0000000000002857,False,False
ajpregu.00028.2007,False,False
s10286-010-0096-0,False,False
02640414.2012.718091,False,False
j.jsams.2019.05.001,False,False
apnm-2013-0503,False,False
10715760400013763,False,False
ijerph17093190,False,False
mss.0b013e3181d322dd,False,False
s00421-013-2625-8,False,False
s0899-9007_._01_._00522-6,False,False
ejcn.2014.245,False,False
j.resp.2011.12.004,False,False
fonc.2021.744609,False,False
ep088354,False,False
ihj.21-377,False,False
diacare.20.3.385,False,False
s-0043-122741,False,False
s1440-2440_._02_._80004-4,False,False
s0003-9993_._99_._90221-6,False,False
j.apmr.2005.11.034,False,False
s-0028-1104590,False,False
j.1469-8986.2007.00622.x,False,False
h03-022,False,False
mss.0000000000001153,False,False
s00421-005-1353-0,False,False
mat.0000000000000925,False,False
hjr.0b013e32833c0320,False,False
japplphysiol.00574.2015,False,False
chest.103.3.735,False,False
expphysiol.2014.077974,False,False
s-0032-1311595,False,False
j.apmr.2007.12.036,False,False
2047487318802695,False,False
s00421-004-1252-9,False,False
00005768-199601000-00023,False,False
jp272037,['douglas bag'],"['ys, separated by at least 48 h, to minimize cohb build up and fatigue. prior to data collection, subjects were coached in the proper breath hold manoeuvre. immediately prior to each dlco manoeuvre, each subject pre-breathed ﬁve breaths of gas from a DOUGLAS BAG at the respective fio2 to the speciﬁc dlco gas to be used to ensure alveolar po2 was stable. after pre-breathing, subjects were instructed to inhale to total lung capacity (tlc), and to perform a breath hold for 6 s, avoiding valsalva or m¨ullerian ']"
s0022-4707.19.09530-6,['douglas bag'],"['d force during  strength training in middle-aged and older people. journal of applied physiology  1998;84:1341-1349. 20 rosdahl h, gullstrand l, salier-eriksson j, johansson p, schantz p. evaluation of the  oxycon mobile metabolic system against the DOUGLAS BAG method. european journal of  applied physiology 2010;109:159-171. 21 akkermans ma, sillen mjh, wouters efm, spruit ma. validation of the oxycon mobile  metabolic system in healthy subjects. journal of sports science and medicine  2012;11(1):182-183.']"
japplphysiol.01092.2010,False,False
ajpheart.01222.2007,False,False
jc.2015-4333,False,False
jhn.12361,False,False
apnm-2020-1120,False,False
s12938-018-0476-6,False,False
apnm-2018-0662,False,False
s13195-018-0429-0,False,False
s-0029-1243221,False,False
ijsnem.15.1.28,False,False
archinte.1988.00380050144021,False,False
bf00361543,['douglas bag'],"['nship between running speed and 1)o2 for each subject.\n furthermore, an uphill incremental treadmill running test to exhaustion was used to determine the individual (zo2 max values (taylor et al.\n 1955).\n expired air samples were collected using the DOUGLAS BAG method.\n the results of the third preliminary test were used to calculate the running speed and percentage of i?o2....\n equivalent to a blood lactate concentration of 2 mmol.1 1, as pre- viously described (williams et al.\n 1990).\n a prolonged treadm']"
jappl.1992.73.6.2588,['douglas bag'],"['tip of the right  ger. the accuracy of pulse oximetry  several studies (l&16,19).  to strain while moving  monitor  accurately. rpe was obtained using  scale (2). subjects breathed  through  and the ex-  two-way valve (model 2700, hans rudolph),  in DOUGLAS BAGs. expired 0, and  pired air was collected  were measured by mass spec-  co, gas concentrations  and gas vol-  trometry  (model nds-  ume was determined  2a-t, shinagawa). all gas volumes were corrected  to  btps conditions. to measure petit and pet,']"
j.ijcard.2014.10.155,False,False
aia.0000000000000306,False,False
02640414.2020.1738701,False,False
sj.sc.3101014,False,False
ijspp.6.4.546,False,False
ijspp.2014-0059,False,False
jappl.1985.58.4.1372,False,False
japplphysiol.00052.2022,False,False
thx.51.2.207,False,False
s00421-008-0933-1,['douglas bag'],"[' held by a technical assistant at about 50 cm in front of the swimmer. the measurements were performed during the last 50 m of the 200 m test. subjects were equipped from a mouthpiece that was connected to a valve. the expired gas was collected in a DOUGLAS BAG that was placed on a trolley. this latter was followed by the swimmer alongside the 25 m swimming pool. timed collections were made by turning the control valve to connect the expiratory tubing to the DOUGLAS BAG. oxygen and carbon dioxide fractions', 'immers (10 boys, 5 girls, 10 men and 5 women) volunteered to perform a 200 m front-crawl test at a standardized velocity (v). body length (bl), body mass (bm) and body surface area (bsa) were measured. oxygen consumption (vo2) was measured using the DOUGLAS BAG method and the cs was calculated as the ratio vo2/v. bm, bl, and bsa were identiﬁed as good predictors of cs. by using allometric modeling, common body size exponents for bm, bl, and bsa were 0.40, 1.30, and 0.61, respectively. when scaling for bm, ']"
02640414.2011.609179,False,False
1062-6050-48.5.01,False,False
anae.15162,False,False
chest.99.4.798,False,False
02640414.2014.960882,False,False
20755279.2017.0404,False,False
00005768-199906000-00021,False,False
2021_._6619747,False,False
fphys.2020.01098,False,False
chest.129.2.325,False,False
00005768-199710000-00006,False,False
1089-313x.18.1.12,False,False
j.resp.2020.103488,False,False
000363767,False,False
j.asmart.2016.06.001,False,False
bcp.14189,False,False
1874613601509010089,False,False
01.mss.0000228940.09411.9c,False,False
ijerph18105212,False,False
r-17124.1,False,False
00124278-200702000-00021,False,False
mss.0b013e3181994a91,False,False
18189172.2018.0406,False,False
japplphysiol.00754.2021,False,False
s004210000314,False,False
s004210100472,['douglas bag'],"['oot or in shoes, despite their high training status. the ®tness status of the subjects in the study by zamparo et al. (1992) was not reported, however it was stated that they completed steady state sand running trials at speeds of 14 kmáh±1. using a DOUGLAS BAG technique, they sampled expired gases after only 4 min of steady-state running, thus possibly not accounting for any slow-component rise in oxygen kinetics (barstow 1994; gaesser 1994; gaesser and poole 1996; green and dawson 1996). it is therefore ']"
j.apmr.2011.08.019,False,False
apnm-2014-0229,False,False
02640414.2015.1031162,False,False
japplphysiol.01152.2009,False,False
s004210050251,False,False
j.healun.2017.05.024,False,False
s11306-018-1444-7,False,False
s0009-8981_._01_._00804-x,False,False
j.arbres.2019.05.018,False,False
j.jelekin.2010.10.010,False,False
j.1748-1716.1984.tb07381.x,['douglas bag'],"[""was part of the  study. the subjects were seated on an electrically braked cy-  cle ergometer (elema-schonander), the pedalling rate be-  ing maintained at 6033 rpm in the exercise runs. they  wore nose clips and inhaled humidified air from a large  DOUGLAS BAG via a mouthpiece, a low dead-space (10 ml)  respiratory valve, and large-caliber tubing suspended at  the appropriate height directly in. front of the subject's  face. inspired minute ventilation (v) and vt were record-  ed continuously on-line on a""]"
s00421-016-3504-x,False,False
s00125-015-3854-7,False,False
fphys.2018.00756,False,False
jphysiol.1995.sp020959,['douglas bag'],"[""duration of the test period. prior to the present experiments the breath-by-breath system was validated for use at high power outputs (450 w) and high minute ventilation (180 1 min-') by comparison of the data with those calculated from simultaneous DOUGLAS BAG collections. in more than fifty such duplicate determinations the difference never exceeded + 5 % and there was no systematic bias. blood lactate blood lactate concentration was determined in samples of arterialized blood taken from the finger tip a""]"
bf02337182,False,False
ajpheart.00275.2016,False,False
bmjopen-2015-010359,False,False
s00421-010-1694-1,False,False
s00421-005-0052-1,False,False
hrt.2003.025684,False,False
japplphysiol.00569.2011,['mixing chamber'],"[' using the same system. measurements. all testing was performed on a magnetically braked cycle ergometer (velotron dynaﬁt, seattle, wa). to obtain breathby-breath measurements of pulmonary ventilation and gas exchange, air ﬂowed from the inspiratory MIXING CHAMBER through 0.5 m of tubing to a standard two-way non-rebreathing valve (hans rudolph 2700 series) that was modiﬁed to hold a medical graphics pneumotach and gas sampling line (medical graphics, ultima cpx, st. paul, mn). cerebral and muscle oxygenation', 'lanced. the co2 clamp was achieved by manually adding compressed gas (10% co2, 21% o2, 69% n2 in normoxia and 15% co2, 21% o2, 64% n2 in low-resistance (⬍0.02 hypoxia) cmh2o·l⫺1·s added), 5-liter (10-cm diameter ⫻ 64-cm long), open-ended inspiratory MIXING CHAMBER. the ﬂow of compressed gas was manually adjusted based on breath-by-breath feedback of petco2 (medical graphics, ultima cpx, st. paul, mn). during the control trial, no compressed gas was added to the inspiratory MIXING CHAMBER. cyclists were blinde']"
apnm-2015-0567,False,False
j.jstrokecerebrovasdis.2020.104758,False,False
jsc.0000000000004259,False,False
j.1540-8159.1994.tb01349.x,False,False
2046-7648-3-8,['mixing chamber'],"[""y described and respiratory gas measurements (i.e., ve, vo2, vco2) were made using opencircuit spirometry (vmax 229, viasys healthcare, yorba linda, ca, usa). the metabolic cart was calibrated with certified gases and volume standard and used in the MIXING CHAMBER mode for exercise testing. the respiratory exchange ratio (rer) was calculated from vo2 and vco2 measurements. the ventilatory equivalents for o2 −1) were calculated (ve · vo2 from each subject's ve, vo2, and vco2 data. cardiac output (co) was also ""]"
jsc.0000000000000981,['douglas bag'],"['year physiological description of a national hockey league team. appl physiol nutr metab 33: 753–760, 2008. 22. rosdahl, h, gullstrand, l, salier-eriksson, j, johansson, p, and schantz, p. evaluation of the oxycon mobile metabolic system against the DOUGLAS BAG method. eur j appl physiol 109: 159–171, 2009. 23. spiering, ba, wilson, mh, judelson, da, and rundell, kw. evaluation of cardiovascular demands of game play and practice in women’s ice hockey. j strength cond res 17: 329–333, 2003. 24. sprynarova, ']"
01.mss.0000069511.15027.06,False,False
jappl.1994.76.1.120,False,False
ijsnem.2013-0118,False,False
s004210050286,False,False
mltj.01.2021.10,False,False
jappl.1999.86.6.1847,False,False
expphysiol.2011.062992,False,False
ijspp.2020-0072,False,False
j.resp.2008.02.001,False,False
j.clnesp.2020.11.013,False,False
anae.12195,False,False
s10103-017-2347-y,False,False
s00421-013-2629-4,['mixing chamber'],"['onship to skinfold thickness in 571 people aged 12–72 years. proc nutr soc 32:45a fis (2009) international ski federation world cup results. http://www.ﬁs-ski.com foss o, hallen j (2005) validity and stability of a computerized metabolic system with MIXING CHAMBER. int j sports med 26:569–575 hoffman md, kassay km, zeni ai, clifford ps (1996) does the amount of exercising muscle alter the aerobic demand of dynamic exercise? eur j appl physiol occup physiol 74:541–547 holmberg hc, lindinger s, sto¨ggl t, eitzl']"
j.jsams.2011.05.012,False,False
5584_2014_15,False,False
09031936.99.14511319,False,False
01.mss.0000145441.80209.66,False,False
0269215511405229,False,False
s0026-0495_._99_._90266-4,False,False
ijsnem.15.1.15,False,False
hukin-2014-0115,False,False
s0003-9993_._03_._00275-2,False,False
jhse.2018.133.13,False,False
j.1747-0803.2008.00191.x,False,False
s40798-019-0196-x,False,False
oxfordjournals.eurheartj.a060859,False,False
j.1600-0838.2012.01522.x,False,False
jhse.2018.133.07,False,False
j.hrtlng.2020.06.013,False,False
00005768-199803000-00017,False,False
circj.69.452,False,False
asem.3298.2012,['mixing chamber'],"[' on the cycling ergometer (75xl iii, konami,  tokyo, japan) for the exercise phase. after the water, he  was reconnected to the indirect calorimeter and started  pedaling the ergometer at 08:25. all gas exchange measurements were measured using  the MIXING CHAMBER method with an open-circuit computerized indirect calorimeter (ae-310s, minato medical science, osaka, japan). the analog signals from the  hot-wire ﬂ ow transducer and the fractional concentrations of o2 and co 2 from the gas analysis were continuo']"
ijerph19063527,False,False
ijspp.2018-0360,['mixing chamber'],"['verage vo2 from the 2 last minutes of each 5-minute bout was used for a subsequent calculation of mas based on the relationship between vo2 and workload. vo2 was measured with a sampling time of 30 seconds, using a computerized metabolic system with MIXING CHAMBER (oxycon pro; erich jaeger, hoechberg, germany). the ﬂow turbine (triple v; erich jaeger) was calibrated with a3 l, 5530 series, calibration syringe (hans rudolph, kansas city, mo). the same metabolic system with identical calibration routines was us']"
pms.2002.95.3f.1035,False,False
gerona_._51a.4.m165,False,False
hukin-2015-0115,False,False
j.amjcard.2019.03.027,False,False
chest.122.4.1333,False,False
s1413-35552012005000036,False,False
08035250600643244,False,False
eurjpc_._zwab150,False,False
clc.4960191208,False,False
s00421-013-2734-4,False,False
j.metabol.2003.09.018,['douglas bag'],"['rmany). every 15 minutes during exercise a blood sample was drawn, expired air collected, and hr, tsk, and tre were recorded. immediately postexercise muscle temperature of vastus lateralis was recorded. measurements expired gas was collected into a DOUGLAS BAG over a 1-minute period and immediately analyzed for o2 and co2 concentrations (servomex 1440, crowborough, uk). the expired gas volume was determined using a dry gas meter (harvard, kent, uk), and o2 and co2 production were calculated using the hald']"
j.1540-8159.1998.tb01165.x,False,False
s-0033-1361182,False,False
issn.2176-7262.v48i6p589-597,False,False
s40618-013-0006-0,False,False
s-0031-1297999,['douglas bag'],"[' the laboratory twice per week, for 4  weeks, to perform high-intensity interval training in either normoxia or hyperoxia according to their allocated group. during  the training, participants inspired through a mouthpiece connected to multiple 250l DOUGLAS BAGs that contained either 21 %  (normoxia) or 60 % (hyperoxia) humidiﬁ ed medical grade o2. we  chose a fio 2 of 0.60 based on its apparent safe use during highintensity exercise in well-trained athletes [ 23, 24 ]. participants  wore a nose clip throu']"
s00421-006-0386-3,False,False
1479972316643699,False,False
ptj.20080328,False,False
2009_._927385,False,False
02640410500457794,False,False
japplphysiol.01267.2005,False,False
sports9010009,False,False
copd.s167369,False,False
00005768-199901000-00020,False,False
s00421-014-2968-9,False,False
s0735-1097_._00_._00517-9,False,False
japplphysiol.00382.2006,False,False
s0002-8703_._98_._70353-9,False,False
ijerph18189770,False,False
psyp.12688,False,False
chest.114.1.12,False,False
s1440-2440_._03_._80268-2,False,False
oby.21206,False,False
sms.12257,['mixing chamber'],"['uring the last 3 min of each bout, and mean values were used for statistical analysis. hr was measured using a polar s610i heart rate monitor (polar, kempele, finland). vo2 was measured (30 s sampling time) using a computerized metabolic system with MIXING CHAMBER (oxycon pro, erich jaeger, hoechberg, germany). the gas analyzers were calibrated with certiﬁed calibration gases of known concentrations before every test. the ﬂow turbine (triple v, erich jaeger, hoechberg, germany) was calibrated before every tes']"
fphys.2018.00226,False,False
s00421-009-1339-4,False,False
000521242,False,False
s12917-017-1290-2,False,False
abc.20170179,False,False
jsc.0b013e3181e37fe5,False,False
jpa2.25.267,False,False
s00421-010-1440-8,False,False
jor.1100110314,False,False
japplphysiol.00809.2001,False,False
s00421-019-04237-z,['mixing chamber'],"['deration. https:// www.fis-ski.com/mm/docum ent/docum entli brary /cross -count  ry/03/21/20/icrcr oss-count ry201 7_marke d-up_engli sh.pdf.  accessed 7 may 2017 foss ø, hallen j (2005) validity and stability of a computerized metabolic system with MIXING CHAMBER. int j sports med 26(7):569– 575. https://doi.org/10.1055/s-2004-82131 7 hansen ea, losnegard t (2010) pole length affects cross-country skiers’ performance in an 80-m double poling trial performed on  snow from standing start. sports eng 12(4):171–']"
s00421-010-1405-y,False,False
j.1600-0838.2011.01389.x,False,False
japplphysiol.00498.2015,['mixing chamber'],"['en and 5% carbon dioxide. the turbine ﬂow meter used for the determination of minute ventilation (v˙ e) was calibrated with a 3-liter calibration syringe. during the incremental test, the pulmonary gas exchange was measured with the aid of a 7-liter MIXING CHAMBER (52). the pulmonary v˙ o2 data from each test were initially examined to exclude occasional errant breaths caused by coughing, swallowing, sighing, etc., which were considered not to be reﬂective of the underlying kinetics; i.e., only values greater', ' 1552–1558, 2014. 51. murry ce, jennings rb, reimer ka. preconditioning with ischemia: a injury in ischemic myocardium. circulation 74: delay of lethal cell 1124 –1136, 1986. 52. nieman dc, austin md, dew d, utter ac. validity of cosmed’s quark cpet MIXING CHAMBER system in evaluating energy metabolism during aerobic exercise in healthy male adults. res sports med 21: 136 –145, 2013. 53. noakes td. time to move beyond a brainless exercise physiology: the evidence for complex regulation of human exercise perfo', 'pc, it can be noted that the peak v˙ o2 attained in the ipc condition was not really different from the v˙ o2max measured during the incremental test. therefore, even though we have used a different apparatus during the incremental exercise (i.e., a MIXING CHAMBER system coupled to the gas analyzer), we cannot comment on the potential effects of ipc on v˙ o2max (14, 16, 17), which remains an open question. in conclusion, the present ﬁndings provide a link between improved aerobic energy metabolism and enhance']"
fphys.2021.695569,False,False
embc.2015.7318420,False,False
s00421-021-04714-4,False,False
j.semarthrit.2016.07.002,False,False
j.ijcard.2013.05.062,False,False
j.ahj.2017.02.029,False,False
s-2000-3782,False,False
s00421-007-0527-3,False,False
s-2007-1021309,False,False
j.jsams.2011.04.003,['douglas bag'],['mayer r.p. troiano comparison of the actigraph 7164 and the actigraph gt1m during self-paced locomotion med sci sports exerc 42 5 2010 971 976 7 h. rosdahl l. gullstrand j. salier-eriksson evaluation of the oxycon mobile metabolic system against the DOUGLAS BAG method eur j appl physiol 109 2010 159 171 8 j. nilsson a. thorstensson j. halbertsma changes in leg movements and muscle activity with speed of locomotion and mode of progression in humans acta physiol scand 123 1985 457 475 9 j. nilsson a. thorste']
mss.0b013e3182517a80,False,False
00005768-200204000-00021,False,False
occmed_._44.4.190,False,False
oby.22096,False,False
japplphysiol.00633.2013,False,False
s-2005-837438,False,False
mss.0b013e3181c658ac,['douglas bag'],['\uf0b1 2 cmh2o which achieved the same relative resistance as the pre-imt itl trial (i.e. 13 \uf0b1 3%). the measurement accuracy of the online expired gas analyser during itl was investigated prior to commencement of the study. comparisons were made with the DOUGLAS BAG method at rest and over a range of exercise intensities. the mean bias \uf0b1 95% limits of agreement (2 sd) for were -1.91 \uf0b1 2.19 l·min-1; for were -0.08 \uf0b1 0.14 l·min-1 and for were -0.07 \uf0b1 0.14 l·min-1. these data show that the online expired gas analy']
mss.0000000000002895,False,False
japplphysiol.00942.2016,False,False
fphys.2017.01018,False,False
09168451.2017.1303359,False,False
phy2.14650,False,False
