done,doi_suffix,op-rr,human,english,eligible,gas_data,ext_ref,gas_analyzer,Data Processing Text,outlier_terms,outlier_text,outlier_function,outlier_limit,Notes
FALSE,s004210050326,,,,,,,,,FALSE,FALSE,,,
FALSE,mds.22621,,,,,,,,,FALSE,FALSE,,,
FALSE,apnm-2019-0981,,,,,,,,,"[[' aberrant'], [' local mean']]","['en pre- and post-conditions were calculated.\n\nramp incremental test\n\nfor the gas exchange variables, aberrant data-points that lay\n3 sd from the local mean were removed, and trials were linearly\ninterpolated on a 1-s basis and then averaged every 5 s. v˙ ']",,±3 SD / 99%,
FALSE,jsc.0b013e3182736e31,,,,,,,,,FALSE,FALSE,,,
FALSE,s1569-9048_._02_._00028-9,,,,,,,,,FALSE,FALSE,,,
FALSE,j.exger.2015.05.005,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0029-1243639,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00958.2009,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-010-1405-y,,,,,,,,,FALSE,FALSE,,,
FALSE,circj.69.802,,,,,,,,,FALSE,FALSE,,,
FALSE,s00394-020-02304-2,,,,,,,,,FALSE,FALSE,,,
FALSE,oajsm.s45024,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2019-0987,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e3181d85bd1,,,,,,,,,FALSE,FALSE,,,
FALSE,s41393-020-0470-2,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00472.2017,,,,,,,,,"[[' coughing'], [' swallow'], ['\nerrant'], [' local mean'], ['v˙ o2 kinetics. initially,\nerrant breaths, deﬁned as any value lying ⬎4 standard deviations\n']]","['ark).\n\npulmonary oxygen uptake kinetics and running economy\n\ntwo transitions were used to determine v˙ o2 kinetics. initially,\nerrant breaths, deﬁned as any value lying ⬎4 standard deviations\naway from the local mean caused by swallowing and coughing, were\nremoved. then the v˙ o2 responses were linearly interpolated to give\n1-s values and averaged.']",,±4 SD,
FALSE,s00421-021-04853-8,,,,,,,,,FALSE,FALSE,,,
FALSE,ijsnem.2015-0078,,,,,,,,,FALSE,FALSE,,,
FALSE,expphysiol.2013.073635,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e31824294f9,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000001412,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0042-112591,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-008-0706-x,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2014-0316,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e31823f271d,,,,,,,,,FALSE,FALSE,,,
FALSE,apnm-2014-0431,,,,,,,,,"[[' coughing'], [' sigh'], [' errant'], [' local mean']]","['in-\nﬂuence on the fast and slow components. editing of data was only\nperformed to exclude occasional errant breaths caused by swal-\nlowing, coughing, or sighing, which were considered not to be\nreﬂective of the underlying kinetics (only values greater than\n4 sds from the local mean were omitted) (lamarra et al. 1987).\n\ndespite several bouts of exercise transition minimizing breat']",,±4 SD,
FALSE,j.apmr.2003.09.035,,,,,,,,,FALSE,FALSE,,,
FALSE,j.smhs.2020.08.001,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e31818afa2f,,,,,,,,,"[[' aberrant', ' aberrant']]","['re, taken\ntogether, the hr/v˙ o2plat ratio provides a simple, effective\nmeans for distinguishing the aberrant physiological recov-\nery pattern in these young participants (anova: f = 17.5,\np g\n0.0001; fig. 3b)', 'hanced para-\nsympathetic function are beneficial to disease outcome (see\n(43) for review). it is the aberrant shift in sympathovagal\ntone toward sympathetic overactivity that is associated with\ninsulin resista']",,NA,
FALSE,09031936.97.10092014,,,,,,,,,FALSE,FALSE,,,
FALSE,s41371-020-00452-w,,,,,,,,,FALSE,FALSE,,,
FALSE,diacare.18.4.457,,,,,,,,,FALSE,FALSE,,,
FALSE,j.1600-0838.2012.01485.x,,,,,,,,,FALSE,FALSE,,,
FALSE,s12970-020-00366-5,,,,,,,,,FALSE,FALSE,,,
FALSE,nu13030864,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2014-0052,,,,,,,,,FALSE,FALSE,,,
FALSE,s0735-1097_._03_._00502-3,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2016.00518,,,,,,,,,FALSE,FALSE,,,
FALSE,jab.2016-0173,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00686.2014,,,,,,,,,FALSE,FALSE,,,
FALSE,circj.69.452,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-016-3438-3,,,,,,,,,FALSE,FALSE,,,
FALSE,0002-9149_._93_._90718-r,,,,,,,,,FALSE,FALSE,,,
FALSE,s0002-9149_._97_._00352-4,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e318058a5ea,,,,,,,,,FALSE,FALSE,,,
FALSE,expphysiol.2006.035089,,,,,,,,,FALSE,FALSE,,,
FALSE,01.mss.0000240326.54147.fc,,,,,,,,,FALSE,FALSE,,,
FALSE,j.1475-097x.2002.00428.x,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2017-0429,,,,,,,,,FALSE,FALSE,,,
FALSE,ajpheart.1999.276.3.h913,,,,,,,,,FALSE,FALSE,,,
FALSE,bjsm.31.2.139,,,,,,,,,FALSE,FALSE,,,
FALSE,ijsnem.2016-0009,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-1024689,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-019-04241-3,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000002835,,,,,,,,,"[[' local mean'], ['breath-by-breath, whereas\nhr, sv, and cardiac output were sampled beat by beat. aber-\nrant data points (that lay 3 sd ']]","['analysis\n\nfor both the incremental and constant work protocols, gas\nexchange variables were sampled breath-by-breath, whereas\nhr, sv, and cardiac output were sampled beat by beat. aber-\nrant data points (that lay 3 sd from the local mean) were re-\nmoved, and thereafter, data were linearly interpolated at 1-s\nand then mediated at 5-s in']",,±3 SD / 99%,
FALSE,s00421-016-3427-6,,,,,,,,,FALSE,FALSE,,,
FALSE,ep086637,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3181b2b895,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00808.2021,,,,,,,,,FALSE,FALSE,,,
FALSE,02640414.2015.1102315,,,,,,,,,FALSE,FALSE,,,
FALSE,ymj.2019.60.6.547,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000001122,,,,,,,,,FALSE,FALSE,,,
FALSE,ajpregu.00046.2014,,,,,,,,,"[[' coughing'], [' swallow']]","['th-by-breath data were preprocessed to remove occasional, arti-\nfactual values resulting from, e.g., swallowing or coughing, by means\nof a procedure similar to that described by lamarra et al. (41). v˙ o2\nresponses from the']",,NA,
FALSE,s-2007-972620,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2012.00406,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-199705000-00002,,,,,,,,,,,,,
FALSE,japplphysiol.90456.2008,,,,,,,,,FALSE,FALSE,,,
FALSE,ajpheart.00014.2017,,,,,,,,,"[[' coughing'], ['\ntalk', ' throat clear'], [' errant'], [' local mean']]","[', raw pulmonary v˙ o2\ndata were visually inspected to remove data points [i.e., lying 4 sds\nfrom the local mean (19)] caused by errant factors (e.g., coughing,\ntalking, and throat clearing) not consistent with on-transient pulmo-\nnary v˙ o2 kinetics. for each exercise transient per pa']",,±4 SD,
FALSE,mss.0b013e31814fb439,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0080348,,,,,,,,,FALSE,FALSE,,,
FALSE,jsm.0000000000000051,,,,,,,,,FALSE,FALSE,,,
FALSE,ajpregu.00206.2010,,,,,,,,,"[[' cough'], [' errant'], [' local mean'], ['breaths, and\nvalues more than four standard deviations ']]","['ays 1, 5, and 15 for constant-work-rate moderate-\nintensity bouts were initially examined to exclude errant breaths, and\nvalues more than four standard deviations from the local mean were\nremoved. the breath-by-breath data were subsequently linearly inter-\npolated to provide second', 'ications for the control of respiration. j gen physiol 86: 135–165,\n1985.\n\n32. milkowski a, garg hk, coughlin jr, bryan ns. nutritional epidemi-\nology in the context of nitric oxide biology: a risk-beneﬁt e']",,±4 SD,
FALSE,00005768-199909000-00011,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-006-0213-x,,,,,,,,,FALSE,FALSE,,,
FALSE,jc.2004-0408,,,,,,,,,FALSE,FALSE,,,
FALSE,bf00634975,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-006-0348-9,,,,,,,,,"[[' coughing'], ['\nswallow', ' sigh'], [' errant'], [' local mean'], ['breaths caused by\nswallowing, coughing, sighing, etc., which were con-\nsidered not to be reﬂective of the underlying kinetics;\ni.e. only values greater than 4 standard deviations ']]","['ven the noise in\nthe breath-by-breath display, editing of data was per-\nformed to exclude occasional errant breaths caused by\nswallowing, coughing, sighing, etc., which were con-\nsidered not to be reﬂective of the underlying kinetics;\ni.e. only values greater than 4 standard deviations from\nthe local mean were omitted (o¨ zyener et al. 2001). the\nindividual breath-by-breath _vo2 responses were then\nsmoo']",,±4 SD,
FALSE,japplphysiol.01029.2020,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.90540.2008,,,,,,,,,FALSE,FALSE,,,
FALSE,a-0836-9011,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.01280.2003,,,,,,,,,"[['\naberrant', ' aberrant']]","['n the ﬁeld of interrogation (17, 27).\n\nanalysis. breath-by-breath gas-exchange data were ﬁltered for\naberrant data points, interpolated to 1-s intervals, ensemble averaged,\nand then averaged into 5-s time bins', 'ualitatively to the hhb data at corresponding time intervals.\n\nbeat-by-beat hr data were ﬁltered for aberrant beats, time-aligned,\nand averaged to 5-s time bins. these data were then ﬁt from exercise\nonset wit']",,NA,
FALSE,bf03347043,,,,,,,,,FALSE,FALSE,,,
FALSE,jphysiol.1993.sp019923,,,,,,,,,FALSE,FALSE,,,
FALSE,pr.2015.85,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-007-0545-1,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.7.3.277,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-020-04543-x,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-199807000-00014,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-005-1352-1,,,,,,,,,FALSE,FALSE,,,
FALSE,18189172.2018.0406,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e3181a8c37a,,,,,,,,,FALSE,FALSE,,,
FALSE,5584_2014_15,,,,,,,,,FALSE,FALSE,,,
FALSE,s40064-015-0882-1,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-018-3910-3,,,,,,,,,FALSE,FALSE,,,
FALSE,mhj.2002.119376,,,,,,,,,FALSE,FALSE,,,
FALSE,ham.2014.1027,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00487.2013,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e318270fcc0,,,,,,,,,FALSE,FALSE,,,
FALSE,16501977-2281,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000003034,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e31803350c7,,,,,,,,,FALSE,FALSE,,,
FALSE,ijsnem.17.1.56,,,,,,,,,FALSE,FALSE,,,
FALSE,bjsm.2009.063180,,,,,,,,,FALSE,FALSE,,,
FALSE,chest.124.2.580,,,,,,,,,FALSE,FALSE,,,
FALSE,j.diabres.2012.10.019,,,,,,,,,FALSE,FALSE,,,
FALSE,j.2042-3306.1993.tb03008.x,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-1024565,,,,,,,,,FALSE,FALSE,,,
FALSE,s00484-013-0754-8,,,,,,,,,"[[' errant'], ['\nlocal mean'], ['breath-by-breath 𝑉 o2  data  were \n\nexamined  and  errant  breaths  lying  more \nthan  three  standard  deviations ']]",[' exchange  and  pulmonary \nventilation  were  collected  continuously  as \ndescribed above.  \n\nthe  breath-by-breath 𝑉 o2  data  were \n\nexamined  and  errant  breaths  lying  more \nthan  three  standard  deviations  from  the \nlocal mean of 5 data points were removed. \nthe filtered data were linearly interpolated \nto  provide  second-b'],,±3 SD / 99%,
FALSE,pes.22.4.624,,,,,,,,,FALSE,FALSE,,,
FALSE,ec-17-0323,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jsams.2020.09.015,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-013-2647-2,,,,,,,,,FALSE,FALSE,,,
FALSE,japa.2018-0248,,,,,,,,,FALSE,FALSE,,,
FALSE,asem.2724.2010,,,,,,,,,FALSE,FALSE,,,
FALSE,mr.2000.4417,,,,,,,,,FALSE,FALSE,,,
FALSE,00008483-199907000-00006,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2004-815845,,,,,,,,,FALSE,FALSE,,,
FALSE,j.healun.2003.08.029,,,,,,,,,FALSE,FALSE,,,
FALSE,access.2020.3038422,,,,,,,,,FALSE,FALSE,,,
FALSE,jcj.63.274,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0256258,,,,,,,,,FALSE,FALSE,,,
FALSE,jhse.2018.13.proc2.24,,,,,,,,,FALSE,FALSE,,,
FALSE,1414-431x20143713,,,,,,,,,FALSE,FALSE,,,
FALSE,pes.23.1.36,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-016-3519-3,,,,,,,,,FALSE,FALSE,,,
FALSE,apnm-2017-0132,,,,,,,,,FALSE,FALSE,,,
FALSE,art.22124,,,,,,,,,FALSE,FALSE,,,
FALSE,mus.25549,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0211550,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ahj.2006.04.029,,,,,,,,,FALSE,FALSE,,,
FALSE,j.amjcard.2004.08.027,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2017-0516,,,,,,,,,FALSE,FALSE,,,
FALSE,s20236878,,,,,,,,,FALSE,FALSE,,,
FALSE,nu10091318,,,,,,,,,FALSE,FALSE,,,
FALSE,00002060-199707000-00008,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0038-1653765,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000002182,,,,,,,,,FALSE,FALSE,,,
FALSE,ajpheart.00347.2009,,,,,,,,,FALSE,FALSE,,,
FALSE,s0022-3476_._03_._00413-x,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0042-109539,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-200103000-00023,,,,,,,,,FALSE,FALSE,,,
FALSE,s0003-9993_._00_._90229-6,,,,,,,,,FALSE,FALSE,,,
FALSE,0002-9149_._90_._91169-7,,,,,,,,,FALSE,FALSE,,,
FALSE,j.1475-097x.2002.00431.x,,,,,,,,,FALSE,FALSE,,,
FALSE,ep087648,,,,,,,,,FALSE,FALSE,,,
FALSE,02640414.2021.1898093,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00381.2003,,,,,,,,,FALSE,FALSE,,,
FALSE,s12970-020-00365-6,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0264110,,,,,,,,,FALSE,FALSE,,,
FALSE,bjsm.2005.020487,,,,,,,,,FALSE,FALSE,,,
FALSE,nu9040362,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e31827e13a2,,,,,,,,,FALSE,FALSE,,,
FALSE,jpa2.26.541,,,,,,,,,"[[' cough'], [' swallow'], [' aberrant'], ['breaths  (i.e.  cough,  swallow,  hiccup  etc.).  data  were  then\nﬁltered to eliminate points lying outside of 3 sd ']]","[' were  visually  inspected  in  order  to\neliminate  non-physiologic  data  points  resulting  from  aberrant\nbreaths  (i.e.  cough,  swallow,  hiccup  etc.).  data  were  then\nﬁltered to eliminate points lying outside of 3 sd in respect to\nan  8 s  rolling  average.  data  were  time  aligned,  combined,\naveraged,  and  inte']",,±3 SD / 99%,
FALSE,jsm.0000000000000201,,,,,,,,,FALSE,FALSE,,,
FALSE,01.mss.0000058438.25278.33,,,,,,,,,FALSE,FALSE,,,
FALSE,s00246-008-9358-1,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00054.2020,,,,,,,,,FALSE,FALSE,,,
FALSE,s004210050302,,,,,,,,,FALSE,FALSE,,,
FALSE,pes.2018-0136,,,,,,,,,FALSE,FALSE,,,
FALSE,diacare.19.6.569,,,,,,,,,FALSE,FALSE,,,
FALSE,jospt.2000.30.5.249,,,,,,,,,FALSE,FALSE,,,
FALSE,pes.17.2.136,,,,,,,,,FALSE,FALSE,,,
FALSE,s10103-017-2347-y,,,,,,,,,"[[' coughing'], ['\nswallow'], [' errant'], ['breaths (e.g., caused by\nswallowing, coughing, and signal interruptions) were omit-\nted from the vo2 analysis by including only those that were\nbetween vo2 mean ± four standard deviations.']]","['ulmonary blood flow,\nthe onset of exercise was not considered for the modeling\n(cadiodynamic phase). errant breaths (e.g., caused by\nswallowing, coughing, and signal interruptions) were omit-\nted from the vo2 analysis by including only those that were\nbetween vo2 mean ± four standard deviations. after this\nprocess, individual vo2 responses were smoothed using a\n3-breath moving average and time']",,±4 SD,
FALSE,oby.2008.16,,,,,,,,,FALSE,FALSE,,,
FALSE,0169-8141_._95_._00047-x,,,,,,,,,FALSE,FALSE,,,
FALSE,s00380-005-0824-x,,,,,,,,,FALSE,FALSE,,,
FALSE,ajpregu.00479.2010,,,,,,,,,FALSE,FALSE,,,
FALSE,bjsm.2003.010215,,,,,,,,,FALSE,FALSE,,,
FALSE,01.mss.0000161749.38453.02,,,,,,,,,FALSE,FALSE,,,
FALSE,ijerph19052993,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3182541d1c,,,,,,,,,FALSE,FALSE,,,
FALSE,jappl.1991.71.3.993,,,,,,,,,FALSE,FALSE,,,
FALSE,euhj.2001.2942,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-1021196,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e3181238a2b,,,,,,,,,FALSE,FALSE,,,
FALSE,s004210050030,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0b013e3182860325,,,,,,,,,FALSE,FALSE,,,
FALSE,ptj.20100069,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-015-3263-0,,,,,,,,,FALSE,FALSE,,,
FALSE,s-1999-8825,,,,,,,,,FALSE,FALSE,,,
FALSE,02640414.2017.1349923,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-004-1109-2,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-964859,,,,,,,,,FALSE,FALSE,,,
FALSE,jpts.28.1325,,,,,,,,,FALSE,FALSE,,,
FALSE,s11332-020-00707-6,,,,,,,,,FALSE,FALSE,,,
FALSE,ihj.15-012,,,,,,,,,FALSE,FALSE,,,
FALSE,00008483-200609000-00004,,,,,,,,,FALSE,FALSE,,,
FALSE,jab.26.4.512,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-007-0641-2,,,,,,,,,FALSE,FALSE,,,
FALSE,ijerph17186714,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0163733,,,,,,,,,FALSE,FALSE,,,
FALSE,rccm.200212-1525oc,,,,,,,,,FALSE,FALSE,,,
FALSE,nu8030049,,,,,,,,,FALSE,FALSE,,,
FALSE,s11739-015-1259-8,,,,,,,,,FALSE,FALSE,,,
FALSE,abc.20150148,,,,,,,,,FALSE,FALSE,,,
FALSE,j.neures.2008.03.012,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e3182133d56,,,,,,,,,FALSE,FALSE,,,
FALSE,s0735-1097_._00_._01211-0,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-014-3000-0,,,,,,,,,"[[' cough'], [' sigh', ' swallow'], [' local mean'], ['breath  values  were  omitted  from  the \nanalysis,  using  an  exclusion  criterion  of  greater  than \nthree standard deviations ']]","['the  breath-by-breath  data  of  each  test  were  initially \nexamined to exclude outliers caused by sighs, swallow-\ning,  coughs,  and  so  on. as  suggested  by  lamarra  et al. \n(1987),  occasional  breath  values  were  omitted  from  the \nanalysis,  using  an  exclusion  criterion  of  greater  than \nthree standard deviations from the local mean. for each \nexercise  transition,  the  breath-by-breath  data  were  lin-\nearly  interpolated  to  ']",,±3 SD / 99%,
FALSE,hjr.0b013e3282eff61f,,,,,,,,,FALSE,FALSE,,,
FALSE,j.1600-0838.2007.00754.x,,,,,,,,,FALSE,FALSE,,,
FALSE,j.lfs.2021.119701,,,,,,,,,[[' errant']],"[') and then primary variables (vo2 , vco2 , ve, hr) were plotted for visual inspection and removal of errant points. data were then smoothed (10-s) and re-plotted to confirm baseline, exercise, and recovery p']",,visual,
FALSE,mss.0000000000002320,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0237388,,,,,,,,,FALSE,FALSE,,,
FALSE,s004210050443,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-018-3891-2,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00659.2013,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.01211.2004,,,,,,,,,FALSE,FALSE,,,
FALSE,j.ahj.2006.02.014,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-964849,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0196299,,,,,,,,,FALSE,FALSE,,,
FALSE,journal.pone.0103814,,,,,,,,,FALSE,FALSE,,,
FALSE,apunts.2014-0983.es._._2021_._1_._.143.02,,,,,,,,,FALSE,FALSE,,,
FALSE,978-1-4939-3023-4_7,,,,,,,,,FALSE,FALSE,,,
FALSE,fspor.2019.00063,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0034-1389942,,,,,,,,,FALSE,FALSE,,,
FALSE,j.cardfail.2008.10.002,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0000000000003440,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2021.761760,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2018-0433,,,,,,,,,FALSE,FALSE,,,
FALSE,sms.12028,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jshs.2015.12.004,,,,,,,,,FALSE,FALSE,,,
FALSE,euhj.2000.2547,,,,,,,,,FALSE,FALSE,,,
FALSE,psyp.13326,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.2019-0423,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e31820f5049,,,,,,,,,FALSE,FALSE,,,
FALSE,hcr.0000000000000324,,,,,,,,,FALSE,FALSE,,,
FALSE,hrt.2010.206169,,,,,,,,,FALSE,FALSE,,,
FALSE,jsr.20.3.345,,,,,,,,,FALSE,FALSE,,,
FALSE,1550-2783-7-22,,,,,,,,,FALSE,FALSE,,,
FALSE,chest.128.4.2563,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jbiomech.2020.110107,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-002-0771-5,,,,,,,,,FALSE,FALSE,,,
FALSE,j.metabol.2016.05.017,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jacc.2009.02.063,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2022.762950,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2019.01349,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00207.2019,,,,,,,,,FALSE,FALSE,,,
FALSE,ajpregu.00030.2004,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-010-1419-5,,,,,,,,,FALSE,FALSE,,,
FALSE,00008483-200103000-00006,,,,,,,,,FALSE,FALSE,,,
FALSE,monaldi.2009.372,,,,,,,,,FALSE,FALSE,,,
FALSE,s-0028-1104590,,,,,,,,,FALSE,FALSE,,,
FALSE,ajrccm.159.5.9810039,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00986.2016,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-199710000-00002,,,,,,,,,FALSE,FALSE,,,
FALSE,s1440-2440_._03_._80007-5,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2020.00979,,,,,,,,,[['vo2 analysis during the maximal incremental test was\nperformed by visual inspection. vo2 values were plotted to\nexclude values with four standard deviations ']],['al test\nwas evaluated on the treadmill and followed a similar gas analysis\nas described above.\n\nthe vo2 analysis during the maximal incremental test was\nperformed by visual inspection. vo2 values were plotted to\nexclude values with four standard deviations above or below the\naverage of the movable windows of the whole curve—average of\nthree breaths in eac'],,±4 SD,
FALSE,j.metabol.2005.11.006,,,,,,,,,FALSE,FALSE,,,
FALSE,expphysiol.2014.078014,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-011-2076-z,,,,,,,,,FALSE,FALSE,,,
FALSE,jeb.091645,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-021-04719-z,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2004-815819,,,,,,,,,FALSE,FALSE,,,
FALSE,j.jvs.2007.09.001,,,,,,,,,FALSE,FALSE,,,
FALSE,s12970-016-0117-z,,,,,,,,,FALSE,FALSE,,,
FALSE,phy2.13558,,,,,,,,,FALSE,FALSE,,,
FALSE,s1569-9048_._02_._00184-2,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2006-924558,,,,,,,,,FALSE,FALSE,,,
FALSE,s0066-782x2006000100003,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-199801000-00024,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-018-3841-z,,,,,,,,,FALSE,FALSE,,,
FALSE,jphysiol.2009.171694,,,,,,,,,FALSE,FALSE,,,
FALSE,respcare.02709,,,,,,,,,FALSE,FALSE,,,
FALSE,bmjopen-2013-002909,,,,,,,,,FALSE,FALSE,,,
FALSE,s004210050563,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.00195.2004,,,,,,,,,FALSE,FALSE,,,
FALSE,jcsm.12739,,,,,,,,,FALSE,FALSE,,,
FALSE,00005768-199805000-00001,,,,,,,,,FALSE,FALSE,,,
FALSE,japplphysiol.01216.2010,,,,,,,,,FALSE,FALSE,,,
FALSE,mss.0000000000001223,,,,,,,,,FALSE,FALSE,,,
FALSE,ijspp.4.3.408,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2020.01000,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-014-2941-7,,,,,,,,,"[[' errant'], [' local mean'], ['breath-by-breath  ˙vo2 data from each step exercise bout \nwere initially examined to exclude errant breaths by remov-\ning  values  lying  more  than  four  standard  deviations ']]",['e signal-to-noise that resulted in a total scanning \ntime of 30.6 s.\n\ndata analysis procedures\n\nthe breath-by-breath  ˙vo2 data from each step exercise bout \nwere initially examined to exclude errant breaths by remov-\ning  values  lying  more  than  four  standard  deviations  from \nthe local mean determined using a 5-breath rolling average. \nfiltered  ˙vo2  data  were  subsequently  linearly  i'],,±4 SD,
FALSE,ejcts_._ezw420,,,,,,,,,FALSE,FALSE,,,
FALSE,s00421-010-1440-8,,,,,,,,,FALSE,FALSE,,,
FALSE,j.msard.2018.12.018,,,,,,,,,FALSE,FALSE,,,
FALSE,s004210050396,,,,,,,,,FALSE,FALSE,,,
FALSE,oajsm.s44807,,,,,,,,,FALSE,FALSE,,,
FALSE,jsc.0b013e31823a3c6b,,,,,,,,,FALSE,FALSE,,,
FALSE,anae.15162,,,,,,,,,FALSE,FALSE,,,
FALSE,fphys.2021.627320,,,,,,,,,FALSE,FALSE,,,
FALSE,2057-1976_._aad0d0,,,,,,,,,FALSE,FALSE,,,
FALSE,s-2007-972663,,,,,,,,,FALSE,FALSE,,,
FALSE,s10484-006-9012-8,,,,,,,,,FALSE,FALSE,,,
