done,doi_suffix,op-rr,human,english,eligible,gas_data,ext_ref,gas_analyzer,Data Processing Text,time_bin_avg_nums,time_bin_surrounding_text,,outliers,Interpolation type,Interpolation time (s),Avg type,Avg subtype,Avg amount,Avg MOS,Avg mean type,outlier_details,interpolation_details,avg_details,processing_details,Notes
FALSE,fphys.2021.662029,,,,,,,,,"[('intervals (30-s)', '30'), ('into  1-s ', '1'), ('highest  30-s ', '30'), ('intervals \n(30-s)', '30')]","['or it100 vs. it200) at p\xa0≤\xa00.05.\n\nzuniga et\xa0al. (2011) and rønnestad and hansen (2016), short \nwork intervals (30-s) compared with longer ones (3-min) may \nallow  athletes  to  complete  longer  it  exercise  session', 'n)  were  previously  excluded \nfrom the analysis, and the breath-by-breath data were interpolated \ninto  1-s  values.  only  the  first  bout  of  each  it  protocol \n\nfrontiers in physiology | www.frontiersin', 'he cr-10 scale of borg (1990).\nduring the incremental step test, the ⩒o2peak was measured \nas  the  highest  30-s  (moving)  averaged  ⩒o2  in  each  step,  and \nmav  was  considered  as  the  velocity  correspondi', 'rment on ⩒o2 response. this is in agreement \nwith zuniga et\xa0al. (2011) who reported that short work intervals \n(30-s)  compared  with  longer  ones  (3-min)  may  allow  athletes \n\nfrontiers in physiology | www.fronti']",,,,,,,,,,,,,,
FALSE,s00421-011-2054-5,,,,,,,,,"[('averages over the last 15 sec.', '15'), ('over the last 30 sec ', '30'), (' 2 seconds\nintervals', '2')]","['orded over the last 30 sec of exercise and the end-exercise values for the\nvery heavy exercise were averages over the last 15 sec. all square-wave tests performed on\nday two to five were assigned in a randomized sequence to avoid ', 'tate” values, for the moderate and heavy intensity tests were calculated by\naveraging data recorded over the last 30 sec of exercise and the end-exercise values for the\nvery heavy exercise were averages over the last 15 s', 'les symbols) and caucasian\n(diamond symbols) women. the graphs of the mean responses are showed with 2 seconds\nintervals of time- and ensemble-averages of interpolated and time-aligned breath-by-breath\ndata from individu']",,,,,,,,,,,,,,
FALSE,jsc.0000000000001733,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,japplphysiol.00041.2005,,,,,,,,,"[(' 30 s of each', '30')]","[' (sub-1 and sub-2), and blood samples were collected and ic\nmaneuvers were performed during the ﬁnal 30 s of each workload.\nafter a brief (⬃3–5 min) rest, exercise was resumed and performed to\nexhaustion at a cons']",,,,,,,,,,,,,,
FALSE,ijerph17155465,,,,,,,,,"[('over a 60-s ', '60'), ('every 6 s.', '6'), ('averaged every 30 s.', '30')]","['a supine position and not perform any further activity during the recordings. data will be\nrecorded over a 60-s period e.g., [36]. the daily control and recording of the rmssd, as well as the\nlnrmssd7-d calculati', '6 km/h. the test itself will start at a velocity of\n7 km/h. the speed will be increased by 0.1 km/h every 6 s. the incline will remain at 1% throughout the\ntest. the athletes will be encouraged to perform at ma', 'r 3b®, cortex, leipzig, germany). all gas exchange parameters will be measured\nbreath-by-breath and averaged every 30 s. the vo2max will be deﬁned as the oxygen consumption\nplateau [42]. the aerobic (vt1) and anaerobic (']",,,,,,,,,,,,,,
FALSE,apnm-2016-0362,,,,,,,,,"[('during a 90-s ', '90'), ('during a 60 s ', '60'), ('last 10 s ', '10'), ('averaged over 5 s ', '5'), ('over 30 s.', '30'), ('during the last 10 s ', '10'), ('averaged into 30 s ', '30'), (' 90 s recover', '90'), (' 30 s average', '30')]","[' sport. 85(2):\n90–95.\n\nwilliams, c.a., ratel, s., and armstrong, n. 2005. achievement of peak v˙ o2\nduring a 90-s maximal intensity cycle sprint in adolescents. can. j. appl.\nphysiol. 30(2): 157–171. doi:10.1139/h0', '. 2016).\nanother study found signiﬁcant correlations between 1.25 km sprint\ntimes and oxygen uptake during a 60 s ski-ergometer effort in\ncross-country skiers (carlsson et al. 2014). one explanation for\nthis physio', 'ting protocol in one of the cyclists in which v˙ o2peak was\nassessed in a 30 s window involving the last 10 s of cycling and ﬁrst 20 s of recovery; in this case it was attained in the third repetition.\n\nsecond ', 'ed\n60 s before the test began and continued for 90 s upon completing\nthe last repetition. data were averaged over 5 s epochs for each\nparticipant and then analyzed. to compare v˙ o2 between the 2\nexercise tests, we sea', ' (fig. 1) and also to allow for comparison with\nv˙ o2max in itp, as this variable was also measured over 30 s. this\nmethod and the values we obtained are comparable with the ﬁndings of the aforementioned studie', 'he aforementioned studies despite our inclusion of the\nactive recovery period, as v˙ o2 was similar during the last 10 s of\nthe sprint and ﬁrst 20 s of active recovery.\n\nattention should be drawn to the fact that the itp-', 're then calculated based on the composition of respiratory gas\nand minute pulmonary ventilation and averaged into 30 s intervals. these values were compared against work rate to obtain the\nv˙ o2/work rate relationship a', 'rval testing protocol (sitp) composed of four\n30 s maximal intensity cycling bouts interspersed with 90 s recovery periods, (iii) competition in a simulated mountain biking\nrace. oxygen uptake, pulmonary ventilati', ' o2 between the 2\nexercise tests, we searched for a 30 s measurement window (as\nv˙ o2max was based a 30 s average) in which oxygen uptake peaked.\nthis was observed in the last 10 s of each sprint and continued int']",,,,,,,,,,,,,,
FALSE,j.cortex.2017.01.002,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,02640414.2016.1210819,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,j.clinph.2011.01.049,,,,,,,,,"[('every 20 s.', '20')]","['true max 2400) with averages for oxygen uptake (vo2 ) and respiratory exchange ratio (rer) assessed every 20 s. a modified balke protocol (acsm, 2010 ) was employed using a life fitness motor-driven treadmill (b']",,,,,,,,,,,,,,
FALSE,00005768-199904000-00018,,,,,,,,,"[('every 15 s;', '15')]","['mes by a vehicle in which the \nreceiving unit of the cosmed k4 was positioned. the data were stored every 15 s; furthermore, heart \nand  pedaling  rates  were  recorded  by  polar  electro  cyclovantage  compute']",,,,,,,,,,,,,,
FALSE,sms.13307,,,,,,,,,"[('\n15-second periods', '15')]",['usa). \n\n    2peak was measured using the breath-by-breath method and was averaged over consecutive \n\n15-second periods.    o2peak and the respiratory exchange ratio were defined as the highest 15-\n\nseconds average valu'],,,,,,,,,,,,,,
FALSE,j.diabres.2010.08.025,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,jappl.1991.71.3.1070,,,,,,,,,[],[],,,,,,,,,,,,,,
FALSE,japplphysiol.00332.2015,,,,,,,,,"[(' 30-s period', '30')]","[' (inspired o2 fraction ⫽ 0.2093). v˙ o2 peak\nwas deﬁned as the highest average v˙ o2 obtained in any 30-s period,\nwith v˙ o2 peak more appropriately describing the end point of the test\ndue to an absence of v˙ o2']",,,,,,,,,,,,,,
FALSE,ijerph17176352,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,j.jcf.2017.08.015,,,,,,,,,"[(' 30 s averages', '30')]","['xpired gases were\nanalyzed by a truone® 2400 metabolic cart (parvomedics,\nsandy, ut) and reported as 30 s averages to obtain vo2 peak.\nheart rate, blood pressure, and spo2 were monitored throughout\nthe test.\n\n2.6. ']",,,,,,,,,,,,,,
FALSE,jappl.1992.73.6.2382,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,02640414.2018.1504605,,,,,,,,,"[('highest \n\n30 sec ', '30'), ('averaged over the last 30 s ', '30'), ('last 30 seconds ', '30'), ('sampled every 1 s)', '1'), (' 15 seconds of each', '15')]","['oothing obtained \n\nby applying a three-sample moving average. 𝑉̇ o2peak values were reported as the highest \n\n30 sec value observed during the final minute of the incremental test. \nenergy cost of locomotion \n\nthe net', 'roposed  by  di  prampero,  salvadego,  fusi,  &  grassi  (2009),  to  which  the  reader  is \n\nwas averaged over the last 30 s of each step (see above) and that only data below get \n\nwere taken into account; moreover, only data', '  calibrated  syringe.  all  parameters  were \n\nrecorded as the mean of the values occurring in the last 30 seconds of each 1-min step at \n\nconstant speed. gas exchange threshold (get) was determined by means of the ', 'ng himself upwards on the handlebars. the decrease in belt speed as a \n\nfunction of time (data were sampled every 1 s) as determined in 14 trials is reported in \nfigure  2:  s  =  5.203  –  0.304·t,  r2  =  0.969.  the', 'nuously using a metabolic cart. rating of perceived exertions (rpe) were recorded \n\nduring the final 15 seconds of each stage by asking the subjects to select the level of \n\nperceived effort on a borg cr-10 scale presen']",,,,,,,,,,,,,,
FALSE,01.mss.0000079047.84364.70,,,,,,,,,"[('(10-s averaged', '10')]",['espectively (table 1).\n\nfigure 4 —the comparison for the attained peak v˙ o2 and timeserial changes (10-s averaged) of v˙ o2 in the up (black circle) and\ndown (open circle) protocols in the representative subject ('],,,,,,,,,,,,,,
FALSE,ijerph18179193,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,phy2.13851,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,s00421-004-1179-1,,,,,,,,,"[('during 50 s\n', '50'), ('into 10 s ', '10'), ('averaged every 15 s ', '15'), ('during 30 s ', '30'), ('period\n(10 s)', '10')]","['be\nclose to steady state during the last three 60 s series of\nt263. the choice of 50% map intensity during 50 s\nseemed to answer these expectations. indeed, previous\nstudies showed that 76–85% of the phosphocreat', 'onsisting of 4 min at 50%\nmap followed either by 8 min at 63% map or by 8\nsequences of 60 s divided into 10 s at 130% map and\n50 s at 50% map (i.e., 63% map on average). oxygen\nuptake was continuously measured ', 'iquide sante´ , ve´ nissieux, france). the\nventilatory variables were measured breath-by-breath\nand averaged every 15 s in order to continuously cal-\n_v o2, carbon dioxide production ( _v co2), reculate\nspiratory frequen', 'in of t163 and\n_v o2 was average\nt263. during the recovery phase,\nduring the entire period and also during 30 s at the 2nd,\n3rd, 5th and 10th min of the recovery period (figs. 1, 2).\nmechanical work production an', 's].\nhowever, due to the power output being greater than\n100% map and the short duration of the peak period\n(10 s), the same substrate should be used at either 130%\n\n\x0c330\n\nor 120% map (i.e., mainly phosphocreatine;']",,,,,,,,,,,,,,
FALSE,mbe.2012.9.123,,,,,,,,,"[('highest 30s ', '30'), ('averaged over 5 sec.', '5')]","['s using portable open circuit spirometry (jaeger oxycon\nmobile, ca). v o2 max was determined as the highest 30s average of the test. from\nthis maximal aerobic speed (lowest speed eliciting v o2 max) and maximal s', 'co2 using electrochemical oxygen measuring\ncell (sbx) in an oxycon mobile (cardinal health, oh) and averaged over 5 sec. the\noxygen and carbon dioxide sensors were calibrated prior to each test for: ambient\nconditions (t']",,,,,,,,,,,,,,
FALSE,mss.0b013e31817a8aea,,,,,,,,,"[('averaged\nover 20-s ', '20'), ('last 30 s ', '30')]","['ensormedics corporation, yorba linda, ca) metabolic\nanalysis system, and subsequently the data were averaged\nover 20-s intervals. the analyzer was calibrated before\neach test. the test was classified as a maximal effort', 'd gradient of the\ntreadmill as well as hr were kept blind from the participant\nat all times. in the last 30 s of each 5-min period, treadmill\nspeed and gradient were recorded as well as measures of hr\nand rpe t']",,,,,,,,,,,,,,
FALSE,s0370-41062018005000812,,,,,,,,,"[('every 30 seconds,', '30')]","['hich, at the same time, respiratory gases, oxygen \nconsumption and carbon dioxide production values every 30 seconds, anaerobic threshold, and \nmaximum workload were analyzed. the values of forced vital capacity (fvc)']",,,,,,,,,,,,,,
FALSE,s00421-018-3838-7,,,,,,,,,"[(' 10 s of each', '10'), ('last 20 sec ', '20'), (' 20 sec of each', '20')]","['. heart rate (hr) was continually monitored (polar electro, \n\noy, finland) and recorded in the final 10 s of each incremental stage and immediately upon reaching \n\nvolitional  exhaustion.  a  rating  of  perceived', ' in \n\n100 g (arms) or 200 g (legs) increments. for both trials, v̇ o2 and v̇ e were averaged in the last 20 sec of \n\neach 5 min period with hr and overall rpe recorded at the end of each 5 min period. local rpe f', 'ilation (v̇ e) and respiratory \n\nexchange ratio (rer). expired gas data were averaged over the final 20 sec of each incremental stage \n\nand prior to reaching volitional exhaustion. heart rate (hr) was continually mo']",,,,,,,,,,,,,,
FALSE,j.apmr.2018.02.002,,,,,,,,,"[('periods of 30 seconds.', '30')]",['is.  secondary outcomes breath-by-breath measurements of v ˙    o 2  were averaged over consecutive periods of 30 seconds.18   curves were modeled using nonlinear regression models that described the oxygen uptake during e'],,,,,,,,,,,,,,
FALSE,sms.12258,,,,,,,,,"[('every 30 s.', '30'), (' 5 s intervals', '5')]","['yser (cpx/d, medgraphics, saint paul, minnesota, usa). the cardiopulmonary parameters were analyzed\nevery 30 s. the hrmax values obtained during the treadmill tests\nperformed prior to the intervention were simil', 'ed\nby 2 × 12-min periods of play interspersed with 3 min of passive\nrest. heart rate was recorded at 5 s intervals using chest belts\nduring all\ntraining sessions (polar team system, polar oy,\nkempele, finland). per']",,,,,,,,,,,,,,
FALSE,art.22886,,,,,,,,,"[('averaged every 30 seconds.', '30'), ('every 30 seconds,', '30')]","['ra¨te, oberthulba, germany) from which vo2\nand carbon dioxide production (vco2) were calculated\nand averaged every 30 seconds. the highest vo2 recorded\nduring the test (our criterion measure) was considered to\nbe maximal when ', ' a plateau deﬁned as a difference ⬍0.25 liters/\nminute between the 2 ﬁnal vo2 measurements obtained\nevery 30 seconds, and 2) a respiratory quotient (vco2/vo2)\nfor the last measurement ⱖ1.0.\n\nwhen describing patient ch']",,,,,,,,,,,,,,
FALSE,jsc.0000000000001860,,,,,,,,,"[('averaged over 10 s ', '10')]","[' were recorded continuously pre, during and post \n\nrunning and climbing. breath-by-breath data were averaged over 10 s intervals and exported to excel and \n\nspss for final data analysis.  \n\n---------------insert figure ']",,,,,,,,,,,,,,
FALSE,339504,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,apnm-2015-0646,,,,,,,,,"[('lasting 60-s,', '60'), ('during the 60-s ', '60'), (' 5-s interval', '5'), (' 5-s intervals', '5'), ('average of 30 s ', '30'), ('each 60-s ', '60'), ('(5-s intervals', '5'), ('over the last 30 s ', '30'), ('during  a  60-s ', '60'), ('highest 5-s ', '5')]","['ave thus examined the hypothesis that ipc could improve the mpo during a maximal \n\ncycling exercise lasting 60-s, the duration being susceptible to influences from both aerobic \n\nd\n\nand  anaerobic  energy  metabol', 'ate concentrations after ipc. \n\n \nfig. 3 myoelectrical activity of vastus lateralis (5-s intervals) during the 60-s sprint cycling \nperformance.  figure  3a  represents  the  non-normalized  emg  amplitude  responses', ' conditions  were  528  [517-540]  and  539  [528-551]  w, \n\nrespectively. when mpo was expressed in 5-s intervals, the performance improvement was \n\nhigher  at  the exercise onset (6.8%, 95%ci of 1.2 to 12.8%, p ', ' conditions  were  528  [517-540]  and  539  [528-551]  w, \n\nrespectively. when mpo was expressed in 5-s intervals, the performance improvement was \n\nhigher  at  the exercise onset (6.8%, 95%ci of 1.2 to 12.8%, p =', 'ost-exercise  oxygen  consumption  (epoc),  respectively. pretest  vȩo2  was  calculated  as  the \n\naverage of 30 s preceding the sprint and peak vȩo2 was the highest 5-s value attained during \n\nthe test. in summary,', 'ken  as  the  highest  15-breaths  rolling  average  value \n\nattained during the test. the vȩo2 for each 60-s cycle performance and during recovery were \n\nintegrated over time to provide the accumulated gross v', 'verify the timing identified by the computer. the average rms \n\nover the periods of muscle activity (5-s intervals) were then calculated and constituted the \n\nmyoelectric variable of interest. \n\n \n\nhttps://mc06.man', 'dual  relationships  between  power \n\noutput and vȩo2 were established using the mean vȩo2 measured over the last 30 s of each \n\nstage for the calculation of the accumulated oxygen deficit (aod) according to noordhof et', 'per  thighs  on \n\nanaerobic  performance,  skeletal  muscle  activation  and  metabolic  responses  during  a  60-s \n\nsprint  performance.  after  an  incremental  test  and  a  familiarization  visit,  subjects  wer', 'retest  vȩo2  was  calculated  as  the \n\naverage of 30 s preceding the sprint and peak vȩo2 was the highest 5-s value attained during \n\nthe test. in summary, the relevant variables derived from vȩo2 measurements ']",,,,,,,,,,,,,,
FALSE,j.jjcc.2014.11.005,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,j.ahj.2010.12.012,,,,,,,,,"[('highest 30-second ', '30')]","['d with a metabolic cart (medical graphics corporation, st paul, mn). vo 2  peak  was defined as the highest 30-second averaged vo 2  during the exercise test. the time to vo 2  peak was noted as the treadmill time in m']",,,,,,,,,,,,,,
FALSE,ajpheart.1999.277.3.h1045,,,,,,,,,"[('averaged\nevery 30 s.', '30'), ('over 10 s ', '10'), ('every 15 s.', '15')]","['), respiratory rate (rr), expired co2 (v˙ co2),\nand end-tidal partial pressures for o2 and co2 were averaged\nevery 30 s. the peak v˙ o2 was taken to reﬂect the maximum\nv˙ o2 (v˙ o2max), because such a v˙ o2max value is s', '-c oxidase (dctox) were\ncalculated by a modiﬁed lambert-beer law (50). a running\naverage integrated over 10 s was used, and results were\npresented as the overall means at rest and during exercise.\nthe variables', 'e meter (model pe 3000 sport\ntester, polar electro, kempele, finland) was used to record\nheart rate every 15 s.\ncardiac output (q˙ ) was estimated by dye dilution and by\nthe fick principle using the v˙ o2 and th']",,,,,,,,,,,,,,
FALSE,16501977-1037,,,,,,,,,"[('highest 30-s ', '30'), ('during 5 s,', '5'), ('highest 5-s ', '5'), ('over the 30s;', '30'), ('over the 30s ', '30'), ('over the 30 s ', '30')]","['ands), calibrated prior to each test with standard \ngases and volume. vo2peak was determined as the highest 30-s mean \nvalue attained during the test. popeak was determined as the highest \nwork  rate  that  the  s', 'with full extension being 0º. maximal isometric torque \n(nm) of knee extensors was measured 3 times during 5 s, with a 30-s \nrest between each contraction. the mean value of these 3 measurements \nwas used for ev', ' with a polar heart monitor (polar detro oy, \nkempele, finland). maximal heart rate (hrmax) was the highest 5-s \nmean value found during the test. as objective criteria for maximal \nexercise, we used the peak hea', 'habil med 44\x0c936\n\ns. de groot et al.\n\ntable iii. regression equations with sprint power (mean power over the 30s; p30) as independent variables and peak oxygen uptake (vo2peak) and \npeak aerobic power output (pope', 'rebral palsy. \nmethods: isometric and isokinetic knee extension strength, \nsprint power (mean power over the 30s (p30)), peak aerobic power output (popeak) and oxygen uptake (vo2peak) were \ndetermined. regression ', 'ngate software (version 1.0.9, lode, groningen, the netherlands), peak power \n(pmax) and mean power over the 30 s (p30) was calculated. \n\naerobic power\neach participant performed a graded exercise test on the excal']",,,,,,,,,,,,,,
FALSE,s0167-9457_._02_._00180-x,,,,,,,,,"[(' 30-s period', '30'), ('during the 10-s ', '10'), (' 60 s at each', '60'), ('every 20 s ', '20')]","['within the kistler gaitway treadmill. data were sampled at 1000 hz, for a 10-s epoch between 20- and 30-s period of each 1-min speed interval. data were analysed for the right leg only, normalised for body weight', 'ta were analysed for the right leg only, normalised for body weight, averaged over all foot-strikes during the 10-s epoch and subsequently averaged over the two trials for each of the nine speeds.  2.4 data analysis ', 'er three levels of loading (0%, 15% and 30% body weight). for each trial, participants locomoted for 60 s at each of 9 different speeds – 4 speeds both above and below their preferred transition speed (pts) plus t', 'rough the use of a metabolic cart (sensormedics system 2900). oxygen consumption data was collected every 20 s and averaged across the 1-min period at each speed. the kinetic variables of maximum force, impulse,']",,,,,,,,,,,,,,
FALSE,fendo.2017.00229,,,,,,,,,"[('\n90\xa0s recover', '90'), ('every 4\xa0s.', '4'), (' 90\xa0s recover', '90')]","['articipants were asked to perform a \n2-min warm-up at 50\xa0w followed by 1-min bouts of exercise with \n90\xa0s recovery. exercise started at 85% of the work required to elicit \n\uf026vo2 max  (wmax),  and  increased  by  10', 'nuous ramp protocol. \nafter  a  5-min  warm-up  at  50\xa0 w,  the  work  rate  was  increased \nby 1\xa0w every 4\xa0s. participants were instructed to cycle to volitional exhaustion. for the duration of the test, expir', ' began with a 2-min warm-up at 50\xa0w followed by five sets \nof 1\xa0min high-intensity cycling work with 90\xa0s recovery between \nsets with the exception of week 1 where three sets per\xa0session \nwere performed in session']",,,,,,,,,,,,,,
FALSE,s00421-010-1540-5,,,,,,,,,"[(' 20-s averages', '20')]",['and control participants without disabilities (fernhall et al. 1990). the vo2 data were displayed in 20-s averages. a valid vo2peak was deﬁned as the\nhighest value obtained during the last stage of exercise with\na '],,,,,,,,,,,,,,
FALSE,s00421-015-3217-6,,,,,,,,,"[('during a 30-s ', '30')]","['m, sundberg cj, norman b & jansson e (1999) metabolic response in \ntype i and type ii muscle fibers during a 30-s cycle sprint in men and women. j appl physiol \n87: 1326-1332. \n \nesbjornsson m, norman b, suchdev s,']",,,,,,,,,,,,,,
FALSE,bjsm.2005.019208,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,j.ijcard.2013.11.005,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,s00421-014-2890-1,,,,,,,,,"[('highest 10-s ', '10'), ('highest 15-s ', '15'), (' 1-s intervals', '1')]","['ta analysis the gas exchange data were interpolated to 1-s intervals and peak v\uf026o2 was taken as the highest 10-s stationary average during the test. the gas exchange threshold (get) was determined by the v-slope m', ' (national instruments, newbury, uk).   \x0c8  peak stroke volume and cardiac output were taken as the highest 15-s mean value measured during the test. to provide an insight into the balance between oxygen delivery ', 'rticipant seated at rest on the ergometer.  data analysis the gas exchange data were interpolated to 1-s intervals and peak v\uf026o2 was taken as the highest 10-s stationary average during the test. the gas exchange th']",,,,,,,,,,,,,,
FALSE,chest.112.6.1554,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,japplphysiol.00187.2005,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,ijsnem.23.6.584,,,,,,,,,"[('every  5sec ', '5'), ('last 60 s ', '60')]","['each  subject \nand was set accordingly for all subsequent tests. heart \nrate  (hr)  was  monitored  every  5sec  by  near  infrared \ntelemetry (polar nv, polar electro, kempele, finland). \nthe vo2peak test starte', 'bon dioxide production (vco2) and respiratory exchange ratio (rer) over a 3-min period. within \nthe last 60 s of each 3min period, vacutainer tubes were \nfilled  in  triplicate  for  measurement  of  breath  13']",,,,,,,,,,,,,,
FALSE,01.mss.0000142299.42797.83,,,,,,,,,"[('over\nthe last 30 s ', '30'), ('last 30 s\n', '30')]","[' b) respiratory exchange ratio ⬎ 1.20, and c) a\nplateauing of oxygen uptake (ⱕ150 ml·min⫺1 in v˙ o2 over\nthe last 30 s of the test). maximum oxygen uptake was\ndetermined by taking the highest v˙ o2 value in the last 30 ', 'st 30 s of the test). maximum oxygen uptake was\ndetermined by taking the highest v˙ o2 value in the last 30 s\nof the exercise test. in the present study, w˙ max was defined\nas the power output at v˙ o2max.\n\nbor']",,,,,,,,,,,,,,
FALSE,s004210000245,,,,,,,,,"[('every 30 s ', '30')]","['utput was 0 w and was increased by 15 w every minute\nuntil exhaustion. oxygen uptake was calculated every 30 s using an\nautomatic gas analyser (rm300, mg360, minato medical science,\nosaka, japan). heart rate was']",,,,,,,,,,,,,,
FALSE,hukin-2021-0104,,,,,,,,,[],[],,,,,,,,,,,,,,
FALSE,j.apmr.2018.07.430,,,,,,,,,"[(' 10-second average', '10'), ('overy was 60 seconds ', '60')]","['riables were expressed as proportions with percentages. the metabolic parameters were analyzed using 10-second average samples to minimalize the effects of the breath-by-breath signal noise.35   the peak vo 2  was defi', 'and from 133 mmhg (iqr117-154) to 143 mmhg (iqr129-164) (p =.003). the median time to heart rate recovery was 60 seconds (iqr 0-480). in the patients who performed passive cycling, no significant changes in heart rate and']",,,,,,,,,,,,,,
FALSE,s00421-004-1189-z,,,,,,,,,"[('during the 30 s ', '30'), (' 5 s averaged', '5'), ('during a 30 s-', '30'), ('(15 s) interval', '15'), ('averaged over a 5-s ', '5'), ('period\n(15 s)', '15'), (' 30 s recover', '30'), (' 5-s periods', '5'), ('overy (30 s\n', '30'), ('overy (30 s ', '30'), ('during a 30-s ', '30'), ('intervals (30 s)', '30')]","['ain set by an\nexperimenter making sounds at regular intervals (30 s)\nup to the end of the exercise. during the 30 s exercise\nand the 30 s active recovery, the subjects had to cover a\ndistance determined from their ow', 'during and after the two\n(ie) and with series (ies)\nintermittent\n(n=11). the peak equals the maximal 5 s averaged o2 uptake\nmeasured in the test, the mean _v o2 equals the mean o2 uptake\n\ntests realized without\n\nv', 'nating with active recovery (30 s at\n50% of mav). thirdly, billat et al. (2000a) have observed that during a 30 s-30 s intermittent exercise\n(100% of v _v o2max alternated with 50% of\nmodel\nv _v o2max) a _v o2max s', '78–187\n\nbillat vl, slawinksi j, bocquet v, chassaing p, demarle a, koralsztein jp (2001) very short (15 s) interval-training around\nthe critical velocity allows middle-aged runners to maintain\n_v o2max for 14 minute', 'r) was continuously monitored (polar electro,\nkempele, finland). the cardio-respiratory values were\naveraged over a 5-s period.\n\ndetermination of _v o2max\n\nthe _v o2max corresponded to the highest _v o2 attained in\ntwo s', '\ndistance determined from their own mav. during the\nrecovery period, a longer sound was made at mid-period\n(15 s) to inform the athletes. during ie the subjects\nalternated repetitions until exhaustion whereas duri', 'els used to\ndevelop _v o2max, the 30 s-30 s, composed of a 30 s\nintensive exercise alternated with a 30 s recovery period, is commonly practiced. this intermittent exercise\nmodel has been reported to be eﬃcient\nth', 'determination of _v o2max\n\nthe _v o2max corresponded to the highest _v o2 attained in\ntwo successive 5-s periods for the maximal graded test. it\nwas judged that subjects had reached their _v o2max when\nthree or m', 's), which was identical to test ie except that\nafter the 6th repetition, a period of 4 min mixed recovery (30 s\nrest + 3 min at 50% mav + 30 s rest) was included. white\nbars represent exercise at 110% mav, diagon', 'thout stopping until exhaustion (ie) whereas during the other test\n(ies) a period of 4 min mixed recovery (30 s rest +\n3 min at 50% mav + 30 s rest) was interspersed every\n6 repetitions (fig. 1).\n\nmaximal graded ', 'ined at rest before the\nwarm-up and 2 min after each test. during ies blood\nsamples were also taken during a 30-s period at the start\nand the end of each series. even if the sample was not\ncompleted, it did not las', '1).\nfor these exercises, the running pace was again set by an\nexperimenter making sounds at regular intervals (30 s)\nup to the end of the exercise. during the 30 s exercise\nand the 30 s active recovery, the subjects ']",,,,,,,,,,,,,,
FALSE,jaha.117.008072,,,,,,,,,"[('\n30-second average', '30')]","['criteria.24 lt and vcp were identiﬁed by 2\n_vo2peak is reported as the peak\nreviewers independently.\n30-second average during exercise. second, breath-by-breath\ndata were subject to 90-second rolling average and were\na']",,,,,,,,,,,,,,
FALSE,jsc.0b013e318270fd0b,,,,,,,,,"[(' 30-second intervals', '30'), (' 15-second periods', '15'), (' 5-second intervals', '5'), (' 15-second rest period', '15'), ('\n10-second rest periods', '10')]","['lar team system, polar electro\noy, kempele, finland). the highest values obtained for v̇o2\nand hr in 30-second intervals were used as the peak values.\n\nstatistical analyses\ndifferences\nin test performance and physical ca', 'nations\nbetween a total of twenty 15-second running bouts at selfcontrolled speed, interspersed with 15-second periods with\npassive recovery.\n\nknowledge about the intermittent exercise capacity of\nchildren is of great ', ' yyir1c and andersen tests to determine\nmaximal heart rate. heart rate measurements were obtained\nin 5-second intervals using polar team2 heart rate monitors\n(polar electro, kempele, finland) and stored on a computer\nfo', 'test with the children running as far as\nthey can in repeated 15-second exercise bouts, separated\nby 15-second rest period. thus, for the grade 0 and 2 pupils,\nthe ranges in performance were 256–1,728 and 866–1,161 m,\nresp', 'eing an incremental test with 2 3 20 m shuttle\nruns with rather small speed increments, separated by\n10-second rest periods (20), and the andersen test being\na ﬁxed 10-minute test with the children running as far as\nthey ca']",,,,,,,,,,,,,,
FALSE,s0966-6362_._03_._00097-3,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,s00421-011-2146-2,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,
FALSE,j.ahj.2009.07.015,,,,,,,,,"[('every 15 seconds ', '15')]",['ygen (o2 ) and carbon dioxide (co2 ) content using dedicated analyzers. expired gases were reported every 15 seconds and forwarded after test completion to a core exercise laboratory for quality assurance and further '],,,,,,,,,,,,,,
FALSE,01.mss.0000142403.93205.35,,,,,,,,,"[('averaged every 15 s.', '15')]","['breathing frequency (fr), and other standard respiratory parameters were monitored continuously and averaged every 15 s. a four-lead ekg recorded heart rate\ncontinuously.\n\nconstant submaximal exercises\n\nthree submaximal ']",,,,,,,,,,,,,,
