done,doi_suffix,op-rr,human,english,eligible,gas_data,ext_ref,gas_analyzer,Data Processing Text,outlier_terms,outlier_text,outlier_limit,outlier_avg_type,outlier_avg_subtype,outlier_avg_amount,outlier_avg_MOS,outlier_avg_mean_type,Notes
FALSE,s0022-4707.19.09445-3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,journal.pone.0242136,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jpts.30.181,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,16501970306095,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.2018-0238,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s13063-021-05414-2,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s12883-016-0686-0,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0003-9993_._98_._90365-3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0000000000002957,,,,,,,,,"[[' local mean'], ['v̇ o2 data were cleaned by removing data points laying ± 3 sd ']]","['2] / ([hhb] + [hbo2])) × 100. data analysis for the cycling tests (i.e., ri and constant-po bouts), v̇ o2 data were cleaned by removing data points laying ± 3 sd from the local mean and linearly interpolated to 1s intervals (origin, origin lab, northampton, ma). during the ri test']",±3 SD / 99%,,,,,,
FALSE,2047487318809479,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0003-9993_._97_._90078-2,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,thc-2008-16602,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijsnem.2017-0352,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00218.2017,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,journal.pone.0071219,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ajpregu.00761.2010,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-010-1455-1,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e318244341d,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.mss.0000121951.10417.b5,,,,,,,,,,,,,,,,,
FALSE,00005768-199709000-00008,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2006-924348,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2007-972662,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,eurheartj_._ehm021,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-0030-1249620,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2016.00602,,,,,,,,,"[['vo2 during constant-workload exercise the breath-by-breath data from each exercise were manually ﬁltered to remove outlying breaths, which were deﬁned as breaths ±3 sd ']]","['olume 7 | article 602\n\x0cbarbosa et al. endurance performance during intermittent cycling modeling of vo2 during constant-workload exercise the breath-by-breath data from each exercise were manually ﬁltered to remove outlying breaths, which were deﬁned as breaths ±3 sd from the adjacent ﬁve breaths. the breath-by-breath data were interpolated to give second-by-second ']",±3 SD / 99%,breath,,5,mean,whole,
FALSE,ijo.2015.215,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jrrd.2011.12.0252,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0000000000002004,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,expphysiol.2009.048975,,,,,,,,,"[[' coughing'], [' swallow'], [' aberrant'], [' local mean']]","['2001). modelling o2 uptake kinetics the breath-by-breath ˙vo2 data for each trial were inspected for aberrant breaths caused by coughing or swallowing. any breaths greater than three standard c(cid:2) 2009 the authors. journal compilation c(cid:2)', ' 172–183 breathing he–o2 attenuates the slow component of o2 uptake kinetics 175 deviations from the local mean were eliminated. the breath-by-breath ˙vo2 data for each trial were then interpolated to 1s interva']",±3 SD / 99%,,,,,,
FALSE,fphys.2021.662029,,,,,,,,,[[' local mean']],"['ach swimmer. for the ⩒o2k analysis, the outliers (exclusion of values lying  over three sds from the local mean) were previously excluded  from the analysis, and the breath-by-breath data were interpolated  into']",±3 SD / 99%,,,,,,
FALSE,s00421-011-2054-5,,,,,,,,,"[[' local mean'], ['vo2 data from individual repetitions of submaximal exercise at a constant predetermined work rate were processed. first, vo2 data values greater than four standard deviations ']]","['untech inc.). data processing, modeling, and dynamic analysis prior to estimating parameter values, vo2 data from individual repetitions of submaximal exercise at a constant predetermined work rate were processed. first, vo2 data values greater than four standard deviations from their local means were omitted from those used for parameter estimation. second, breath-by-breath responses for each']",±4 SD,,,,,,
FALSE,jsc.0000000000001733,,,,,,,,,,,,,,,,,
FALSE,japplphysiol.00041.2005,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijerph17155465,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,apnm-2016-0362,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.cortex.2017.01.002,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,02640414.2016.1210819,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.clinph.2011.01.049,,,,,,,,,,,,,,,,,
FALSE,00005768-199904000-00018,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,sms.13307,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.diabres.2010.08.025,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jappl.1991.71.3.1070,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00332.2015,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijerph17176352,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.jcf.2017.08.015,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jappl.1992.73.6.2382,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,02640414.2018.1504605,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.mss.0000079047.84364.70,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijerph18179193,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,phy2.13851,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-004-1179-1,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mbe.2012.9.123,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0b013e31817a8aea,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0370-41062018005000812,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-018-3838-7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.apmr.2018.02.002,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,sms.12258,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,art.22886,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0000000000001860,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,apnm-2015-0646,,,,,,,,,"[[' coughing'], [' swallow', ' sigh'], [' errant'], [' local mean'], ['breaths caused by coughing, swallowing, sighing, etc., which were considered not to be reflective of the underlying kinetics; i.e. values greater than three standard deviations ']]","[' the breath-by-breath gas exchange data from each test were initially examined to exclude occasional errant breaths caused by coughing, swallowing, sighing, etc., which were considered not to be reflective of the underlying kinetics; i.e. values greater than three standard deviations from the local mean were omitted. during the incremental test, individual relationships between power output and vȩo2 w']",±3 SD / 99%,,,,,,
FALSE,j.jjcc.2014.11.005,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.ahj.2010.12.012,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ajpheart.1999.277.3.h1045,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,16501977-1037,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0167-9457_._02_._00180-x,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fendo.2017.00229,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-010-1540-5,,,,,,,,,"[[' coughing'], [' swallow', ' talk'], [' errant'], ['breaths (i.e., due to coughing, swallowing or talking) were deleted from the data set when vo2 exceeded three standard deviations ']]","['ity (45% vo2peak) exercise vo2. other parameters have been previously described in eq. 1. occasional errant breaths (i.e., due to coughing, swallowing or talking) were deleted from the data set when vo2 exceeded three standard deviations of the mean, deﬁned as the average of two following and two preceding sampling intervals (lamarra et']",±3 SD / 99%,breath,,4,mean,whole,
FALSE,s00421-015-3217-6,,,,,,,,,,,,,,,,,
FALSE,bjsm.2005.019208,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.ijcard.2013.11.005,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-014-2890-1,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,chest.112.6.1554,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00187.2005,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijsnem.23.6.584,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.mss.0000142299.42797.83,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s004210000245,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,hukin-2021-0104,,,,,,,,,"[[' coughing'], [' sigh', ' swallow']]","['s were averaged  every 30 s and converted into minute values to  exclude irregular breaths caused by coughing,  sigh breathing or swallowing, as reducing “noise”  and artifacts may improve the interpretation of  data. the oxygen uptake p']",,,,,,,
FALSE,j.apmr.2018.07.430,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-004-1189-z,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jaha.117.008072,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e318270fd0b,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0966-6362_._03_._00097-3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-011-2146-2,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.ahj.2009.07.015,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.mss.0000142403.93205.35,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jhj.44.187,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ajpregu.00006.2012,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s12883-019-1361-z,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,09031936.99.14613049,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-004-1258-3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-008-0838-z,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2007-989230,,,,,,,,,"[[' errant'], ['v˙ o2max intensity running took 2 – 4 s. following removal of outliers (± 3 sd)']]","['h raw data sampled at 2048 hz for all tests. data calculation transition times from stationary to v-v˙ o2max intensity running took 2 – 4 s. following removal of outliers (± 3 sd) to exclude errant breaths, breath-by-breath v˙ o2 data were interpolated to duffield r, bishop d. v˙o2 responses to …']",±3 SD / 99%,,,,,,
FALSE,j.apmr.2004.09.030,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s003940070019,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2007-964973,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s40618-015-0411-7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,expphysiol.2006.034223,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0002-8703_._99_._70381-9,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-0043-120763,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0192415x08006442,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2022.857816,,,,,,,,,,,,,,,,,
FALSE,mss.0b013e318281e4a8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ep085293,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0003-6870_._00_._00022-3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s1469-0292_._02_._00041-9,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2007-973049,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,sc.2015.228,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.ahj.2017.04.009,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.1540-8159.1994.tb01349.x,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e31823f2838,,,,,,,,,,,,,,,,,
FALSE,s0026-0495_._03_._00312-3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0b013e31818338b7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,nu10030370,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.1469-7793.2001.t01-1-00861.x,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.apmr.2007.11.013,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jphysiol.2005.094979,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.1442-200x.2007.02320.x,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s004210050238,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.jtcvs.2006.10.022,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.biocel.2012.09.024,,,,,,,,,,,,,,,,,
FALSE,japplphysiol.00137.2004,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,circj.cj-09-0222,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s004210100411,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s13102-021-00375-0,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,chest.07-0732,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00246-012-0308-6,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.humov.2015.11.009,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0b013e3181d322dd,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00005768-200101000-00017,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-018-3826-y,,,,,,,,,,,,,,,,,
FALSE,fphys.2021.599514,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-006-0325-3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.hjr.0000152242.51327.63,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00005768-200109000-00007,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jc.2004-2092,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00580.2019,,,,,,,,,"[[' cough'], [' sigh', ' swallow']]","['inetics). breath-by-breath v˙ o2p values were initially examined to exclude outlier values caused by sighs, swallowing, and coughs, time aligned, and then superimposed for each subject (25). average v˙ o2p values every 10 s were ']",,,,,,,
FALSE,jsm.0b013e3181b2077a,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,0300-9629_._93_._90513-4,,,,,,,,,,,,,,,,,
FALSE,s40279-016-0521-1,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jpa2.27.133,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.mss.0000170101.99529.a3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,phm.0000000000000903,,,,,,,,,,,,,,,,,
FALSE,jsc.0000000000000656,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,apnm-2016-0646,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00005768-200206000-00008,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,0034-5687_._81_._90008-6,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,adc.61.4.388,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2004-821022,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s40798-021-00342-6,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.burns.2018.06.004,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.mss.0000084416.71232.ea,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.2021-0356,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s1047951105002076,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2005-873020,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-011-1965-5,,,,,,,,,"[[' coughing'], [' swallow'], ['vo2 coughing (lamarra et al. 1987). therefore, individual and _vco2 values that were [3 standard deviations ']]","['hby-breath responses occasionally contain values that are clearly artifactual, which may result from swallowing or _vo2 coughing (lamarra et al. 1987). therefore, individual and _vco2 values that were [3 standard deviations (sd) from the mean were removed (lamarra et al. 1987). _vo2 and _vco2 from the ﬁnal minute of averag']",±3 SD / 99%,,,,,,
FALSE,ajpendo.00598.2006,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,2047487320914435,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.ridd.2015.09.011,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,bjsm.2009.061325,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e3181cb2854,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.jpeds.2012.10.047,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0b013e3182805d5a,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-021-04820-3,,,,,,,,,,,,,,,,,
FALSE,j.jsams.2018.11.018,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,physiolres.933039,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,gme.0b013e318238ea66,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,978-1-4615-1375-9_58,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,pes.2015-0027,,,,,,,,,,,,,,,,,
FALSE,annalsats.201907-500rl,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0b013e31820750f5,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,pes.2014-0175,,,,,,,,,,,,,,,,,
FALSE,s00421-018-3986-9,,,,,,,,,"[[' aberrant'], [' local mean'], ['breath-by-breath gas exchange data were filtered by removal of aberrant data points that lay 3 sd ']]","['ary lactate analyzer (mmol l-1). latex gloves were worn by the attending researcher. data analysis. breath-by-breath gas exchange data were filtered by removal of aberrant data points that lay 3 sd above and below the local mean (39). data for each protocol were then interpolated linearly to 1s intervals and time-aligned, such']",±3 SD / 99%,,,,,,
FALSE,dc13-0084,,,,,,,,,,,,,,,,,
FALSE,j.jsams.2020.04.015,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0735-1097_._00_._00691-4,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.01302.2006,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,sports6030072,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-007-0614-5,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,phy2.13910,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0000000000000490,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijerph17186668,,,,,,,,,"[[' coughing', ' coughing'], [' errant', ' errant'], ['vo2) analysis by including only those that were between mean ± four standard deviations ', 'vo2) analysis by including only those that were between mean ± four standard deviations ']]","['windows, microsoft corporation, albuquerque, nm, usa) with a 0.96 intra-test correlation. initially, errant breaths (e.g., coughing and signal interruptions), which do not truly represent the physiological functioning during exercise, were omitted from the oxygen uptake (vo2) analysis by including only those that were between mean ± four standard deviations [22]. afterwards, individual breath-by-breath vo2 responses were smoothed using a three-breath movin']",±4 SD,,,,,,
FALSE,jsc.0000000000004046,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0002-9149_._96_._00527-9,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e31816a4475,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00415.2012,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-004-1296-x,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.1600-0838.2012.01496.x,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s004210100472,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jappl.1999.87.5.1604,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00125-015-3854-7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,00005768-200201000-00013,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,sms.13057,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,1743-7075-7-65,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.apmr.2008.01.020,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,sms.13088,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-019-04292-6,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jcdr_._2018_._28692.11626,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-006-0321-7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,tnsre.2021.3119359,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,19390211.2020.1811443,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,oxfordjournals.eurheartj.a061084,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,bjsm.28.1.43,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.cir.101.17.2066,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,pes.23.1.122,,,,,,,,,"[[' coughing'], [' swallow'], ['breath responses occasionally  contain values that are clearly artifactual, which may result from swallowing or  coughing (20). therefore, individual vo2 and vco2 values that were >3 standard  deviations ']]","['during the final min of each stage (3-inc) or bout  (10-cwr) were used for data analyses. breath-by-breath responses occasionally  contain values that are clearly artifactual, which may result from swallowing or  coughing (20). therefore, individual vo2 and vco2 values that were >3 standard  deviations (sds) of the mean were removed (20). average values for vo2 and  vco2 from the final min of each sta']",±3 SD / 99%,,,,,,
FALSE,ijsnem.2020-0084,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e3181b7f941,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s004210050240,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-012-2440-7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,bf00715008,,,,,,,,,,,,,,,,,
FALSE,s00421-014-3013-8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.healun.2005.02.010,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijerph17031026,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijspp.2017-0597,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0000000000002153,,,,,,,,,[[' local mean']],[' gas. data processing primarily was performed ofﬂine to exclude discrepant values above or below the local mean and smoothed into 15-second averages. v_ o2peak was considered as the highest value obtained during'],,,,,,,
FALSE,ijspp.2014-0135,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.90384.2008,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-021-04738-w,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,17461391.2020.1713901,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fpsyg.2018.01867,,,,,,,,,"[[' errant'], [' local mean'], ['breath-by-breath pulmonary gas exchange and ventilation data from each test were examined to exclude occasional errant breaths by removing values that lay outside 4 sd ']]","['est, the 6–20 borg rpe and fs were in full view of the participants at all times. data analysis the breath-by-breath pulmonary gas exchange and ventilation data from each test were examined to exclude occasional errant breaths by removing values that lay outside 4 sd from the local mean determined using a 5-breath rolling average (lamarra et al., 1987). filtered pulmonary gas exchange']",±4 SD,breath,rolling,5,mean,whole,
FALSE,00005768-199802000-00013,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-018-4044-3,,,,,,,,,,,,,,,,,
FALSE,jandrol.110.010074,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,physiolres.931403,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-2004-820963,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-021-04741-1,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,0168-8227_._89_._90070-3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-0044-102132,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-017-3547-7,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0000000000001458,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-010-1730-1,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsc.0b013e3181c7c282,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijerph18168386,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s004210000352,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,fphys.2017.00182,,,,,,,,,,,,,,,,,
FALSE,bf02337727,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.pep.0000154340.43505.91,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s0735-1097_._00_._00815-9,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mus.25120,,,,,,,,,,,,,,,,,
FALSE,hcr.0b013e3181ac7bcb,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.jsams.2015.02.004,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00316.2004,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,apnm-2016-0253,,,,,,,,,,,,,,,,,
FALSE,jsc.0000000000001392,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.apmr.2004.04.022,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,2047487318802695,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s-0031-1291321,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,0735-1097_._93_._90816-j,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jsm.0000000000000076,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,ijms20051240,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,j.jesf.2019.01.003,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00813.2005,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-006-0386-3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,npt.0000000000000053,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-021-04666-9,,,,,,,,,"[[' cough', ' cough'], [' local mean']]","['/  10. 4168/ aair. 2018. 10.1. 43 kennedy md, davidson wj, wong le et\xa0al (2016) airway inflammation, cough and athlete quality of life in elite female cross-country  skiers: a longitudinal study. scand j me', 'ma (kennedy et\xa0al. 2016; kurowski et\xa0al. 2018),  while respiratory symptoms, including post-exercise cough  following training and competition in cold climates are also  commonly reported (kennedy et\xa0al. 20', 'alues by replacing  values deviating > 2 sd from the mean of the surrounding  6 data points with the local mean (van der zwaard et\xa0al.  2016) and visually inspected for erroneous regions. then,  data were averag']",±2 SD / 95%,breath,,6,mean,whole,
FALSE,s0002-9149_._97_._00062-3,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,01.mss.0000150077.30672.88,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,jeb.243121,,,,,,,,,,,,,,,,,
FALSE,apmr.2001.19019,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,expphysiol.2012.070375,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-004-1086-5,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,mss.0b013e31819825f8,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,app12031371,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-014-2824-y,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,s00421-016-3384-0,,,,,,,,,FALSE,FALSE,,,,,,,
FALSE,japplphysiol.00806.2005,,,,,,,,,,,,,,,,,
FALSE,s00421-005-1319-2,,,,,,,,,FALSE,FALSE,,,,,,,
