done,doi_suffix,Data Processing Text,avg_terms,avg_text,no_avg_details,Avg type,Avg subtype,Avg amount,Avg MOS,Avg mean type,Avg method,Documented
FALSE,tsm2.139,,"[' 30-second  recover', 'tensity running, the mean']","[""ndball court is not only important at the beginning of the game, but especially at the  end of the game where game outcomes often decided. in  previous studies, it was found that the amount of high-inTENSITY RUNNING, THE MEAN speed, the relative workload (the  individual heart rate-oxygen uptake relationship obtained  during a treadmill test was used to estimate oxygen uptake  during match-play based on the players' heart"", 'erformance at very intense exercise, when the exercise is repeated. this aerobic contribution measured by a significant increase in oxygen uptake was  found in a repeated sprint test (6-second sprint, 30-SECOND  RECOVERy, 10 repetitions) on a treadmill,20 whereas the mean  running speed decreased from the first (6.3\xa0±\xa00.3\xa0m·s−1) to  the last sprint (5.9\xa0±\xa00.3\xa0m·s−1). in the present study, no decrease in offense time']",TRUE,,,,,,tsm2.139,TRUE
FALSE,v10078-011-0023-z,,"[' 90 s recover', ' 10 s recover', '1.min-1) mean', '1.min-1 on average', 'averaged over 30  second ']","['the influence of aerobic power on repeated anaerobic exercise table 1 gxt and 20mpst results (n = 40) parameters gxt  vo2max (ml.kg-1.min-1)  peak power (w)  peak power (w.kg-1) 20mpst  vo2max (ml.kg-1.MIN-1) MEAN ± s 62.9 ± 5.12  453.5 ± 39.62  6.4 ± 0.43 58.2 ± 2.86 s – standard deviation it is apparent from figure 1 that there is a  low relationship between the vo2max in gxt and  20mpst. there is evidence that the vo2max from  the 20mpst tends to underestimate the vo2max  from  the gxt by between 3.19 and 6.27  ml.kg-1.MIN-1 ON AVERAGE (table 2). a statistically  significant  found between  vo2max obtained  the spiroergometry  examination (gxt) and the calculated vo2max of  the 20mpst (r = 0.382, p = 0.015, r2 = 0.146). correlation', '  maintained by air-condition between 20-23° c.  the heart rate (hr) was continuously monitored  with a chest belt transmission (polar electro, oy,  finland). that stated it was ventilatory data were AVERAGED OVER 30  SECOND intervals.  the  participants had reached their vo2max, when at  least 2 of the following criteria were met: (1) a  plateau in the vo2 despite the increasing running  load, (2) a final respiratory exc']",FALSE,time,bin,30,mean,whole,v10078-011-0023-z-time-bin-30-mean-whole,TRUE
FALSE,vetrec.165.1.22,,['averaged every five seconds.'],"[' measured at rest and throughout each  trial with the quark metabolic cart and the portable k4b2 telemetric system (maiolo and others 2003). the expired gases were measured breath  by breath and then AVERAGED EVERY FIVE SECONDS. the measurements of  volume were obtained from the number of turns of the turbine blade for  a litre expired. for human beings, the mask includes one turbine, which  makes 10 turns per litre expired.']",FALSE,time,bin,5,mean,whole,vetrec.165.1.22-time-bin-5-mean-whole,TRUE
FALSE,vsp0904313c,,['each three minutes'],FALSE,TRUE,,,,,,vsp0904313c,TRUE
FALSE,00002060-199607000-00005,,['averaged every minute'],"['l to minute ventilation divided by oxygen consumption), and ventilatory equivalent for carbon dioxide (˙ve/˙vco2; equal to minute ventilation divided by carbon dioxide production) were determined and AVERAGED EVERY MINUTE. exercise was discontinued if any of the following symptoms and signs developed: (1) progressive chest pain or tightness suggestive of severe myocardial ischemia; (2) st segment horizontal or downwar']",FALSE,time,bin,60,mean,whole,00002060-199607000-00005-time-bin-60-mean-whole,TRUE
FALSE,00005768-199604000-00008,,"['averaged over 30 s.', 'last 30 s ', 'during the last 30 s ']","[' measurements, p100 was significantly correlated with the mean dp/dt using a linear regression (r = 0.98, p < 0.001, n = 28). back to top procedures the airway was occluded every other breath for the LAST 30 S of each submaximal increment. dp/dt, ˙ve, and ˙vo2 were averaged over these periods. there was no occlusion during the last increment to avoid impairing ventilation during maximal exercise (˙vepeak).˙vepeak and ˙vo2peak were measured during the LAST 30 S of the incremental exercise before exhaustion. the effect of occlusion on˙vepeak was tested during another preliminary study on eight healthy subjects by comparing their ventilatory responses during i', "" subjects were examined in a preliminary study. a cycle ergometer (monark) was used to obtain 50%, 70%, and 90% of each subject's peak˙vo2. a 100-ms occlusion procedure occurred at every other breath during the LAST 30 S at each workload. p100 (mouth pressure at 100 ms after the onset of the inspiration) was compared with dp/dt computed as described above. their values were AVERAGED OVER 30 S. the ventilation of two subjects during exercise at 90% of peak ˙vo2 was greatly affected by the 100-ms airway occlusion. the dp/dt could not be computed, because the mouth pressure varied erratically""]",FALSE,time,bin,30,mean,whole,00005768-199604000-00008-time-bin-30-mean-whole,TRUE
FALSE,00005768-199607000-00006,,['1·min-1. the mean'],"['. regression analysis revealed that the relationship between these two values could be described by the following equation: equation the standard error of the estimate for this equation was 3.8 ml·kg-1·MIN-1. THE MEAN (±sem) measured ˙vo2peak values from the patients with cardiovascular disease and the mean (±sem)˙vo2peak values estimated from the fast and the acsm equations are 23.4 ± 0.5, 23.8 ± 0.4, and 32.7 ± ']",TRUE,,,,,,00005768-199607000-00006,TRUE
FALSE,00005768-199802000-00022,,"[' 30-s time period', ' 30-s period', 'average values of heart rate and ˙vo2 recorded over the last 2 min', 'during the last 30 s ']","[' (both attained˙vo2max values greater than 70 ml·min-1·kg-1) prevented them from reaching 1.10 despite obvious duress.) maximal heart rate was defined as the highest value recorded over any continuous 30-S PERIOD during exercise. the AVERAGE VALUES OF HEART RATE AND ˙VO2 RECORDED OVER THE LAST 2 MIN of seated rest were considered to be the resting values. the heart rates and ˙vo2s obtained DURING THE LAST 30 S of each stage were recorded and expressed as percentages of their respective ranges, i.e.,%hrr and%˙vo2r. furthermore, the end-of-stage ˙vo2s were expressed as percentages of their maxima, i.e.,%˙vo2m', 'inst known gas concentrations, and whose flowmeter was calibrated at least once per day against a 3.0-l syringe. maximal oxygen consumption was defined as the highest ˙vo2 obtained over any continuous 30-S TIME PERIOD, provided respiratory exchange ratio (rer) was ≥ 1.10. (two individuals who obtained maximal rer values of 1.08 were included in the study because it was felt that their high level of endurance condi']",FALSE,time,bin,120,mean,whole,00005768-199802000-00022-time-bin-120-mean-whole,TRUE
FALSE,00005768-199802000-00022,,"[' 30-s time period', ' 30-s period', 'average values of heart rate and ˙vo2 recorded over the last 2 min', 'during the last 30 s ']","[' (both attained˙vo2max values greater than 70 ml·min-1·kg-1) prevented them from reaching 1.10 despite obvious duress.) maximal heart rate was defined as the highest value recorded over any continuous 30-S PERIOD during exercise. the AVERAGE VALUES OF HEART RATE AND ˙VO2 RECORDED OVER THE LAST 2 MIN of seated rest were considered to be the resting values. the heart rates and ˙vo2s obtained DURING THE LAST 30 S of each stage were recorded and expressed as percentages of their respective ranges, i.e.,%hrr and%˙vo2r. furthermore, the end-of-stage ˙vo2s were expressed as percentages of their maxima, i.e.,%˙vo2m', 'inst known gas concentrations, and whose flowmeter was calibrated at least once per day against a 3.0-l syringe. maximal oxygen consumption was defined as the highest ˙vo2 obtained over any continuous 30-S TIME PERIOD, provided respiratory exchange ratio (rer) was ≥ 1.10. (two individuals who obtained maximal rer values of 1.08 were included in the study because it was felt that their high level of endurance condi']",FALSE,time,bin,30,mean,whole,00005768-199802000-00022-time-bin-30-mean-whole,TRUE
FALSE,00005768-199804000-00021,,['during 30 s '],"['m. sejersted. anaerobic capacity determined by maximal accumulated o2 deficit. j. appl. physiol. 64:50-60, 1988.cited here...17. medbø, j. i. and i. tabata. anaerobic energy release in working muscle DURING 30 S to 3 min of exhausting bicycling.j. appl. physiol. 75:1654-1660, 1993.cited here...18. olds, t. s., k. i. norton, and n. p. craig. mathematical model of cycling performance. j. appl. physiol. 75:730-7']",TRUE,,,,,,00005768-199804000-00021,TRUE
FALSE,00005768-199808000-00019,,"['recorded during the last 10 s ', 'during the last 30 s ']","['5 w every 2 min followed by a 2-min rest period. pedaling cadence was self-selected between 50 and 90 rpm. heart rate and oxygen consumption was measured continuously, and blood pressure was measured DURING THE LAST 30 S of every minute of exercise. rate of perceived exertion (rpe) was also monitored for every stage of exercise using the borg scale to assess intensity level. the test was terminated when the subject co']",TRUE,,,,,,00005768-199808000-00019,TRUE
FALSE,00005768-199808000-00021,,['1·min−1(2.8) (mean'],"['thods eleven male cross-country skiers participated in the study. their mean age was 21 (3.8) yr, height 178 cm (6.6), weight 72 kg (2.4), maximal heart rate (fcmax) 195 (5.9), and v˙o2max 70.1 ml·kg−1·MIN−1(2.8) (MEAN ± sd). each subject reviewed and signed consent forms approved by the human research review committee prior to participating. ski ergometer. a ski ergometer to evaluate aerobic endurance in the upper']",TRUE,,,,,,00005768-199808000-00021,TRUE
FALSE,00005768-199901000-00020,,"['every 30-s ', ' 30-s v˙o2 value', 'during a 20-s ']","['asured as a steady-state oxygen uptake (v˙o2, u ml·kg−0.75·min−1) (38) during the last min of submaximal 5-min runs at the velocity of 3.67 (retread1) and 4.17 (retread2) m·s−1. v˙o2 was measured for EVERY 30-S period using a portable telemetric oxygen analyzer (cosmed k2, rome, italy) (7). chronological presentation of the measurements performed on day 1 and 2. v˙o2max and respiratory compensation threshold', 'ter completion of the 3-min stage at 4.75 m·s−1, the velocity was kept constant but the inclination was increased by 1° every min until exhaustion. fingertip blood samples were taken after each stage DURING A 20-S stop of the treadmill between stages to determine blood lactate concentrations (bla) by an enzymatic-electrode method (ebio 6666, eppendorf-netheler-hinz gmbh, hamburg, germany). ventilation (v˙e) and v˙o2 were measured using the portable telemetric oxygen analyzer (cosmed k2) for EVERY 30-S period. the rct was determined as the velocity of the stage being just below the point in which the feo2 (%) distinctly increased, feco2 (%) distinctly decreased and the linearity of the v˙e and v˙e/v˙co2 curve disappeared (2,32,37). maximal oxygen uptake (treadmill v˙o2max) was taken as the highest mean of two consecutive 30-S V˙O2 VALUE. because the inclination of the treadmill was increased and the velocity was kept constant during the last stages of the test, peak treadmill running performance was calculated not as the peak veloci']",FALSE,time,bin,30,mean,whole,00005768-199901000-00020-time-bin-30-mean-whole,TRUE
FALSE,00005768-199902000-00012,,['averaged over 1 min'],"['uring each experimental trial, during resting conditions, and during the maximal power achieved by the subject for any experimental condition. hr, imp, and respiratory and gas exchange variables were AVERAGED OVER 1 MIN at these workloads for subsequent analysis. to assess oxygen uptake (v̇o2) during each exercise test, the subject was required to breathe through a ventilation recording apparatus (fig. 1) using meth']",FALSE,time,bin,60,mean,whole,00005768-199902000-00012-time-bin-60-mean-whole,TRUE
FALSE,00005768-199908000-00022,,['recorded during any 60-s '],"[""yringe (hans rudolf 5530, kansas city, mo), and the analyzers were calibrated with a gas mixture containing 4.5% co2 with the remainder made up of a n2/o2 mixture. during both tests, the highest v̇o2 RECORDED DURING ANY 60-S interval was recorded as the individual's v̇o2peak. because only noninvasive bass criteria (3) were used, the maximal v̇o2 data collected during the trial was always described as v̇o2peak. heart rate ""]",FALSE,time,bin,60,mean,whole,00005768-199908000-00022-time-bin-60-mean-whole,TRUE
FALSE,00005768-199909000-00003,,"['averaged every 5s ', ' 5-s interval', ' 30-s time intervals', 'each 5-s ', 'during the 30-s ', 'during the 30 s ']","['entilation, may make v̇o2 analysis of the early portions of the want difficult to interpret. maximal differences in the gas exchange parameters among the three groups became apparent after the initial 5-S INTERVAL. if breath holding occurred after this 5-S INTERVAL, the true differences in gas exchange data would have been under represented. the mathematical model used in this study was based on studies in hea', 'p with the higher lung function. figure 4 illustrates the oxygen uptake kinetics for these two subgroups. although the differences were not statistically significant, it appeared that for every point DURING THE 30-S want, the group with the higher lung function utilized a higher component of their v̇o2 peak. no consistent patterns were seen for the v̇co2 or v̇e. oxygen uptake kinetics during wingate anaerobic tes', ""ncremental workloads based on the subject's height (14). oxygen consumption (v̇o2), carbon dioxide production (v̇co2), ventilation (v̇e), and respiratory exchange ratio (rer) were measured at rest, in 30-S TIME INTERVALS, and at peak exercise utilizing a breath by breath gas analyzing system (medgraphics combined v̇o2/ecg exercise system, medgraphics, st. paul, mn). heart rate and oxygen saturation measurements were "", 'ercent of peak, and time expressed in seconds. multiple regression analysis of v̇o2 on time by each group of subjects revealed that the slopes did not differ suggesting similar oxygen uptake kinetics DURING THE 30 S of the want. however, the three regression lines were different (intercepts: t = 45.5, p < 0.001) with the v̇o2 values for cf appearing less than those for the as or cn groups at any time points. ener', '2 with as, and 23 healthy controls (cn) performed an incremental graded aerobic and wingate anaerobic test (want) on a cycle ergometer. analysis of gas exchange and ventilatory data was collected and AVERAGED EVERY 5S to estimate ventilatory kinetics and energy system contributions during both tests. the cf and as groups had mild lower airway obstruction (fef25-75% < 80%) as compared with the cn. all three groups d', ' then applied through an integrated computer program (cardio-key anaerobic exercise system, ergometrx, st. paul, mn). analysis of gas exchanges parameters (v̇o2, v̇co2, v̇e, and rer) was performed at each 5-S INTERVAL of the 30-s test. results of the want were reported as peak power (pp) and mean power (mp), and were expressed relative to body weight (mp·kg−1, pp·kg−1) and fat-free mass (mp/ffm, pp/ffm). the venti', '2.7) (fig. 1, b and c). ventilatory kinetics during wingate anaerobic testing. a, oxygen uptake; b, carbon dioxide production; c, ventilation equivalent. based on the oxygen uptake values obtained at each 5-S INTERVAL during the want, logarithmic transformations were made to the v̇o2 data. regression analysis on the v̇o2 during the want revealed the following equations (1-3): equations (1)-(3) where ln is the natu']",FALSE,time,bin,5,mean,whole,00005768-199909000-00003-time-bin-5-mean-whole,TRUE
FALSE,00005768-199909000-00003,,"['averaged every 5s ', ' 5-s interval', ' 30-s time intervals', 'each 5-s ', 'during the 30-s ', 'during the 30 s ']","['entilation, may make v̇o2 analysis of the early portions of the want difficult to interpret. maximal differences in the gas exchange parameters among the three groups became apparent after the initial 5-S INTERVAL. if breath holding occurred after this 5-S INTERVAL, the true differences in gas exchange data would have been under represented. the mathematical model used in this study was based on studies in hea', 'p with the higher lung function. figure 4 illustrates the oxygen uptake kinetics for these two subgroups. although the differences were not statistically significant, it appeared that for every point DURING THE 30-S want, the group with the higher lung function utilized a higher component of their v̇o2 peak. no consistent patterns were seen for the v̇co2 or v̇e. oxygen uptake kinetics during wingate anaerobic tes', ""ncremental workloads based on the subject's height (14). oxygen consumption (v̇o2), carbon dioxide production (v̇co2), ventilation (v̇e), and respiratory exchange ratio (rer) were measured at rest, in 30-S TIME INTERVALS, and at peak exercise utilizing a breath by breath gas analyzing system (medgraphics combined v̇o2/ecg exercise system, medgraphics, st. paul, mn). heart rate and oxygen saturation measurements were "", 'ercent of peak, and time expressed in seconds. multiple regression analysis of v̇o2 on time by each group of subjects revealed that the slopes did not differ suggesting similar oxygen uptake kinetics DURING THE 30 S of the want. however, the three regression lines were different (intercepts: t = 45.5, p < 0.001) with the v̇o2 values for cf appearing less than those for the as or cn groups at any time points. ener', '2 with as, and 23 healthy controls (cn) performed an incremental graded aerobic and wingate anaerobic test (want) on a cycle ergometer. analysis of gas exchange and ventilatory data was collected and AVERAGED EVERY 5S to estimate ventilatory kinetics and energy system contributions during both tests. the cf and as groups had mild lower airway obstruction (fef25-75% < 80%) as compared with the cn. all three groups d', ' then applied through an integrated computer program (cardio-key anaerobic exercise system, ergometrx, st. paul, mn). analysis of gas exchanges parameters (v̇o2, v̇co2, v̇e, and rer) was performed at each 5-S INTERVAL of the 30-s test. results of the want were reported as peak power (pp) and mean power (mp), and were expressed relative to body weight (mp·kg−1, pp·kg−1) and fat-free mass (mp/ffm, pp/ffm). the venti', '2.7) (fig. 1, b and c). ventilatory kinetics during wingate anaerobic testing. a, oxygen uptake; b, carbon dioxide production; c, ventilation equivalent. based on the oxygen uptake values obtained at each 5-S INTERVAL during the want, logarithmic transformations were made to the v̇o2 data. regression analysis on the v̇o2 during the want revealed the following equations (1-3): equations (1)-(3) where ln is the natu']",FALSE,time,bin,30,mean,whole,00005768-199909000-00003-time-bin-30-mean-whole,TRUE
FALSE,00005768-200002000-00018,,"['every 30 s ', 'averaged every 5s ', 'every 5s ', 'during the last 30 s ']","['m analysis of gas expired in douglas bags obtained after the seventh exercise bout of supramaximal intensities of cycling. in the latter two studies, the oxygen uptake measurements were obtained only EVERY 30 S during a treadmill run to exhaustion at about 120% of maximal oxygen uptake (2) and DURING THE LAST 30 S of 6-min exercise bouts at different intensities ranging from 50% to 90% of maximal oxygen uptake (40). examination of the oxygen uptake with these procedures cannot accurately determine the dynamic c', ' samples were collected for 30 s and one value for oxygen uptake was obtained, in the present study, we measured the rate of oxygen consumption breath by breath. we averaged the breath-by-breath data EVERY 5S in each experiment to have the same number of points in each curve, which permitted a standardized description of the timecourse of the rate of oxygen uptake and a more accurate determination of the t', 'lated as the integral of a monoexponential function describing the oxygen uptake rate during the 3 min of exercise at each work load after subtracting the initial rate. the breath-by-breath data were AVERAGED EVERY 5S with the cpx system software. this procedure provided every fitted curve with the same number of points and thereby standardized the quantification of the time constant of the oxygen consumption kinet']",FALSE,time,bin,5,mean,whole,00005768-200002000-00018-time-bin-5-mean-whole,TRUE
FALSE,00005768-200002000-00027,,"[' 20-s sample', 'mean1 min', 'every 20 s ']","['10, 15, and 19 min with the use of a 10 cm visual analog scale (vas). this vas has been found to be a valid measure of alertness (29,30). metabolic measurements. at the 11th min of exercise a2 min and 20-S SAMPLE of expired gas was obtained and analyzed for v˙ o2, v˙ co2, and v˙ e. during this sampling period metabolic measurements were made EVERY 20 S using a calibrated metabolic cart (sensormedics, model 2900). heart rate. one-minute heart rate samples were made at 5, 10, 15, and 19 min of exercise using a heart rate monitor (polar electro, kempel']",FALSE,time,bin,20,mean,whole,00005768-200002000-00027-time-bin-20-mean-whole,TRUE
FALSE,00005768-200004000-00018,,"[' 10-s intervals', 'during any 60 s ', 'during any 60-s ', ' 30 s of each']","['roughout both the submaximal running economy and maximal treadmill tests, expired air was collected as described previously. the runner’s v̇o2peak was taken as the highest oxygen consumption measured DURING ANY 60 S of the test. throughout both the submaximal and maximal tests, the triathletes wore a mask covering the nose and mouth; the expired air passed through an “on-line” computer system as described previou', 'ter system attached to an oxycon alpha automated gas analyzer (mijnhardt, netherlands) for the determination of v̇o2peak, carbon dioxide production, respiratory exchange ratio, and ventilation rate at 10-S INTERVALS. before each test, the gas analyser was calibrated with a hans rudolph 5530 3-l syringe (kansas city, mo) and a co2:n2 gas mixture of known composition. each subject’s v̇o2peak was taken as the highest oxygen consumption measured DURING ANY 60-S period of the incremental test. ppo was defined as the highest workload the subject could complete for 150 s. when the exercise intensity could not be maintained for the full 150 s, ppo was calculated']",FALSE,time,bin,10,mean,whole,00005768-200004000-00018-time-bin-10-mean-whole,TRUE
FALSE,00005768-200004000-00018,,"[' 10-s intervals', 'during any 60 s ', 'during any 60-s ', ' 30 s of each']","['roughout both the submaximal running economy and maximal treadmill tests, expired air was collected as described previously. the runner’s v̇o2peak was taken as the highest oxygen consumption measured DURING ANY 60 S of the test. throughout both the submaximal and maximal tests, the triathletes wore a mask covering the nose and mouth; the expired air passed through an “on-line” computer system as described previou', 'ter system attached to an oxycon alpha automated gas analyzer (mijnhardt, netherlands) for the determination of v̇o2peak, carbon dioxide production, respiratory exchange ratio, and ventilation rate at 10-S INTERVALS. before each test, the gas analyser was calibrated with a hans rudolph 5530 3-l syringe (kansas city, mo) and a co2:n2 gas mixture of known composition. each subject’s v̇o2peak was taken as the highest oxygen consumption measured DURING ANY 60-S period of the incremental test. ppo was defined as the highest workload the subject could complete for 150 s. when the exercise intensity could not be maintained for the full 150 s, ppo was calculated']",FALSE,time,bin,60,mean,whole,00005768-200004000-00018-time-bin-60-mean-whole,TRUE
FALSE,00005768-200010000-00012,,"['every 30 s,', 'recorded every 15 s.']","[' v˙ o2, pulmonary ventilation (v˙ e), and respiratory exchange ratio (r) were measured continuously with an automatic analyzer (mijnhardt oxycon, bunnik, the netherlands). the values were printed out EVERY 30 S, and the maximal values of v˙ o2 and v˙ e were used for further analysis. the automatic analyzer was calibrated with known standard gases before each test. heart rate (hr) was continuously measured during exercise with a telemeter system (sporttester pe 3000, polar, kampele, finland) and the data was RECORDED EVERY 15 S. experiment 2 subjects. the subjects were six healthy male adults. their mean (6sd) age, height, and body mass were 23 (63) yr, 1.679 (60.048) m, and 66.7 (67.4) kg, respectively. before volunteering,']",FALSE,time,bin,30,mean,whole,00005768-200010000-00012-time-bin-30-mean-whole,TRUE
FALSE,00005768-200112000-00010,,['mean pimax 1 min'],"['l triathletes for three reasons. first, the imposed tension-time index was 0.375, and this corresponded to a work of breathing that may induce fatigue (32). second, we noted a significant decrease in MEAN PIMAX 1 MIN after the end of respiratory muscle endurance measurement, confirming that fatigue was obtained (19,33). third, the subjects received the same verbal encouragement, respiratory muscle performance and']",TRUE,,,,,,00005768-200112000-00010,TRUE
FALSE,00005768-200203000-00012,,FALSE,FALSE,TRUE,,,,,,00005768-200203000-00012,TRUE
FALSE,00005768-200203000-00022,,"['running speed  reached in 20 s', 'recorded every 10 s ', 'eached in 20 s.', 'every 1 min', 'average cadence during the last 2 min']","['ed in random  order (50, 65, 80, 95, 110 rpm, and the freely chosen  cadence). no feedback was given to the subjects concerning  their freely chosen cadence (fcc) during the entire ride.  the fcc was RECORDED EVERY 10 S and calculated as the  AVERAGE CADENCE DURING THE LAST 2 MIN of the ride. during  this test (cteoc), v˙ o2, v˙  e, and rer values were continu-  ously analyzed from the 2nd- to the 4th-min interval of each  ride. based on previous studies (3,19), the relations', 's calculated from the following equa-  tion (15): power (w) = torque (nm) x angular velocity (rad · s-1). furthermore, all experimental running bouts were per-  formed on a motorized treadmill with a RUNNING SPEED  REACHED IN 20 S. the treadmill speed was controlled by a  photoelectric cell throughout all tests. maximal oxygen uptake (v˙ o2max) and ventilatory  threshold (vt) determinations. subjects performed two  incremental ', 'hold values (29). the incremental tests were designed  to bring subjects to exhaustion in 8 –12 min. for the tread-  mill test, the running speed began at 7 km·h-1 and was then  increased by 1 km·h-1 EVERY 1 MIN. for the cycle test, after  6 min of warm-up at 100 w the power output was increased  by 30 w each minute. during these tests, oxygen uptake (v˙ o2), minute venti-  lation (v˙  e), and respiratory ex']",TRUE,,,,,,00005768-200203000-00022,TRUE
FALSE,00005768-200204000-00023,,"['highest 30-s ', 'averages of 15-s ', 'rolling averages of 15-s mean', 'rolling averages of 15-s samples', 'rolling averages of 15-s']","['nd 140 beats·min⫺1, and a 5-min recovery. participants received verbal encouragement throughout the tests. tfatigue was measured to the nearest second and v˙ o2max for that test was determined as the HIGHEST 30-S average determined from rolling AVERAGES OF 15-S samples. the participants were not given information about the work rate or their elapsed time for any test until after all data collection had been completed. determination of pcritical. individual values f', 'al was to select an intensity that would permit completion of five to seven 2-min stages before fatigue. increments for the stages were 20 w for women and 25 w for men. v˙ o2max was determined as the HIGHEST 30-S average determined from rolling AVERAGES OF 15-S means. pmax was defined as the highest power that was sustained for a full minute. constant power tests. all participants performed fatiguing constant power tests at 100% of their individual pmax (practic']",FALSE,time,rolling,15,mean,whole,00005768-200204000-00023-time-rolling-15-mean-whole,TRUE
FALSE,00006199-199901000-00003,,"['during the last 10 seconds ', 'averaged every 15 seconds ', 'highest 15-second ']","['r dietary intake including snacks. this diet was repeated the day before the second exercise test. rating of symptoms: subjects rated symptoms of perceived breathlessness (rpb) and leg fatigue (rplf) DURING THE LAST 10 SECONDS of each minute of exercise using the borg category-ratio scale (borg, 1982). subjects were introduced to the scale before the exercise test, and directions were given verbatim according to a script. t', 'sts conducted several days apart (peslin, gallina, & rotger, 1987). statistical analysis: data were analyzed using bmdp statistical software (los angeles, ca). the breath by breath exercise data were AVERAGED EVERY 15 SECONDS and peak data represented the HIGHEST 15-SECOND average obtained during the test. multivariate analysis of variance (manova) was used to test for differences in sample characteristics between groups. repeated measures manova with one grouping varia']",FALSE,time,bin,15,mean,whole,00006199-199901000-00003-time-bin-15-mean-whole,TRUE
FALSE,00007256-200131010-00002,,"['intervals of 10- second ', ' 28 sec over', ' 6 sec over', 'last 20 seconds ', ' 20-second recover', ' 38 sec over', 'periods of 10 seconds ', ' 5 seconds every', 'interval (30 seconds ', ' 30-second interval', ' 16 sec over', '1 minute to reach', 'intervals of 30 seconds ', ' 8 sec over']","[' and 5000m performance.[40] however, spencer et al.[41] clearly demonstrated that even over 400m the role played by the aerobic energy system is more important. in-. deed, v o2max was elicited in the LAST 20 SECONDS of. a 400m run in 52 seconds (run at 170% of vv o2max). the energy produced by oxidative phosphorylation was 46% of the total energy versus 69 and 83% for a 800m and 1500m run in 1 minute 58 seconds a', 'ver, in 1912, the 10 000m olympic championship runner, hannes kolehmainen (finland), had already used interval training at the specific 10km pace. he had trained using 5 to 10 repetitions of 3 minutes 5 SECONDS EVERY 1000m (19 km/h). 80 years later the 10km specific interval training is run at 22.7 km/h. during the 1920s and 1930s, at a time when hill[5]. had invented the concept of v o2max and oxygen deficit to ', 'eparated by active time to exhaustion at vv. o2max. pauses of the same duration run at 50% vv saltin et al.[4] found similar blood lactate values at the end of 30 minutes of intermittent cycling with INTERVALS OF 30 SECONDS of supramaximal work. o2max not specified) and 60 seconds of (400w, %v rest. by using the same ratio (1: 2) between rest and exercise but by increasing the time by 2 (i.e. 60 seconds work and 120 seco', '130 bpm), v. o2max in the second minute. minute and 100% of v therefore, with this active recovery procedure (heart rate being at 130 bpm at the end of the recovery),. o2max when running it took only 1 MINUTE TO REACH v.. o2max o2max. the total time spent at v at 100% vv was 7 minutes in all 7 work intervals. however, the. o2max in this 2-minute interval traintime spent at v. o2max was no longer than that during a', 'ning currently being used by runners and studied by researchers is the 30–30- second work: rest pattern. thirty years ago, edwards et al.[49] had already measured, breath by breath, oxygen kinetics in 30-SECOND INTERVAL training during active pause performed at 50% of a work rate associated with a time limit of 6 minutes (close to. the power output at v o2max). this was carried out on a cycle-ergometer. the work: pause ratio was 1 and the interval duration was 30 sec-. onds. they emphasised that v o2 (ventilation and heart rate) remained high throughout the 20-SECOND RECOVERy intervals and did not fall appreciably until 30 seconds after the end of the last work period. with passive rest in a 30–30-second interval train-. ing performed at 120% vv o2 reached only. 70% of v']",FALSE,time,bin,20,mean,whole,00007256-200131010-00002-time-bin-20-mean-whole,TRUE
FALSE,00007256-200535100-00004,,"[' 30\xa0s of  each', 'fast fourier transform', 'averaged for every 5\xa0s ', 'every 1\xa0s ', 'each 5\xa0s ', 'butterworth']","['d following the manufacturer’s instructions. heart rate (hr) was measured using a  transmitter belt coupled to the gas analyzer (wireless hr  138 monitor, cosmed, roma, italy). data were interpolated EVERY 1\xa0S using the software originpro 8.0 (origin  lab corporation, massachusetts, usa). oxygen uptake  ( ̇vo2 ) was determined as the average of the final 30\xa0S OF  EACH stage and the highest ̇vo2 average attained during  gxt was assumed as ̇vo2peak. the map was assumed as  the highest power reached during the graded exercise test of  a complete exercise stage, and i']",FALSE,time,bin,30,mean,whole,00007256-200535100-00004-time-bin-30-mean-whole,TRUE
FALSE,00008483-199603000-00003,,[' 20 second period'],"[' a sharp rise in the respiratory exchange ration, along with a simultaneous rise in end tidal oxygen levels.2,3,12 maximal oxygen uptake (˙vo2max) was determined as the average of all breaths within a 20 SECOND PERIOD surrounding the highest recorded o2 uptake.2 back to top results two hundred sixty-six older adults (mean age 68.6 ± 5.0 years) participated in the study (100 men and 166 women). selected baseline ph']",FALSE,time,bin,20,mean,whole,00008483-199603000-00003-time-bin-20-mean-whole,TRUE
FALSE,00008483-199907000-00006,,FALSE,FALSE,TRUE,,,,,,00008483-199907000-00006,TRUE
FALSE,00008483-200303000-00012,,FALSE,FALSE,TRUE,,,,,,00008483-200303000-00012,TRUE
FALSE,00008483-200609000-00004,,['every 15 seconds '],"['s healthcare, yorba linda, calif ). the metabolic cart was calibrated before each test. minute ventilation (ve), vo2, carbon dioxide production (vco2), and related variables were measured by sampling EVERY 15 SECONDS from a variable-sized mixing chamber and a pneumotach. statistical analysis data were analyzed with 2-tailed paired t tests for equal variances using the systat statistical analysis package (version 7']",FALSE,time,bin,15,mean,whole,00008483-200609000-00004-time-bin-15-mean-whole,TRUE
FALSE,0002-8703_._87_._90791-5,,FALSE,FALSE,TRUE,,,,,,0002-8703_._87_._90791-5,TRUE
