done,doi_suffix,Data Processing Text,interpolation_text,Interpolation type,Interpolation time (s),Notes
FALSE,s40064-015-1144-y,,FALSE,,,
FALSE,ijspp.2016-0107,,FALSE,,,
FALSE,htr.0b013e31826463a1,,FALSE,,,
FALSE,nu12123866,,FALSE,,,
FALSE,jeb.00218,,FALSE,,,
FALSE,nu8040223,,FALSE,,,
FALSE,2045772313y.0000000127,,FALSE,,,
FALSE,nu9020164,,FALSE,,,
FALSE,j.1540-8175.2009.00922.x,,FALSE,,,
FALSE,j.freeradbiomed.2021.07.020,,FALSE,,,
FALSE,s004210050120,,"['d for six subjects during exercise using simultaneous measurements of blood pressure at the other arm with a mercury sphygmomanometer. analysis of data breath-by-breath gas exchange measurements were INTERPOLATed, second-by-second, and time-averaged into 15-s periods. plots of v˙ co2 versus v˙ o2 were constructed and the latla was determined visually by four experienced observers working independently and f']",,1,
FALSE,j.ecoenv.2021.112978,,,,,
FALSE,apnm-2020-0307,,FALSE,,,
FALSE,j.aquaculture.2021.737560,,,,,
FALSE,s1440-2440_._01_._80051-7,,FALSE,,,
FALSE,japplphysiol.01627.2011,,FALSE,,,
FALSE,s00421-019-04115-8,,FALSE,,,
FALSE,ajpregu.00147.2004,,"['ng to the times of the blood samples for calculation of mv˙ o2 (22, 32). data analysis included amplitudes, individual responses of lbf and pv˙ o2 during the baseline-toexercise transitions were time INTERPOLATed to 1-s intervals and averaged across each transition for each subject and condition. the response curve of pv˙ o2 was ﬁt by a three-term exponential function that time constants, and time delays, u']",,1,
FALSE,japa.2012-0171,,FALSE,,,
FALSE,j.jsams.2018.05.004,,"['tal exercise is determined by changes in v ˙ o2 kinetics throughout the ramp that are expressed differently depending on the slope of the ramp protocol.14 for this reason, it is incorrect to linearly INTERPOLATe the v ˙ o2 versus power output relationship from ramp-incremental exercise to assign a power output to rcp. constant-exercise performed at that power output is unlikely to elicit physiological respo']",,,
FALSE,fphys.2016.00372,,FALSE,,,
FALSE,j.jsams.2017.01.237,,['acement for the following visit. breath-by-breath vo2 data were individually analysed as previously described14: aberrant data points that were 3 sd from the local mean were removed and then linearly INTERPOLATed to 1s intervals. the second by second data were then time aligned so that time “zero” represented the onset of exercise (onset of the ri). to account for the individual circulatory transit of o2 be'],linear,1,
FALSE,00005768-199703000-00004,,FALSE,,,
FALSE,j.athoracsur.2012.03.022,,FALSE,,,
FALSE,mss.0b013e3182456057,,FALSE,,,
FALSE,jsc.0000000000000640,,"['the rct occurrence was not exactly concomitant with the end of the stages (where blood samples were collected), the values of la, bicarbonate, and ph corresponding to the rct were calculated from the INTERPOLATion of the relationship between the time of exercise and each variable value at work rates above the lt. isocapnic buffering phase determination. the time between lt and rct was considered to be the i']",,,
FALSE,j.amjcard.2019.02.053,,FALSE,,,
FALSE,ijerph16132265,,FALSE,,,
FALSE,chest.09-2824,,FALSE,,,
FALSE,journal.pone.0072025,,FALSE,,,
FALSE,01.mss.0000065001.17658.68,,FALSE,,,
FALSE,jsc.0000000000003447,,FALSE,,,
FALSE,s1440-2440_._04_._80039-2,,FALSE,,,
FALSE,jp272037,,FALSE,,,
FALSE,japplphysiol.01325.2007,,FALSE,,,
FALSE,a-0964-0155,,FALSE,,,
FALSE,chest.103.5.1397,,FALSE,,,
FALSE,j.1600-0838.2007.00740.x,,FALSE,,,
FALSE,chest.114.1.12,,FALSE,,,
FALSE,fped.2021.802645,,FALSE,,,
FALSE,jcm8122186,,FALSE,,,
FALSE,s40618-017-0670-6,,FALSE,,,
FALSE,chest.103.3.800,,FALSE,,,
FALSE,ijerph17249361,,FALSE,,,
FALSE,jsc.0000000000001567,,FALSE,,,
FALSE,phy2.14450,,FALSE,,,
FALSE,fped.2022.847343,,FALSE,,,
FALSE,1758-5996-1-8,,FALSE,,,
FALSE,01.hjr.0000119964.42813.98,,FALSE,,,
FALSE,mss.0000000000001714,,FALSE,,,
FALSE,1947-2714.97205,,FALSE,,,
FALSE,a-1144-3369,,FALSE,,,
FALSE,s00421-012-2430-9,,FALSE,,,
FALSE,s00421-013-2625-8,,"['nt breaths caused by coughing, swallowing, sighing, etc., using a 5-s moving average to identify points lying in excess of 4 standard deviations from the local mean. subsequently, each transition was INTERPOLATed to 1-s intervals, time aligned to the start of exercise and averaged. following baseline correction, a mono-exponential model with a time delay (eq.1) was then applied to this averaged response: (e']",,1,
FALSE,chest.107.4.904,,FALSE,,,
FALSE,pxr.0000000000000024,,FALSE,,,
FALSE,s0735-1097_._98_._00672-x,,FALSE,,,
FALSE,sj.ijo.0801564,,FALSE,,,
FALSE,1471-2407-10-531,,,,,
FALSE,chest.12-1934,,FALSE,,,
FALSE,jpah.10.1.62,,FALSE,,,
FALSE,jsc.0b013e3182606cd9,,FALSE,,,
FALSE,ijspp.2020-0543,,FALSE,,,
FALSE,s-2007-989317,,FALSE,,,
FALSE,j.lfs.2018.04.007,,,,,
FALSE,jsc.0b013e31816347b6,,,,,
FALSE,jsc.0000000000002391,,FALSE,,,
FALSE,apnm-2013-0276,,,,,
FALSE,jsc.0b013e31828bf2dc,,FALSE,,,
FALSE,j.resp.2012.10.007,,FALSE,,,
FALSE,s00421-021-04780-8,,FALSE,,,
FALSE,tsp.2014-0158,,FALSE,,,
FALSE,s13102-018-0091-7,,FALSE,,,
FALSE,978-3-030-48238-1_47,,FALSE,,,
FALSE,cpf.12283,,FALSE,,,
FALSE,jkms.2022.37.e113,,FALSE,,,
FALSE,09031936.98.12040785,,FALSE,,,
FALSE,mss.0000000000002755,,FALSE,,,
FALSE,bjsm.34.3.168,,FALSE,,,
FALSE,jsep.27.4.515,,FALSE,,,
FALSE,circj.cj-19-1199,,FALSE,,,
FALSE,j.apmr.2006.11.014,,FALSE,,,
FALSE,milmed-d-10-00234,,FALSE,,,
FALSE,s00421-018-3959-z,,FALSE,,,
FALSE,h04-011,,FALSE,,,
FALSE,j.1460-9592.2003.00024.x,,FALSE,,,
FALSE,japa.2013-0213,,FALSE,,,
FALSE,diagnostics10070442,,FALSE,,,
FALSE,bjsm.2008.053306,,FALSE,,,
FALSE,jsc.0b013e3182aa5dd0,,FALSE,,,
FALSE,j.1469-7793.1999.0933p.x,,FALSE,,,
FALSE,j.apmr.2005.03.018,,FALSE,,,
FALSE,ijspp.2.2.128,,FALSE,,,
FALSE,journal.pone.0255952,,FALSE,,,
FALSE,jsc.0b013e318260b829,,FALSE,,,
FALSE,00005768-200010000-00019,,FALSE,,,
FALSE,s-0032-1306285,,FALSE,,,
FALSE,fphys.2021.700620,,FALSE,,,
FALSE,j.metabol.2003.09.018,,FALSE,,,
FALSE,01.mss.0000183195.10867.d0,,"['ove occasional errant breaths (from coughs, sighs, or swallows) when values were greater than four standard deviations from the local mean (22). the data for all exercise stages and rest periods were INTERPOLATed, using a cubic spline, in 1-s intervals. the data for moderateintensity exercise (45– 65% v˙ o2max) and subsequent rest periods during each trial were normalized (normalized to the respective last-']",cubic,1,
FALSE,japplphysiol.00655.2019,,,,,
FALSE,jsc.0b013e3181b22a9a,,FALSE,,,
FALSE,s0095-4543_._05_._70008-7,,,,,
FALSE,cpf.12461,,FALSE,,,
FALSE,j.1469-445x.2000.01840.x,,FALSE,,,
FALSE,j.apmr.2003.03.004,,FALSE,,,
FALSE,j.clinbiomech.2009.07.004,,FALSE,,,
FALSE,j.jsams.2013.07.003,,FALSE,,,
FALSE,jpah.2015-0728,,FALSE,,,
FALSE,nu11102267,,FALSE,,,
FALSE,j.ijcard.2004.02.015,,FALSE,,,
FALSE,jsc.0000000000001314,,FALSE,,,
FALSE,bjsm.2003.008714,,"['er of the irma kit. these standards undergo the same process detailed previously and are then run through the gamma counter. the theoretical sensitivity, or minimum detection limit, calculated by the INTERPOLATion of the mean + 2sd of 10 replicates of the 0 mg?l21 hgh standards is 0.01 mg?l21. the intra-assay precision was determined from the mean of 12 replicates with three human serum samples. for 12 repl']",,,
FALSE,s1517-86922011000500012,,"['0.000m). the  velocity mean of these distances was calculated and compared  between groups, as well as within the same group. to analyze the o2 kinetics, the o2 values of the constant  load test were INTERPOLATed at every 5s, according to slawinski et  al.(18), and the curve monoexponentially adjusted by the equation below: o2(t) = a0 + a1 + (1 - e-(t- δ) /τ) where o2 (t) is the oxygen consumption in a give']",,5,
FALSE,v10078-012-0010-z,,FALSE,,,
FALSE,2047487318816500,,FALSE,,,
FALSE,01.cir.72.5.991,,FALSE,,,
FALSE,jsc.0b013e3181af5152,,FALSE,,,
FALSE,01.hjr.0000238400.35094.72,,FALSE,,,
FALSE,bmjresp-2021-001121,,,,,
FALSE,nu13041051,,FALSE,,,
FALSE,hjr.0b013e32831c8489,,FALSE,,,
FALSE,s00421-005-0086-4,,FALSE,,,
FALSE,j.clnu.2005.11.007,,"['a were obtained using an automated breath-by-breath system sensormedics vmax series 29-c; (yorba linda, ca). relationship from the v o2 max —work rate and the work rate equivalent to 70% v o2 max was INTERPOLATed. exercise tests each subject performed two bouts of exercise on different occasions separated by one week: 1 of them testing the study drink (a), and another one with the placebo (p). the order of ']",,,
FALSE,j.jshs.2017.09.004,,FALSE,,,
FALSE,s-0038-1636847,,[' was a clear plateau in blood flow and v02 measure(cid:173)ments. the order of upright versus supine testing was varied between sub(cid:173)jects. 2.2 data analysis the breath-by-breath v02 data were INTERPOLATed to 1s intervals prior to fit(cid:173)ting with a two-component exponential equation as described previously [9]. this model fits the first component to the rapid increase that is observed with the '],,1,
FALSE,jphysiol.2014.271288,,FALSE,,,
FALSE,ijspp.2015-0709,,FALSE,,,
FALSE,fphys.2017.00133,,FALSE,,,
FALSE,s11332-019-00539-z,,FALSE,,,
FALSE,jsc.0b013e3181fb4962,,FALSE,,,
FALSE,jpah.2013-0458,,FALSE,,,
FALSE,fphys.2016.00536,,FALSE,,,
FALSE,2060.106.2019.32,,FALSE,,,
FALSE,japplphysiol.00084.2013,,,,,
FALSE,s-2005-865665,,FALSE,,,
FALSE,jpa2.26.403,,FALSE,,,
FALSE,jssm.2021.170,,FALSE,,,
FALSE,00006450-198409000-00008,,FALSE,,,
FALSE,archneur.63.12.1782,,FALSE,,,
FALSE,s00421-006-0287-5,,FALSE,,,
FALSE,jsc.0b013e31827fd85c,,FALSE,,,
FALSE,jappl.1978.44.1.90,,FALSE,,,
FALSE,japa.18.2.185,,FALSE,,,
FALSE,s-0042-113465,,FALSE,,,
FALSE,bjsm.2007.036798,,FALSE,,,
FALSE,ajpheart.00275.2016,,FALSE,,,
FALSE,s-0031-1271764,,FALSE,,,
FALSE,ajpendo.00112.2007,,FALSE,,,
FALSE,01.mss.0000152733.12578.5a,,FALSE,,,
FALSE,s-2004-815817,,FALSE,,,
FALSE,phy2.14389,,FALSE,,,
FALSE,s00421-007-0405-z,,FALSE,,,
FALSE,milmed.172.8.882,,FALSE,,,
FALSE,v10078-009-0022-5,,FALSE,,,
FALSE,jappl.1983.55.3.805,,FALSE,,,
FALSE,japa.18.2.158,,,,,
FALSE,s13102-022-00492-4,,FALSE,,,
FALSE,s-0030-1252053,,FALSE,,,
FALSE,fphys.2016.00509,,FALSE,,,
FALSE,j.burns.2021.05.004,,FALSE,,,
FALSE,09031936.05.00134904,,FALSE,,,
FALSE,00005768-199912000-00018,,FALSE,,,
FALSE,s00421-017-3539-7,,,,,
FALSE,ajpregu.00396.2016,,FALSE,,,
FALSE,01.jsm.0000244610.34594.07,,"['incott williams & wilkins median 7.5 40 80 170 iqr 7.0–8.0 40–40 80–95 150–190 413\n\x0cbaumert et al clin j sport med \x0f volume 16, number 5, september 2006 analysis was performed on linear equidistantly INTERPOLATed time series with a resolution of 500 ms applying fast fourier transform and a blackman-harris window function. the following parameters were computed: 1. meannn / smeannn / dmeannn–mean of all norm', ' conditions. for hrv and bpv analyses and brs estimation, respectively, time series of beat-to-beat intervals and systolic blood pressure were extracted. artifacts and ectopic beats were rejected and INTERPOLATed. the investigation conforms to the principles outlined in the declaration of helsinki. written informed consent of all athletes has been provided. the subjects in the study were recruited from a bi']",,,
FALSE,fj.201700827r,,"['cal imaging interaction toolkit; http:// www.mitk.org). vl muscle volume was measured between these anatomic landmarks by manual segmentation of the anatomic cross-sections and subsequent interactive INTERPOLATion in medical imaging software. fascicle length (lf) and pennation angle between fascicle and distal aponeurosis (u) were assessed within the midlongitudinal fascicle plane at a position two-thirds o', '), and vt2 was derived from minute ventilation vs. v̇co2 plots and ventilatory equivalents (42). blood lactate concentration was obtained at the end of each incremental step, and values were linearly INTERPOLATed to retrieve lt1 at a blood lactate of 2 mm and lt2 at 4 mm (43). v̇o2 and wmax values were also normalized to lbm2/3. highest 100-ms average obtained during the 5-s isometric contractions. whole-mu']",,,
FALSE,s00125-009-1353-4,,FALSE,,,
FALSE,jsc.0000000000003199,,"['and marathons and shorter races are usually run few times on a year, this assumption is not always met. in addition, the accuracy in the predictions seems to be higher when performance is obtained by INTERPOLATion instead of extrapolation (5). copyright © 2019 national strength and conditioning association. unauthorized reproduction of this article is prohibited. 3218\n\x0cin-season marathon speed prediction (2']",,,
FALSE,mss.0000000000002673,,FALSE,,,
FALSE,j.amjcard.2019.09.036,,FALSE,,,
FALSE,s0899-9007_._01_._00522-6,,FALSE,,,
FALSE,s00421-009-1293-1,,['ered to remove any aberrant breaths that lay outside four standard deviations of the local mean as they do not conform to a gaussian distribution as described by lamarra et al. (1987). data were then INTERPOLATed into 1-s intervals and 123\n\x0c916 eur j appl physiol (2010) 108:913–925 time-aligned to correspond to the onset of the mod1 transition (time = 0). the four repetitions within a condition were ensembl'],,1,
FALSE,ajcn_._71.2.450,,FALSE,,,
FALSE,mss.0000000000002212,,,,,
FALSE,cpf.12308,,,,,
FALSE,apnm-2019-0230,,,,,
FALSE,ijerph19063557,,FALSE,,,
FALSE,japplphysiol.00170.2005,,FALSE,,,
FALSE,art.21996,,FALSE,,,
FALSE,j.jesf.2012.10.006,,FALSE,,,
FALSE,pes.2017-0036,,FALSE,,,
FALSE,16501977-0296,,FALSE,,,
FALSE,anae.12195,,FALSE,,,
FALSE,j.healun.2006.02.011,,FALSE,,,
FALSE,s00421-012-2483-9,,FALSE,,,
FALSE,joe-09-0190,,FALSE,,,
FALSE,japplphysiol.01215.2011,,"['nt study. data analysis. v˙ o2p and hr data were ﬁltered by removal of aberrant data points that lay outside 4 sds of the local mean. data for each repetition of a similar protocol were then linearly INTERPOLATed to 1-s intervals, time 0 represented the ﬁrst transition, and ensemble-averaged to yield a single averaged response for each subject for a given exercise protocol. these averaged responses were fur']",linear,1,
FALSE,v10078-012-0008-6,,FALSE,,,
FALSE,mrr.0000000000000100,,FALSE,,,
FALSE,mss.0b013e31819bd617,,,,,
FALSE,s12966-020-01045-z,,FALSE,,,
FALSE,bf00640648,,FALSE,,,
FALSE,ajpregu.00926.2005,,FALSE,,,
FALSE,jsc.0000000000001151,,FALSE,,,
FALSE,s00726-012-1372-1,,FALSE,,,
FALSE,apnm-2018-0101,,FALSE,,,
FALSE,jsc.0b013e318173dac6,,,,,
FALSE,j.metabol.2013.08.011,,FALSE,,,
FALSE,s00421-003-0962-8,,FALSE,,,
FALSE,s00421-007-0428-5,,FALSE,,,
FALSE,j.ijcard.2005.11.015,,FALSE,,,
FALSE,jsc.0000000000000673,,FALSE,,,
FALSE,jphysiol.2006.113936,,FALSE,,,
FALSE,ijspp.2014-0059,,"['al mask to enable the measurement of  oxygen uptake (vo2), breath-by-breath using an online gas analyser (cosmed, quark  b2, rome italy). data were later converted to second by second by spreadsheet  INTERPOLATion. the gas analyser and flow turbine were calibrated to certified gases  (boc gases 5.05 % co2 & 15.00 % o2; and room air) and to a 3000 ml syringe  (3000 ml syringe, harvard instruments, harvard, u']",,1,
FALSE,dc17-1904,,FALSE,,,
FALSE,j.cardfail.2009.06.001,,FALSE,,,
FALSE,s004210050500,,FALSE,,,
FALSE,cs20120555,,FALSE,,,
FALSE,nu6051981,,"['y). the data were first manually filtered to remove outlying breaths,  defined as breaths deviating by more than three standard deviations from the preceding five breaths. the  data were subsequently INTERPOLATed to provide second-by-second values, and then, the slow component  amplitude was estimated by calculating the difference between the mean o2 during the last 60 s of the  exercise and the mean o2 dur']",,1,
FALSE,s1517-86922003000400004,,"['peak measurement. if the intensity of the measured vo2peak was not sustained for at least 1 minute, the intensity of the pre- 15. ant was calculated vious stage was considered ivo2peak through linear INTERPOLATion, assuming a fixed lactate concentration of 3.5 mm16. statistical analysis all data are expressed as means ± dp. values for vo2peak, maximum heart rate (hrmax), peak lactate, ant in absolute figure']",,,
FALSE,mss.0b013e318236edd8,,FALSE,,,
FALSE,fphys.2022.837634,,FALSE,,,
FALSE,jospt.2004.34.2.65,,FALSE,,,
FALSE,mss.0b013e3180de4dad,,FALSE,,,
FALSE,00005768-200203000-00022,,FALSE,,,
FALSE,journal.pone.0044594,,FALSE,,,
FALSE,s0735-1097_._85_._80424-1,,FALSE,,,
FALSE,s00421-004-1188-0,,"[' from the breath-by-breath data by the use of a 5-breath average. data analysis of _v o2 kinetics breath-by-breath data for the three repetitions of the square-wave exercise transitions were linearly INTERPOLATed at 1-s intervals, time aligned to the start of exercise and ensemble-averaged to yield a single data set per subject. the kinetic parameters of amplitude, time delay (d) and time constant (s) were ']",linear,1,
FALSE,j.gaitpost.2016.05.005,,,,,
FALSE,phy2.14478,,"[' as previously described  (lamarra, whipp, ward, & wasserman,\xa02017). briefly, aberrant data points that were three standard deviations (sd)  from the local mean were removed. data were then linearly  INTERPOLATed to 1\xa0s intervals. ̇vo2max was defined as the highest ̇vo2 computed from a 20-s rolling average. gas exchange  threshold (get) and rcp were identified by three independent investigators by examining']",linear,1,
FALSE,mat.0000000000000925,,FALSE,,,
FALSE,heartjnl-2019-314797,,"['atory oxygen figure 1  uptake kinetics in a hfpef patient (blue) and a healthy control subject  (black). breath-by-breath oxygen utilisation (v̇o2) was measured during  submaximal treadmill exercise, INTERPOLATed linearly at 1s intervals  and fitted using on-transient monoexponential curve fitting. (b) mean  response curves for controls hfpef patients and hfpef patients  stratified by mean response time (mr', 'ing the fick equation. v̇o2kinetics v̇o2 kinetics were measured during the transition from rest to  steady-state exercise (~40%–50% v̇o2 peak) as described above.  ventilatory v̇o2 data were linearly INTERPOLATed to 1s intervals,  time averaged into 5s bins and fit using first-order kinetics  (see online supplementary materials s2 and s3), with the time  delay set to the start of exercise and therefore incl']",,1,
FALSE,mss.0b013e3181591df7,,FALSE,,,
FALSE,s00421-013-2637-4,,FALSE,,,
FALSE,apnm-2020-0883,,,,,
FALSE,s00246-021-02661-7,,FALSE,,,
FALSE,apnm-2012-0104,,,,,
FALSE,j.ijcard.2019.03.012,,FALSE,,,
FALSE,s41598-021-92191-2,,[' that speed for as long as they could. during  the interval between inc and ver they were advised to rest or walk. the value of ˙vo2max was considered the  highest after a mean of 20\xa0s (with the data INTERPOLATed on a second by second basis and then averaged to retrieve  the ˙vo2max value). inc was repeated on the fifth visit (incf) without ver in order to mislead the training effect  on ˙vo2max during the '],,,
FALSE,sc.2015.33,,FALSE,,,
FALSE,s-2007-989371,,FALSE,,,
FALSE,mss.0000000000000205,,FALSE,,,
FALSE,genes11050555,,FALSE,,,
FALSE,sports7080189,,FALSE,,,
FALSE,nu10010037,,FALSE,,,
FALSE,circj.69.471,,FALSE,,,
FALSE,jsc.0000000000000699,,FALSE,,,
FALSE,journal.pone.0016987,,,,,
FALSE,japplphysiol.91550.2008,,"['n calculated using the fick equation: 共a ⫺ v兲do2 ⫽ v˙ o2/q˙ baseline values for v˙ o2, q˙ mf, and (a-v)do2 were the average of the 30 s preceding the onset of moderate and heavy cycling bouts. the nonINTERPOLATed values of v˙ o2, q˙ mf, and (a-v)do2 values were averaged in 10-s windows during each exercise bout, and the relative contribution of q˙ and (a-v)do2 to the overall changes in v˙ o2 (expressed in %', 'f the three work rates: 20 w, moderate, and heavy. data analysis breath-by-breath v˙ o2 and beat-by-beat q˙ mf data were obtained from at least four repetitions of each of protocols a and b, linearly INTERPOLATed at 1-s intervals, time-aligned to the beginning of exercise, and averaged together to yield a single data set for each subject. the moderate and heavy bouts were curve ﬁtted by two- (phases i and i', 'ty in the other arm for these highly ﬁt subjects. the q˙ mf signal was shifted ⫺1 s and one beat back to compensate for finometer’s internal digital signal processing delay. the signals were linearly INTERPOLATed at 1-s intervals; the rides were time aligned and averaged together to yield a single data set for each subject in each protocol. the modelﬂow algorithm follows changes in q˙ (44), but might exhibi']",linear,1,
FALSE,kjm.2019-0007-oa,,FALSE,,,
FALSE,jp275502,,FALSE,,,
FALSE,jsc.0000000000002594,,FALSE,,,
FALSE,s-2004-820960,,FALSE,,,
FALSE,jdi.12606,,FALSE,,,
FALSE,apnm-2017-0361,,FALSE,,,
FALSE,s1440-2440_._05_._80014-3,,"['n uptake response of sprint- vs.... data analysis determination of peak ~ro2 and vo2 at the ventilatory threshold for both the ramp and the square wave tests, breath-by-breath ""vo2 data that had been INTERPOLATed to give one value per second were used to derive 15-s moving averages (averaging increment of 1 s), the highest of which was taken as the peak 402 for the test. for each subject, two peak values we', 'e derived for each type of test (one for each of the repeat tests). these two values were then averaged to give a single (mean) value (one for each subject and type of test). for the first ramp test, INTERPOLATed data were also used to derive 15-s sequential averages of both vo2 and co2 for the determination of the ventilatory threshold. modelling the ~ro2 response for the severe intensity run for each subj', 'ect and each test, data were INTERPOLATed to give one value per second and time aligned (to the start of the test). data were then averaged across the two tests from 60 s prior to the onset of exercise to the end-point of the shorter of th']",,1,
FALSE,jsc.0000000000002152,,FALSE,,,
FALSE,occmed_._43.2.85,,FALSE,,,
FALSE,j.exger.2017.06.003,,FALSE,,,
FALSE,s00421-005-1374-8,,FALSE,,,
FALSE,ijspp.2014-0210,,FALSE,,,
FALSE,s-0035-1569342,,,,,
FALSE,s0003-9993_._02_._04908-0,,FALSE,,,
FALSE,s00421-012-2551-1,,FALSE,,,
FALSE,apnm-2020-0474,,FALSE,,,
FALSE,j.jshs.2015.09.009,,FALSE,,,
FALSE,fca-2019-0022,,,,,
FALSE,apnm-2019-0560,,FALSE,,,
FALSE,00008483-200303000-00012,,FALSE,,,
FALSE,phy2.13697,,FALSE,,,
FALSE,ijspp.2020-0451,,FALSE,,,
FALSE,j.healun.2017.05.024,,FALSE,,,
FALSE,s00421-018-4006-9,,FALSE,,,
FALSE,ijspp.2018-0360,,FALSE,,,
FALSE,s00421-020-04420-7,,FALSE,,,
FALSE,s-0032-1331741,,FALSE,,,
FALSE,fphys.2021.739745,,FALSE,,,
FALSE,j.ijcard.2015.05.071,,FALSE,,,
FALSE,ham.2018.0083,,FALSE,,,
FALSE,jsc.0000000000003938,,FALSE,,,
FALSE,s-0043-121272,,FALSE,,,
FALSE,h03-043,,FALSE,,,
FALSE,jsc.0b013e3182653cfa,,FALSE,,,
FALSE,japplphysiol.00357.2004,,,,,
FALSE,j.2042-3306.1999.tb03786.x,,FALSE,,,
FALSE,ijerph19073814,,"['ter the completion of the test using dr. mueller’s super gl2 analyzer (dr. müller gerätebau gmbh, freitel, germany). based on the graded exercise test, the anaerobic threshold (at4) was determined by INTERPOLATion for the blood lactate concentration of 4 mmol/l. during the test, heart rate (hr) was recorded using a polar system (polar electro oy, kempele, finland). the research was approved by the scientiﬁc']",,,
FALSE,npt.0b013e3182a0a078,,FALSE,,,
FALSE,japplphysiol.01028.2004,,"['tion within the nirs ﬁeld of interrogation (10, 15). data analysis: curve ﬁtting. the breath-by-breath v˙ o2 and beatby-beat hr data obtained during each step increase in wr were ﬁltered and linearly INTERPOLATed at 1-s intervals. each transition was time aligned and ensemble averaged to yield a single proﬁle and then time averaged into 10-s bins to give a single response for each subject. the on-transient ']",linear,1,
FALSE,jsc.0000000000003571,,FALSE,,,
FALSE,j.rmed.2007.06.017,,FALSE,,,
FALSE,hrt.77.2.168,,FALSE,,,
FALSE,jrrd.2011.04.0075,,FALSE,,,
FALSE,jpa2.25.171,,FALSE,,,
FALSE,s-2007-971941,,FALSE,,,
FALSE,j.bbi.2010.07.239,,FALSE,,,
FALSE,circj.71.1721,,FALSE,,,
FALSE,jsc.0b013e3181d09ec9,,FALSE,,,
FALSE,oby.22096,,FALSE,,,
FALSE,mbp.0b013e328351de5c,,FALSE,,,
FALSE,jsc.0b013e3181e4ffe6,,FALSE,,,
FALSE,j.healun.2007.09.026,,FALSE,,,
FALSE,s00421-003-0844-0,,FALSE,,,
FALSE,euhj.2000.2286,,FALSE,,,
FALSE,s-2004-819953,,FALSE,,,
FALSE,abc.20150089,,FALSE,,,
FALSE,japplphysiol.00388.2011,,FALSE,,,
FALSE,peerj.3769,,FALSE,,,
FALSE,2047490000000000,,,,,
FALSE,00005768-199603000-00011,,FALSE,,,
FALSE,s00421-003-1030-0,,FALSE,,,
FALSE,sj.ijo.0800605,,FALSE,,,
FALSE,circj.cj-19-0273,,FALSE,,,
FALSE,0735-1097_._93_._90231-o,,FALSE,,,
FALSE,mss.0b013e3181c658ac,,FALSE,,,
FALSE,journal.pone.0238863,,FALSE,,,
FALSE,cpf.12197,,FALSE,,,
FALSE,j.bbi.2016.03.020,,FALSE,,,
FALSE,j.jtherbio.2016.08.005,,FALSE,,,
FALSE,japplphysiol.01002.2020,,FALSE,,,
FALSE,jsc.0000000000002931,,,,,
FALSE,s00421-011-2021-1,,"['ws, in wet and dry conditions (gore et al. 1997). data were automatically ﬁltered for aberrant data points (i.e., greater than 4 standard deviations from the local mean; ozyener et al. 2001) and then INTERPOLATed to 1-s intervals for all tests. for the incremental test, data were further averaged in 30-s increments. estimated hl was deﬁned as the power at which co2 output began to increase disproportionatel', ' participants returned to the labora- _vo2p tory to perform two additional mod exercises. recorded during mod exercise bouts were automatically ﬁltered for aberrant data points (ozyener et al. 2001), INTERPOLATed to 1-s time-synchronized and ensemble averaged to yield a single response for each _vo2p on-transient kinetics were modeled using an subject. iterative technique (sigmaplot 10, spss science; chicag']",,1,
FALSE,japplphysiol.00985.2009,,,,,
FALSE,jsc.0000000000000786,,FALSE,,,
FALSE,mss.0000000000000974,,FALSE,,,
FALSE,eurjpc_._zwab150,,FALSE,,,
FALSE,s0100-879x2002000600016,,FALSE,,,
FALSE,s40064-015-1041-4,,FALSE,,,
FALSE,s0002-9149_._97_._89210-7,,FALSE,,,
FALSE,s41598-021-86660-x,,FALSE,,,
FALSE,mss.0b013e3181c9228c,,FALSE,,,
FALSE,s-2005-865857,,FALSE,,,
FALSE,s-0031-1277179,,FALSE,,,
FALSE,s10484-020-09456-1,,FALSE,,,
FALSE,ijspp.6.4.546,,FALSE,,,
FALSE,j.ergon.2009.03.006,,FALSE,,,
FALSE,jsc.0b013e3182a1fe5c,,FALSE,,,
FALSE,s00421-007-0527-3,,FALSE,,,
FALSE,cclm-2019-1337,,FALSE,,,
FALSE,s00421-017-3596-y,,FALSE,,,
FALSE,01.mss.0000053658.82687.ff,,FALSE,,,
FALSE,ijspp.2020-0747,,FALSE,,,
FALSE,j.1600-0838.2008.00778.x,,FALSE,,,
FALSE,s12890-016-0174-8,,FALSE,,,
FALSE,1414-431x20198392,,FALSE,,,
FALSE,s00421-004-1229-8,,"['ant breaths caused by coughing, swallowing, sighing, etc. and those values lying more than 4 standard deviations from the local mean were deleted. the breath-by-breath data were subsequently linearly INTERPOLATed to give 1s values. for each subject and each exercise condition, the identical repetitions of each work rate were time-aligned to the start of exercise, superimposed and ensemble averaged to reduce']",linear,1,
FALSE,journal.pone.0124180,,FALSE,,,
FALSE,japplphysiol.01032.2018,,FALSE,,,
FALSE,s00421-010-1719-9,,FALSE,,,
FALSE,j.ptsp.2016.06.011,,FALSE,,,
FALSE,s00421-009-1072-z,,FALSE,,,
FALSE,s1516-44462011000400013,,FALSE,,,
